노선명,역명,총 승차승객수,총 하차승객수
우이신설선,삼양사거리,2567.516129032258,2532.4193548387098
우이신설선,성신여대입구(돈암),3741.6129032258063,4077.032258064516
우이신설선,솔밭공원,2456.967741935484,2337.2258064516127
우이신설선,솔샘,5499.290322580645,5206.064516129032
우이신설선,신설동,2338.8387096774195,2195.2258064516127
우이신설선,정릉,4469.354838709677,4090.2903225806454
우이신설선,화계,3499.7096774193546,3311.483870967742
일산선,대곡,9956.483870967742,8956.548387096775
일산선,대화,9477.483870967742,7863.129032258064
일산선,마두,7083.0,7155.1612903225805
일산선,백석,9442.064516129032,9595.806451612903
일산선,삼송,17847.8064516129,17292.322580645163
일산선,원당,10339.354838709678,10031.032258064517
일산선,원흥,10211.41935483871,9706.516129032258
일산선,정발산,6731.387096774193,6728.064516129032
일산선,주엽,8012.741935483871,7898.5161290322585
일산선,지축,1.2580645161290323,0.0
일산선,화정,15638.41935483871,16319.870967741936
장항선,배방,1228.3870967741937,1205.8709677419354
장항선,봉명,1177.8064516129032,1183.3548387096773
장항선,신창(순천향대),1021.1290322580645,975.4516129032259
장항선,쌍용(나사렛대),2082.451612903226,1985.032258064516
장항선,아산,3587.967741935484,3174.2903225806454
장항선,온양온천,4816.129032258064,4849.0
장항선,탕정,1848.1290322580646,1693.258064516129
중앙선,구리,6866.290322580645,7442.032258064516
중앙선,국수,573.8064516129032,573.5483870967741
중앙선,덕소,4909.129032258064,4942.5161290322585
중앙선,도농,8407.612903225807,7898.0
중앙선,도심,2494.3548387096776,2006.6774193548388
중앙선,망우,7222.451612903225,7072.677419354839
중앙선,상봉,5478.064516129032,5454.5161290322585
중앙선,신원,140.48387096774192,124.93548387096774
중앙선,아신,453.4516129032258,457.258064516129
중앙선,양수,1432.9032258064517,1420.774193548387
중앙선,양원,2715.2903225806454,2660.0
중앙선,양정,415.0967741935484,355.9032258064516
중앙선,양평,2935.935483870968,2970.8064516129034
중앙선,오빈,263.1290322580645,259.258064516129
중앙선,용문,1789.483870967742,1809.5806451612902
중앙선,운길산,475.5806451612903,450.64516129032256
중앙선,원덕,288.1290322580645,275.4193548387097
중앙선,중랑,5294.870967741936,5061.5161290322585
중앙선,지평,42.16129032258065,43.903225806451616
중앙선,팔당,680.9677419354839,704.5483870967741
중앙선,회기,23581.225806451614,22554.09677419355
