매장명,주소,위도,경도
남양주진접점,"경기도 남양주시 진접읍 해밀예당1로 8-12, 가동 1~2층 /연평리 110-1",37.7196595032283,127.197788350576
청담삼성로점,서울특별시 강남구 삼성로119길 8 (강남대청담카이로스빌딩) 1층,37.516242883757,127.050632935983
김포운양점,"경기도 김포시 김포한강11로255번길 15 (운양동, 김포한강이랜드타운힐스) .",37.6547839462577,126.676871344294
울산교보문고점,울산광역시 남구 화합로 185 업스퀘어 B1 교보문고내,35.5413463629004,129.338899592372
고덕그라시움후문점,서울특별시 강동구 동남로82길 77-1 2층~4층 /고덕동 258-4,37.5608655820894,127.161379637067
세종가람DT점,세종특별자치시 금송로 589 (가람동) .,36.4647130853484,127.244339689582
대구봉무공원점,대구광역시 동구 단산길 4 (봉무동) 1~2층,35.9216712902864,128.64566967178
청주산남DT점,"충청북도 청주시 서원구 1순환로 892,1,2층(산남동)",36.6056568870933,127.491513492697
성주성밖숲점,경상북도 성주군 성주읍 성밖숲길 7 .,35.9174189576586,128.279486879744
속초영랑해변DI점,강원도 속초시 영랑해안길 205 (영랑동 148-172) 할리스,38.2182194180565,128.593826851257
울산달동DT점,울산광역시 남구 번영로 82 (달동 1297-1) 할리스,35.532982133619,129.330319637449
인천당하점,"인천광역시 서구 서곶로 788 (홀리랜드,1층) 당하동 1098-5",37.5881209362767,126.675351701003
신림역점,서울특별시 관악구 신림로 313 (신림동) 2-3층,37.4822379419784,126.929691761099
인천서구청점,"인천광역시 서구 서곶로301번길 7-1 (세광빌딩) /심곡동 247-1,1층",37.5443847143543,126.675750229636
부산광안리점,"부산광역시 수영구 광안해변로 175 (광안동 200-6, 광안에이파크오션) 1~2층",35.150267870208,129.115563341389
대방역점,"서울특별시 동작구 알마타길 6 (대방동, 파밀리에 하늘마루) 101호, 102호 .",37.5098570948466,126.924954157932
다산진건점,경기도 남양주시 다산중앙로20번길 10-44 1층  .,37.6144406683612,127.15707493369
강남대로논현점,"서울특별시 강남구 강남대로 520 (논현동 164번지, 영동빌딩) .",37.5086773753858,127.023051010941
대전호텔ICC점,대전광역시 유성구 엑스포로123번길 55 (도룡동) 1층,36.3770177025933,127.39278052858
홍대거리점,"서울특별시 마포구 어울마당로 76-1, 2~4층 (서교동 364-19) 할리스",37.5518321491599,126.921657269616
부산센텀시티점,"부산광역시 해운대구 센텀2로 24 (우동, 센텀다이아몬드) 1층, 102호",35.1666671766869,129.132451340727
창원귀산점,경상남도 창원시 성산구 삼귀로 189 귀곡동 723-21,35.1696757193558,128.599568970841
의정부로데오점,경기도 의정부시 행복로 28 (의정부동) 지상 1층~ 4층,37.7409962446026,127.049638829836
속초엑스포점,강원도 속초시 청초호반로 75 (조양동) 1~3층,38.1898908907487,128.586355321466
안산중앙역점,"경기도 안산시 단원구 광덕4로 234 (천혜로데오프라자) 107,108호",37.3153782933911,126.827263893614
오산시청점,"경기도 오산시 성호대로 124 (신협빌딩) 101,102호",37.1484863938641,127.075202818358
