매장명,주소,구,위도,경도
안양예술공원점,경기 안양시 만안구 예술공원로 148 (안양동) 1층,안양시,37.418573658478,126.922319445668
안양SKV1점,"경기 안양시 동안구 엘에스로116번길 25-32 (호계동, 안양 SK V1 center) 153호",안양시,37.3740594958953,126.948787645865
평촌샛별점,"경기 안양시 동안구 동안로 194 1층 140호(비산동, 평촌스포츠센타)",안양시,37.3958094706658,126.949171730196
평촌학원가점,경기 안양시 동안구 호계동 1058-6,안양시,37.3838291117506,126.95917402977
안양대점,경기 안양시 만안구 안양로257번길 23 1층,안양시,37.395058187089,126.922844233626
평촌스마트스퀘어점,경기도 안양시 동안구 시민대로327번길 6,안양시,37.3966491352893,126.966964163456
안양덕천점,경기도 안양시 만안구 덕천로48번길 50,안양시,37.3858137675839,126.938838248979
인덕원역점,경기도 안양시 동안구 흥안대로 517,안양시,37.3999849888915,126.976369966042
안양중앙점,경기도 안양시 만안구 안양로 283 (안양동) 1층,안양시,37.3975677776176,126.921981657212
안양1번가점,경기 안양시 만안구 안양동  674-154,안양시,37.3992791246234,126.923835003952
평촌점,경기 안양시 동안구 관양동 벌말프라자 107호 1604-4,안양시,37.4060457499298,126.961457538379
안양점,경기 안양시 만안구 안양동  668-33,안양시,37.4006390612381,126.920586486465
범계점,경기 안양시 동안구 호계동 1042 에메랄드빌딩104호,안양시,37.3914654310788,126.953474334658
성결대점,경기 안양시 만안구 냉천로 2 지상1층,안양시,37.3821758911713,126.929919541365
안산리더스카이점,"경기 안산시 단원구 와동로 125 (와동) 115,116호",안산시,37.336075200564,126.829208419892
안산수암동점,경기 안산시 상록구 수암2길 3 (수암동) 1층,안산시,37.364226668889,126.876871021632
안산월피현대점,"경기 안산시 상록구 충장로 579 1층, 8~9호(안산현대2차아파트 상가동B동)",안산시,37.3102271107863,126.853832373449
안산초지푸르지오점,"경기 안산시 단원구 화랑로 160 (초지동, 단지내 상가) 127호. 128호",안산시,37.3234584486343,126.805743217983
안산고대병원점,"경기 안산시 단원구 적금로 123 (고잔동, 고려대학병원) 병원내 1층",안산시,37.3188584497967,126.824999466436
안산고잔로데오점,"경기 안산시 단원구 광덕2로 164 (고잔동, 메디피아) 102호",안산시,37.3096515465555,126.828346149785
대부도펜션타운점,경기 안산시 단원구 참살이2길 12 (선감동) 나동 2층,안산시,37.2332234231473,126.624382304288
안산원시역점,경기 안산시 단원구 별망로 555 (원시동) 141호,안산시,37.3010456572711,126.786975294393
동안산병원점,경기 안산시 상록구 월피로 81 (월피동) 이디야커피,안산시,37.3356530063697,126.85225489233
안산대부북동점,경기 안산시 단원구 대부황금로 1203 (대부북동) 이디야커피,안산시,37.2657710553285,126.577553057877
안산본오동2호점,경기 안산시 상록구 샘골로 184 (본오동) 102호,안산시,37.3002853217136,126.863535071933
안산반월동점,"경기 안산시 상록구 창말2길 25 (건건동) 108호, 109호",안산시,37.3057284873459,126.903010280359
안산상록구청점,경기 안산시 상록구 석호로 107 (사동) 1층 101호,안산시,37.3017383469095,126.847389432416
안산반달섬점,경기 안산시 단원구 성곡동 839-11 (반달섬 파크프라자) 105~106호,안산시,37.3169410637593,126.739059628626
안산상록수역점,"경기 안산시 상록구 상록수로 44 (본오동, 상림프라자) 1층 101.102호",안산시,37.3025041594627,126.863411050965
대부도메르블루점,경기 안산시 단원구 대부남동 3-175,안산시,37.2235614686898,126.604161820074
안산롯데마트점,"경기 안산시 상록구 항가울로 422 (성포동, 롯데마트) 1층",안산시,37.3179906301239,126.846736316027
안산석호로점,경기 안산시 상록구 석호로 223 (사동) 1층102호(사동),안산시,37.2940833697485,126.855391564421
안산해양점,"경기 안산시 상록구 해양로 14 (사동, 안산고잔9차푸르지오 상가동) 103호, 104호, 105호",안산시,37.2943534313856,126.820822451393
안산팔곡이동점,경기 안산시 상록구 해안로 1351 (팔곡이동) 이디야커피 안산팔곡이동점,안산시,37.2971821947664,126.888044278808
안산고잔역점,경기 안산시 단원구 다리간로 18 1층,안산시,37.3147789559259,126.823800600658
안산중앙역점,경기 안산시 단원구 고잔동  729-3,안산시,37.3144168685375,126.838542670144
안산본오동점,경기 안산시 상록구 본오동  872-16,안산시,37.2976385845592,126.863427857199
안산성포동점,경기 안산시 상록구 성포동  593-10,안산시,37.3267474262656,126.844474920496
안산한대앞역점,경기 안산시 상록구 중보로 49 1층,안산시,37.3076783753741,126.85210863416
안산초지점,경기 안산시 단원구 초지동  729,안산시,37.3088301801753,126.815830546294
안산한도병원점,경기도 안산시 단원구 선부광장로 95 (선부동  ) 109호,안산시,37.333196798251,126.808177356535
안산한대점,경기도 안산시 상록구 한양대학로 40 (사동) 1층(사동),안산시,37.3009575386587,126.83904528042
안산반월공단점,경기도 안산시 단원구 동산로 76,안산시,37.3130157823927,126.798857734989
안산일동점,경기 안산시 상록구 안산대학로 97 1층 (일동),안산시,37.309325487815,126.868621393709
고잔이마트점,경기 안산시 단원구 고잔동 742-6 이마트고잔점 3층,안산시,37.3219394584907,126.832292027071
안산식물원사거리점,경기 안산시 상록구 도매시장로 91 1층(일동),안산시,37.3139068272532,126.863006642964
안산사동점,"경기 안산시 상록구 감골2로 13 1층 101, 102호(사동, 예누림분산상가동)",안산시,37.2908596438368,126.852474587366
안산스포츠파크점,"경기 안산시 단원구 첨단로 644 (초지동, 안산스포츠파크1층 일부)",안산시,37.2945129359259,126.790336660676
안산부곡동점,경기 안산시 상록구 부곡로 115 103호(부곡동),안산시,37.3324236764139,126.862930147972
안산월피동점,"경기 안산시 상록구 광덕산2로 17 103, 104호(월피동)",안산시,37.3354981240891,126.845555966096
안산사동중앙점,경기 안산시 상록구 항가울로 19 102호 (사동),안산시,37.2837554708334,126.847124782346
안산호수동점,"경기 안산시 단원구 광덕대로 130 (고잔동, 폴리타운) 1층 103,4호",안산시,37.3125288041528,126.830084636115
안산단원병원점,"경기 안산시 단원구 원포공원1로 19 (초지동, 원포빌딩) 110호",안산시,37.3003877060879,126.812414425513
서울렛츠런파크점,"경기 과천시 경마공원대로 107 1층, 5층(주암동)",과천시,37.4412157413876,127.0162939669
과천중앙점,"경기 과천시 별양상가2로 35 (별양동) 3동 113,114호",과천시,37.4254032971493,126.991857724067
과천역점,"경기 과천시 별양로 164 (부림동, 과천센트럴파크푸르지오써밋) 상가동 7-2호",과천시,37.4328052462288,126.998862432277
의왕오전동점,경기 의왕시 오전동  839 동원빌딩 2층 이디야커피,의왕시,37.3585627989707,126.967878688314
의왕백운밸리점,"경기 의왕시 백운중앙로 88 상가동 1층 07,08호",의왕시,37.3703781439534,127.009689192769
의왕백운호수점,경기 의왕시 백운중앙로5길 5 (학의동) 1층 101호,의왕시,37.37410317249,127.01064085726
의왕롯데마트점,"경기 의왕시 계원대학로 7 (내손동, 롯데마트) 1",의왕시,37.3805432278472,126.972871115511
산본점,경기 군포시 광정로 58 1층 이디야커피(신산본빌딩),군포시,37.3585078307294,126.930982279358
산본역사점,경기도 군포시 번영로 504 3층 3-다호,군포시,37.3581051591978,126.933175158373
금정역점,경기 군포시 산본천로 216 1층,군포시,37.3711345024945,126.94142283943
군포역점,경기 군포시 군포로 535 1층(당동),군포시,37.3539009177245,126.946160184185
군포송정지구점,경기 군포시 송부로33번길 3-13 1층(도마교동),군포시,37.315494743219,126.916905496058
군포대야미점,경기 군포시 대야1로15번길 5 (대야미동) 1층,군포시,37.3266634180265,126.917690112148
금정신환사거리점,경기 군포시 금재로 2-1 (금정동),군포시,37.3621484001168,126.941450933862
시흥한라비발디점,경기 시흥시 배곧1로 27-15 301동 1층,시흥시,37.3653496024812,126.712516180176
시흥삼미시장점,"경기 시흥시 삼미시장1길 19 (신천동, 늘푸른교회)",시흥시,37.4405931113597,126.783935242547
시흥월곶동서로점,"경기 시흥시 동서로10번길 7 (월곶동) 1층 일부호, 2층 전부(월곶동)",시흥시,37.3897194656172,126.752602321065
시흥정왕엠티브이점,경기 시흥시 엠티브이24로 20 (정왕동) 101호,시흥시,37.314439874992,126.714281956394
시흥에이스타워점,"경기 시흥시 엠티브이26로19번길 1 (정왕동, (주)에이스타워) 1층 109호(정왕동)",시흥시,37.3209713880459,126.702341364694
시흥월곶포구점,"경기 시흥시 월곶해안로 165 (월곶동, 광명빌딩) 101,102호",시흥시,37.3884722230653,126.738224048259
시흥타원타크라점,"경기 시흥시 옥구천동로 218 (정왕동, 타원타크라 6차 지식산업센터)",시흥시,37.3433990071855,126.718210303324
시흥능곡중앙점,"경기 시흥시 능곡번영길 30 (능곡동) 1층 108,109호",시흥시,37.370218701096,126.806650618584
시흥서울대학로점,"경기 시흥시 서울대학로 59-21 (배곧동, 배곧로얄팰리스 테크노1차) 1층 110호",시흥시,37.3575729545218,126.705992084464
시흥배곧고등학교점,"경기 시흥시 배곧4로 87 (정왕동, 베스트프라자) 1층 116, 117호",시흥시,37.374597699316,126.73340139468
시흥정왕보건소점,"경기 시흥시 정왕대로233번안길 1 (1층,우촌빌딩)",시흥시,37.3470042692613,126.74131721136
시흥대야점,경기도 시흥시 대야동  579-2 하이베라스텔(은행순환로 77)   104-105호,시흥시,37.4457837798159,126.798167092588
시흥신일점,경기 시흥시 시흥대로 1069 1층(신천동),시흥시,37.4314028681275,126.792593688494
시흥배곧신도시점,"경기 시흥시 서울대학로278번길 21 1층 119,120호(정왕동 새롬프라자2)",시흥시,37.3694849114564,126.728009537798
시흥배곧타운점,경기 시흥시 배곧4로 22 1층 119호(정왕동),시흥시,37.3775813436,126.72696325273
오이도빨간등대점,경기 시흥시 오이도로 195 (정왕동),시흥시,37.3435148752743,126.687262447345
시흥조남점,"경기 시흥시 목감우회로 51 1층 106호(목감동, 목감지구 동한메디컬프라자)",시흥시,37.3822556593857,126.861958216347
오이도점,"경기 시흥시 오이도로 119 1층, 2층",시흥시,37.3479474685087,126.69110152986
시흥거모동점,경기도 시흥시 도일로112번안길 21-2  101(거모동),시흥시,37.3426316432534,126.785153915352
정왕역점,경기도 시흥시 마유로418번길 18,시흥시,37.3511931087894,126.742913658885
시화로데오점,경기도 시흥시 중심상가2길 20-13 (정왕동  ),시흥시,37.3443815569637,126.737309003424
광명사거리역점,경기도 광명시 오리로 974 (광명동  ) 201호,광명시,37.479575299528,126.855184789358
광명역코레일점,"경기 광명시 광명역로 21 1층 고객라운지내서편맞이방호(일직동, 고속철도 광명역)",광명시,37.4163635638303,126.884877197434
광명중대병원점,"경기 광명시 덕안로104번길 17 (일직동) 1층 109호(일직동,M클러스터)",광명시,37.4242146189695,126.887063229173
광명역데시앙점,경기 광명시 양지로 21 (일직동) C동 2층 217호,광명시,37.417690389449,126.882210419136
부천중동시계탑점,경기도 부천시 원미구 조마루로297번길 33,부천시,37.4991772389382,126.776228325111
부천상동세이브존점,"경기 부천시 원미구 길주로 105 (상동, 드림모아) 지하1층 101호 일부",부천시,37.5064196746015,126.754147529802
부천원종역점,경기 부천시 오정구 원종동 228-6,부천시,37.5242080242485,126.80446833198
부천오정대공원점,경기 부천시 오정동 127-14,부천시,37.5290058357672,126.797402178818
신중동점,"경기 부천시 길주로 275 (중동, 중동프라자) 중동프라자 1층104호",부천시,37.5039053871865,126.773318974917
부천세무서점,경기 부천시 신흥로 266 (중동) 102호,부천시,37.5073161339358,126.775440831196
부천소사스위첸점,"경기 부천시 은성로67번길 12 (소사본동, 소새울KCC스위첸) 제2동 1층 209호",부천시,37.4755049089934,126.798819094947
부천심곡본동점,"경기 부천시 성주로176번길 28 (심곡본동) 1층, 2층",부천시,37.4776235431706,126.775416766965
부천뉴코아점,"경기 부천시 송내대로 239 (상동, 부천터미널소풍) BF07-3호",부천시,37.5041446553817,126.756721807955
부천약대오거리점,경기 부천시 수도로 86 1층 105호(도당동),부천시,37.5149614925126,126.775720612892
부천소사점,경기 부천시 소사로 214 1층(소사본동),부천시,37.4772860592743,126.795742271362
부천상3동점,경기 부천시 상동로117번길 61 1층 106호,부천시,37.507823194026,126.750081690965
부천원미구청점,경기도 부천시 원미구 부천로 140,부천시,37.4965015577367,126.785772015234
부천센트리움점,경기도 부천시 소사구 경인로 189,부천시,37.4841458554577,126.776515462959
부천벚꽃마을점,경기도 부천시 원미구 상이로 47-1,부천시,37.4930610389885,126.743764094805
가톨릭대점,"경기도 부천시 원미구 지봉로  48 1층 103호, 104호",부천시,37.4860983122947,126.805045527012
부천중동팰리스점,경기도 부천시 원미구 장말로 217,부천시,37.4927180367346,126.76618531507
부천소새울역점,경기 부천시 소사구 소사본동  231-4,부천시,37.4706693744472,126.795668145258
서울신대점,경기도 부천시 소사구 호현로489번길 39,부천시,37.4802017644619,126.791383915302
부천성모병원점,경기도 부천시 원미구 부흥로 472  이디야커피 부천성모병원점,부천시,37.485651139982,126.790921806566
부천오정점,경기 부천시 오정로 247 썬프라자 104호,부천시,37.5295690925108,126.785437068659
부천시청역점,경기 부천시 원미구 중동  1033-1,부천시,37.5051574264473,126.763892160226
부천고강점,경기도 부천시 오정구 역곡로 491,부천시,37.5285705239987,126.815637837894
부천리첸시아점,경기 부천시 원미구 중동  1116,부천시,37.4950478032386,126.779416552553
부천남부역점,경기 부천시 성주로 274-2 1층(심곡본동),부천시,37.4828185739063,126.782448805517
부천범박동점,경기 부천시 소사구 범박동  204-8,부천시,37.4737070108281,126.812385483873
역곡북부역점,경기 부천시 원미구 역곡동  82-8 2층,부천시,37.4863061766868,126.812166060568
부천소사본동점,경기 부천시 소사동로 78 1층 108호,부천시,37.4727993789054,126.80316345044
부천북부역점,경기 부천시 원미구 심곡동  382-12번지,부천시,37.4863544234123,126.780806856331
부천송내점,경기 부천시 원미구 상동  411-1,부천시,37.4900482707224,126.752863075052
안성명동점,경기도 안성시 중앙로 389번길 17(대천동),안성시,37.0081859536725,127.270174270792
안성원곡점,경기 안성시 원곡면 만세로 1413 108호,안성시,37.0367835813649,127.129532492462
안성공도점,경기 안성시 공도읍 공도3로 14 (만정리) 1층,안성시,37.0010730471777,127.170564565432
동아방송대점,"경기 안성시 삼죽면 동아예대길 50 1,2층",안성시,37.0575372029255,127.363339827729
안성아양지구점,"경기 안성시 아양1로 73 (옥산동) A동 101,102호",안성시,37.0082226909443,127.258452125967
안성죽산점,경기 안성시 죽산면 죽주로 287-1 이디야커피,안성시,37.0764564758415,127.426873921678
안성한경대점,경기 안성시 중앙로 324 (석정동) 이디야(안성한경대점),안성시,37.0095913777058,127.263353460511
안성양성점,경기 안성시 양성면 장터길 21 1층 이디야커피,안성시,37.0592031393655,127.193957545964
평택동점,경기 평택시 평택동  37-23,평택시,36.9930578308051,127.087384743191
평택법원점,경기도 평택시 평남로 1041,평택시,37.0094385190804,127.095779493095
평택대점,"경기 평택시 현신2길 6 101, 201호(용이동, 드림빌딩)",평택시,36.9945041155898,127.136144557768
평택비전중앙점,경기 평택시 중앙로 205 1층 우측(비전동),평택시,36.9913052065076,127.105789906266
평택송탄점,경기 평택시 탄현로 323 1층(신장동),평택시,37.081275582177,127.055669204045
평택청북점,경기 평택시 청북읍 청북남로 253 1층,평택시,37.0188954226277,126.916224527084
안중백병원점,경기 평택시 안중읍 서동대로 1931-21 1층,평택시,37.0034294701175,126.95864053347
평택송탄신장점,경기 평택시 쇼핑로 25-1 (신장동) 이디야커피,평택시,37.0812673424792,127.052394453571
평택포승점,경기 평택시 포승읍 여술로 20 102호,평택시,36.9877168660446,126.844748644396
평택안중홈플러스점,경기 평택시 안중읍 서동대로 1489 홈플러스 내,평택시,36.9902358281868,126.916382789894
평택시청점,경기 평택시 평택5로20번길 30 (합정동) 1층,평택시,36.9891022941911,127.114096261034
평택성모병원점,경기 평택시 평택로 286 (세교동) 105-106호,평택시,37.0088499864034,127.073315170786
평택경기대로점,경기 평택시 비전동 830-2 (패밀리타운) 이디야커피,평택시,36.9949951518329,127.112729380051
평택서정이충점,경기 평택시 이충로 84-5 (서정동) 106-108호,평택시,37.064610591573,127.067067211063
동탄무봉산점,경기 화성시 동탄치동천로4길 6-58 (영천동) 1층,화성시,37.2025402998235,127.127750999814
동탄삼성반도체점,"경기 화성시 삼성1로 160 (석우동, 디지털스테이션) 1층 112호",화성시,37.2182083355911,127.077875496565
동탄장지점,"경기 화성시 동탄장지천5길 4-20 (장지동) 1층 103,104호",화성시,37.1588507022724,127.106306389808
동탄북광장점,"경기 화성시 동탄지성로 12 (반송동, 월드프라자) 1층 101,102호",화성시,37.2050483878594,127.073250501747
동탄산척중앙점,경기 화성시 동탄산척로2나길 10-11 (산척동) 1층 101호,화성시,37.1747763435868,127.112922392899
동탄솔빛나루점,"경기 화성시 동탄솔빛로 57 (반송동, 케이에이치스퀘어) 1층 104호",화성시,37.1941152829761,127.073561839854
동탄하나로유통센터점,경기 화성시 동탄순환대로27길 30 (영천동) 1층,화성시,37.2081598236456,127.104357347025
화성향남시범점,경기 화성시 향남읍 행정중앙1로 10 1층 102호,화성시,37.1259433785318,126.915825252674
화성봉담동화점,"경기 화성시 봉담읍 동화길 93-12 103호, 104호",화성시,37.2168059625365,126.959750135297
병점한신점,"경기 화성시 병점1로 66-2 (병점동) 1층 101-1, 102호",화성시,37.2028973127154,127.041142397428
화성동탄역1호점,경기 화성시 동탄역로 124 (오산동) 제1동 1층 106호,화성시,37.1975959138164,127.096585838151
동탄호수공원점,"경기 화성시 동탄대로5길 32 (송동) 지2층 B206,207호",화성시,37.1670228967301,127.103906012251
동탄여울공원점,"경기 화성시 동탄광역환승로 73 (오산동, 동탄역 반도유보라 아이비파크 8.0) 207동 지1층",화성시,37.2028863829237,127.090020319633
화성태안융건릉점,경기 화성시 장조1로 17-2 이디야커피,화성시,37.2054945683895,126.996534137698
동탄산척점,경기 화성시 동탄순환대로14길 82-9 1층,화성시,37.1697918247142,127.12021871515
화성반월점,경기 화성시 영통로26번길 33 (반월동),화성시,37.2348554649217,127.067758307053
화성원평점,경기 화성시 매송면 원평리 135-1,화성시,37.2484554540471,126.92459075989
화성팔탄점,경기 화성시 팔탄면 구장길 17 (문영빌딩),화성시,37.1621873212486,126.903933775494
화성동탄남광장점,경기 화성시 동탄구 동탄중심상가1길 15,화성시,37.2006401895217,127.072640906732
동탄2카림애비뉴점,경기 화성시 동탄대로시범길 134 판매시설지1층 115-1호(청계동),화성시,37.1990328379764,127.113063831502
화성향남점,"경기 화성시 향남읍 행정중앙2로 67 1층 121, 122호",화성시,37.1296860819548,126.921138780645
화성봉담점,경기 화성시 봉담읍 상봉길 31 104.105호,화성시,37.2180531097921,126.953605045851
화성사강점,경기 화성시 송산면 사강로 201 A-1동 1층,화성시,37.2134579957788,126.73806338822
동탄대로점,경기 화성시 동탄대로14길 5-11 1층(오산동),화성시,37.1857370045855,127.101616078886
화성남양점,경기 화성시 남양읍 시청로 6 1층 108호,화성시,37.2083748821138,126.81854441845
동탄프리미엄아울렛점,경기 화성시 동탄기흥로257번가길 21 F동 1층 111호 112호,화성시,37.1815423097484,127.092277201022
화성조암점,경기 화성시 우정읍 조암남로 12,화성시,37.082398683202,126.817287008637
동탄치동점,경기 화성시 동탄대로21가길 4-10 1층,화성시,37.2072178624974,127.09737685714
화성진안점,경기 화성시 진안동  876-4,화성시,37.2135605766287,127.041769848384
화성석우IT점,경기 화성시 동학산2길 8-7 (석우동),화성시,37.2247276168082,127.075202170513
동탄체육공원점,경기 화성시 왕배산2길 4-20 1층(목동),화성시,37.1800890123396,127.124476520205
화성향남상신점,경기 화성시 향남읍 상신하길로 74 1층 107호(원메디피아),화성시,37.1008822430338,126.896472371032
화성우정화산점,경기 화성시 우정읍 기아자동차로 687,화성시,37.0689315426658,126.808586630952
화성발안점,경기 화성시 향남읍 발안공단로 90 (구문천리) 1층 108호,화성시,37.0869213400034,126.909428560663
병점홈플러스점,"경기도 화성시 경기대로 985 (병점동, 홈플러스) 병점점2층 일부호",화성시,37.2037286219658,127.036760015746
화성동탄SKV1점,"경기 화성시 동탄순환대로 830 (영천동 , 동탄 SK V1 center) B122호",화성시,37.2099981433518,127.096937243574
화성송산육일리점,경기 화성시 송산면 화성로 322 (육일리) 이디야커피,화성시,37.2059758164677,126.727610181913
오산세교점,경기도 오산시 수청로106번길 6-3,오산시,37.1770545645477,127.053736247003
오산궐동점,"경기 오산시 궐리사로 20 1,2층(궐동)",오산시,37.1600580586434,127.054645015883
오산운암점,"경기 오산시 운암로 113 113,118호",오산시,37.1563752722095,127.077965472354
오산수청점,경기 오산시 내삼미로79번길 31 109호 110호,오산시,37.1707072738334,127.064536336628
오산홈플러스점,"경기 오산시 청학로 238 (수청동, 홈플러스) 홈플러스 오산점 1F",오산시,37.1700588011761,127.06179880034
오산초평누읍점,"경기 오산시 발안로 1367 (누읍동, 석선빌딩) 1층 105호",오산시,37.1422755269995,127.047853042204
이천이마트점,경기 이천시 증포동  47-4 1층,이천시,37.2941368417949,127.458822946386
이천로데오점,경기 이천시 창전동  162-10,이천시,37.280679185234,127.444595309907
이천부발점,경기도 이천시 경충대로 2096-4 (부발읍  ),이천시,37.2521071817627,127.490314921172
이천갈산동점,경기도 이천시 향교로 171  1층 (갈산동),이천시,37.28550715763,127.455971672255
이천송정점,경기도 이천시 증신로291번길 138,이천시,37.2954918824672,127.433343271159
이천터미널점,경기도 이천시 이섭대천로 1200,이천시,37.2773643351031,127.446927314044
이천창전동점,경기 이천시 영창로 243 1동 1층(창전동),이천시,37.2807957971673,127.449671318797
이천장호원점,경기 이천시 장호원읍 장감로 23,이천시,37.1161195195902,127.625296200322
이천롯데마트점,경기 이천시 구만리로 191 1층,이천시,37.2742845095068,127.454478138184
이천마장점,경기 이천시 마장면 중앙로9번길 10 101호,이천시,37.2529793712303,127.354363104497
이천가좌로점,경기 이천시 부발읍 가좌로 45 (아이펙스) 1층,이천시,37.2566967614034,127.469876613159
이천이마트에브리데이점,경기 이천시 중리천로 18 (중리동) 1층,이천시,37.2799813826128,127.439831209544
이천돌솥밥점,경기 이천시 신둔면 경충대로 3194 이천돌솥,이천시,37.3113577939637,127.400970095351
이천신하교회점,경기 이천시 부발읍 경충대로 2264 안아주심드림센터동 1층,이천시,37.2615661523137,127.475850271412
이천아트홀점,경기 이천시 부악로 40 이천아트홀 1층,이천시,37.2721230777852,127.435036587502
여주중앙점,경기도 여주시 여흥로 115-0 (홍문동  ),여주시,37.2958366292089,127.636170923573
여주가남점,경기 여주시 가남읍 태평1길 4 1층,여주시,37.203158963351,127.546837236494
여주이마트점,경기 여주시 세종로 151 (홍문동),여주시,37.2842577686956,127.6356660224
여주터미널점,"경기 여주시 세종로 85 (홍문동, 여주종합터미널) 1층",여주시,37.2903475875849,127.635602676236
여주남한강점,"경기 여주시 강변북로 31 (오학동) 1,2층",여주시,37.3010363624898,127.646079144364
여주교동점,경기 여주시 교동 30-32,여주시,37.2756768271124,127.638284106573
여주하동점,경기 여주시 청심로 65 1층,여주시,37.3005711910291,127.627945095881
경기광주초월점,경기 광주시 초월읍 경충대로1127번길 21-1 (초월역 모아미래도 파크힐스) 상가동 지하2층 12호,광주시,37.3769291899032,127.292516795465
중대물빛공원점,경기 광주시 순암로 270 (중대동) 3층(중대동),광주시,37.4011268398425,127.222209661926
경기광주태전센트힐점,경기 광주시 태전동 87-94 태전퍼스트 센트힐 제1동 1층 제 106호,광주시,37.3821083474869,127.228505515164
경기광주산이리점,경기 광주시 초월읍 경충대로 859 1층,광주시,37.3602124482514,127.316177847642
경기광주초월롯데점,경기 광주시 초월읍 경충대로 1037 1층,광주시,37.3712238713754,127.30164629934
경기광주역동점,경기 광주시 경충대로 1754 (역동) 1층 3호,광주시,37.4015949893239,127.24397585435
경기광주양벌초교점,"경기 광주시 오포읍 마루들길 232-4 1층 102,104호",광주시,37.3656246,127.2157483
경기광주태전점,경기 광주시 태전동1길 36 (태전동) 1층,광주시,37.3853520341181,127.23375718958
경기광주문형점,경기 광주시 오포읍 봉골길 59 1층,광주시,37.3505026556862,127.207223164514
경기광주양벌점,경기 광주시 오포읍 양벌로 331-6 1층 102호,광주시,37.3695493503132,127.246496472651
곤지암점,경기 광주시 곤지암읍 곤지암리 433-2,광주시,37.3495156061076,127.340857208568
경기광주능평점,경기 광주시 오포읍 능평로 210 1층,광주시,37.3444131952443,127.177971948992
경기광주세무서점,경기 광주시 포돌이로 1 (경안동) 이디야커피,광주시,37.4147121853851,127.250866428714
경기광주회덕점,경기 광주시 이배재로 150 (목현동) 1층 3호,광주시,37.4290399971022,127.239420972077
경기광주시청점,경기 광주시 행정타운로 49-6 (송정동) 지하1층 103호,광주시,37.4274672795569,127.251905580751
광주경안점,경기 광주시 경안로 17 1층 (경안동),광주시,37.4097234048178,127.258862937987
광주중대점,경기 광주시 고불로 50 1층(중대동),광주시,37.3933976574878,127.232499862491
광주목현점,"경기 광주시 이배재로 304 지1층(목현동, 로얄펠리스 101동)",광주시,37.4353722590124,127.225952826888
광주퇴촌점,경기도 광주시 광동로 32,광주시,37.4702820653441,127.306312007773
양평용문점,경기도 양평군 용문로 535,양평군,37.497706155646,127.603961995031
양평파크점,경기 양평군 양평읍 중앙로 208 1층,양평군,37.4904407320287,127.511720751544
양평롯데마트점,경기 양평군 양평읍 남북로 76 롯데마트 1층,양평군,37.4894582907788,127.502652527001
양평용문중앙점,경기 양평군 용문면 다문중앙1길 9-1 1층,양평군,37.4844632918994,127.592099030074
양평공흥점,경기 양평군 양평읍 중앙로 90 1층,양평군,37.4942118980665,127.498605710167
양평국수DI점,경기 양평군 양서면 경강로 990 1층,양평군,37.5094994308978,127.397205994809
양평군청사거리점,경기 양평군 양평읍 양근로147번길 20 1층,양평군,37.4919049381116,127.489045941569
남양주팔당한강점,경기 남양주시 와부읍 팔당로 151 3층,남양주시,37.5446353359508,127.247785480212
마석역점,경기 남양주시 화도읍 마석중앙로 101,남양주시,37.6521596799589,127.311022011685
다산중앙점,경기 남양주시 다산순환로 397-54 (다산동),남양주시,37.6214726555634,127.158383874585
다산부영점,경기 남양주시 다산중앙로82번안길 122 101호(다산동),남양주시,37.6117847832203,127.165286369474
남양주화도점,경기 남양주시 화도읍 경춘로 1896-8 1층 일부,남양주시,37.6520449710555,127.298400587022
남양주다산역점,경기 남양주시 다산중앙로123번길 22-16 (다산동) 1층 104호,남양주시,37.6243741810228,127.151320937708
남양주진접역점,"경기 남양주시 진접읍 경복대로 233 주건축물제1동 103호, 104호",남양주시,37.719544659655,127.20249405235
남양주다산한강초교점,경기 남양주시 다산지금로146번길 8-31 (다산동) 1층 일부,남양주시,37.600533858149,127.173084424842
삼육대점,경기 남양주시 불암로 25-39 (별내동) 1층,남양주시,37.64388077797,127.110083097611
남양주내각리점,"경기 남양주시 진접읍 내각1로 67 111,112호",남양주시,37.7032429508688,127.163454776911
남양주오남역점,경기 남양주시 오남읍 양지리 722-2 이디야커피,남양주시,37.7057200487151,127.191606198996
남양주평내점,경기 남양주시 경춘로1256번길 34 2층 202호 203호(평내동),남양주시,37.6445758062914,127.236811079488
남양주다산행정복지센터점,경기 남양주시 다산중앙로20번길 10-40 (다산동) 1층 102호,남양주시,37.6142614472872,127.156747115335
남양주진벌점,경기 남양주시 진접읍 진벌로 73 가동 1층 103호,남양주시,37.7447921381236,127.213532782401
남양주천마산점,경기 남양주시 화도읍 경춘로 1815 1층 3호,남양주시,37.6564808917074,127.291721330171
남양주마석초등학교점,경기 남양주시 화도읍 수레로1260번길 11-1 1층 101호,남양주시,37.6498927830008,127.303212896786
도농코레일점,"경기 남양주시 경춘로 433 (다산동, 도농역) 3층",남양주시,37.6088256177708,127.161152955692
남양주진접DI점,경기 남양주시 진접읍 금강로 1475 2층,남양주시,37.7227804341153,127.189861841915
덕소코레일점,경기 남양주시 와부읍 덕소로 56 (덕소역),남양주시,37.5868975781597,127.208819520604
남양주화도DI점,경기 남양주시 화도읍 수레로 1089 1층,남양주시,37.6347100571336,127.303221774022
