매장명,주소,구,위도,경도
부산하단가락타운점,부산 사하구 동매로 23 1층(하단동),사하구,35.1037845190945,128.961082612203
부산효림초교점,부산 사하구 장평로 107,사하구,35.0756629975052,128.972696829103
부산하단가락1단지점,"부산 사하구 하신번영로 320 1층 102호(하단동, 옥돌골든아르빌)",사하구,35.1093548025561,128.959113112534
부산신평탑마트점,부산 사하구 하신중앙로 210 (신평동) 1층,사하구,35.0971241116909,128.962307288339
부산신평점,부산 사하구 하신번영로157번길 33 (신평동) (신평동),사하구,35.0966132827136,128.958113637674
부산범어사역점,부산 금정구 청룡동  8-1,금정구,35.2734867795196,129.093086054939
부산구서역점,부산 금정구 금정로233번길 59 1층,금정구,35.2472762762989,129.090926649608
부산대북문점,부산광역시 금정구 금강로321번길 45,금정구,35.2368505089236,129.083993969126
부산장전서희점,"부산 금정구 수림로20번길 27 1층(부곡동, 한신빌딩)",금정구,35.2409230736314,129.090178040117
부산두실역점,부산 금정구 중앙대로 1911 (구서동) 2층,금정구,35.254932339688,129.091096743521
부산스포원파크점,부산 금정구 체육공원로399번길 324,금정구,35.2891217351743,129.107042158715
부산공군비행단점,부산 강서구 대저2동 1557,강서구,35.1834310092114,128.951977395251
김해국제공항국내선점,부산 강서구 공항진입로 108 (대저2동) 김해국제공항 국내선터미널 2층 일반대합실,강서구,35.173068,128.9478529
부산법원점,부산 연제구 법원로32번길 9 (거제동) 고려빌딩 1층,연제구,35.1915659158787,129.074812873138
부산거제홈타운점,부산광역시 연제구 법원북로 45,연제구,35.1942478433811,129.071913872371
부산종합운동장역점,부산광역시 연제구 아시아드대로82번길 5 (거제동) 1층,연제구,35.1920644193697,129.067835557931
부산연제초교점,부산 연제구 중앙대로1075번길 8 1층(연산동),연제구,35.1843932306108,129.079609775905
부산연산점,"부산 연제구 거제천로230번길 70 (연산동, 웰메이드 오피스텔) 1층 107호",연제구,35.1887652958492,129.082653977275
부산남천동점,부산 수영구 남천동  293 1층,수영구,35.1388430537434,129.107778349548
부산수영역점,부산 수영구 광안동  50-6,수영구,35.167573982838,129.116607556844
부산KBS삼거리점,부산 수영구 광남로 16 (남천동)1층,수영구,35.1441925811142,129.110159027551
부산광안역점,부산 수영구 광안동  142-6번지,수영구,35.1583789910116,129.113651898099
부산망미중앙점,부산 수영구 과정로 65 (망미동) 1층,수영구,35.1772133447871,129.106954294718
사상이마트점,부산 사상구 괘법동  531-2번지 이마트 사상점내,사상구,35.1641664065048,128.978873373848
부산학장동점,부산 사상구 학장동  574-13 청파아파트 상가9호10호,사상구,35.1396950337905,128.981925341343
부산모라동점,부산 사상구 모라동  1357,사상구,35.1878928980657,128.991743717855
부산신라대점,부산광역시 사상구 백양대로700번길 140,사상구,35.1720524953802,128.99779692981
서부산홈플러스점,부산 사상구 광장로 7 지하1층 (괘법동),사상구,35.1643360787413,128.977716097275
부산사상롯데마트점,부산 사상구 낙동대로 733 1층,사상구,35.1275983422866,128.968358334702
부산큰솔2병원점,부산 사상구 학장로 189 (학장동) 이디야커피,사상구,35.1436526094493,128.987213806495
부산사상중앙점,부산 사상구 광장로 79 (괘법동),사상구,35.162596563361,128.985177561124
부산동서대IC빌딩점,"부산 사상구 주례로 47 (주례동, 동서대학교) IC빌딩 2층",사상구,35.1460786494674,129.007038894696
부산동서대민석도서관점,"부산 사상구 주례로 47 (주례동, 동서대학교) 민석도서관 1층",사상구,35.1460786494674,129.007038894696
부산주례퀀텀점,부산 사상구 백양대로 337,사상구,35.1530934812092,129.014881104682
부산기장시장점,부산광역시 기장군 차성로288번길 50 (기장읍  ),기장군,35.242893152384,129.216340815524
부산용궁사점,부산광역시 기장군 기장읍 용궁길 68 (토담마루) 2층,기장군,35.1893064000836,129.221639827196
부산정관달산점,부산 기장군 정관읍 달산2길 30 1층,기장군,35.3177419880504,129.18382643401
부산정관가동점,부산 기장군 정관읍 가동길 32 1층,기장군,35.3281381720284,129.180722522814
동부산롯데몰점,부산 기장군 기장읍 기장해안로 147,기장군,35.1923229796397,129.212495349946
부산정관가화점,부산 기장군 정관읍 정관로 702 1층,기장군,35.320958223103,129.18970982572
부산기장도서관점,부산 기장군 기장읍 차성동로126번길 2 1~2층,기장군,35.2489474409008,129.217942151478
부산일광해송점,부산 기장군 일광읍 해송1로 16,기장군,35.2671041658477,129.229506997676
부산일광센트럴점,"부산 기장군 일광읍 해빛1로 99 1,2층",기장군,35.2620057979797,129.223866026374
국립부산과학관점,부산 기장군 기장읍 동부산관광6로 59 (국립부산과학관) 1층 고메이플레이스,기장군,35.2044215776897,129.212599859203
대구MS재건병원점,"대구 중구 동덕로 194 2층(동인동1가, 동화빌딩)",중구,35.8719225801995,128.60488968963
대구대신중앙점,"대구 중구 달구벌대로 1943 (대신동, 대신e편한세상) 상가101동 1층 105호",중구,35.8636199724894,128.57686695382
대구남산점,"대구 중구 남산로7길 7 (남산동, 남산역 화성파크드림) 302동 지하1층 101,102호",중구,35.8586719149428,128.582331770024
대구봉산육거리점,대구 중구 달구벌대로 2155 (삼덕동1가) 1층,중구,35.8642912909398,128.599232462436
대구동성로228파크점,대구 중구 동성로2길 75 (동성로2가) 1층 이디야커피,중구,35.8693669577707,128.596944829906
대구동성로점,대구 중구 중앙대로 412-8 1층,중구,35.8697381342213,128.59430654659
대구만경관점,대구 중구 종로1가  31-2,중구,35.8707320469974,128.590953072893
대구경북대병원점,대구광역시 중구 동덕로 131 (삼덕동2가  ),중구,35.8663576521917,128.603291846053
대구각산역점,대구 동구 신서동  528-2,동구,35.8673050109973,128.724501117221
대구이노밸리점,대구광역시 동구 경안로 855,동구,35.878610336446,128.713793579773
대구월배점,대구 달서구 진천로16길 39 1층 110호,서구,35.8162090119879,128.525404904368
대구성서점,대구 달서구 이곡동로 55 (이곡동),서구,35.8543304920054,128.512311398249
대구송현점,대구 달서구 월배로 379 (송현동),서구,35.828756099599,128.549417469206
대구성서운동장점,"대구 달서구 선원로23길 5 1,2층 (이곡동)",서구,35.8594423159593,128.505228656475
대구신월성점,"대구 달서구 월성동 1818 1층 105호(월성동, 도원빌딩)",서구,35.8258608085245,128.527843415767
대구상인점,"대구 달서구 상인서로 85 (상인동, 상인동방현대아파트) 106동 1.2층 101호",서구,35.8179116760708,128.540283447758
대구대현점,"대구 북구 대현로 61-1 1,2층",북구,35.8840896501817,128.606415717148
대구보건대입구점,대구 북구 영송로 4 1층 109호 110호,북구,35.9256703549879,128.544102428652
대구시민운동장점,대구 북구 침산로 38-1 2층(칠성동2가),북구,35.8798527233805,128.589358297485
대구텍스빌점,"대구 북구 유통단지로 60 1층 1025호 (산격동, 섬유제품관)",북구,35.9062792349039,128.609661106553
경북대점,대구 북구 산격동  1393-3,북구,35.892929705394,128.608739807376
대구칠곡네거리점,대구 북구 태전동  940-8,북구,35.9318522549666,128.548014726741
대구수성구청역점,대구 수성구 달구벌대로501길 6 (범어동) 1층 이디야커피,수성구,35.859411988156,128.637964289481
대구황금DI점,대구 수성구 청수로 97 (황금동) 1층 동편,수성구,35.8405136116396,128.618745050035
대구범어도서관점,"대구 수성구 달구벌대로 2451 (범어동, 범어도서관) 1층",수성구,35.8593746225039,128.630676542814
대구은행메트로점,"대구 수성구 달구벌대로 지하 2300 (수성동4가, 대구은행역) 지하1층 상가",수성구,35.8597395513227,128.614226857945
대구무열대점,대구 수성구 무열로 56 (만촌동) 1층,수성구,35.8675203,128.6494985
대구수성2가점,대구 수성구 수성로 342 (수성동2가),수성구,35.855936376562,128.613991776639
대구어린이세상점,"대구 수성구 동대구로 176 (황금동, 어린이회관) 지하1층",수성구,35.8466528784933,128.627784998268
대구지산점,대구 수성구 지범로31길 8 (지산동) 1층,수성구,35.8224109361874,128.639182068439
대구수성범어천로점,대구 수성구 범어동 774-31 1층,수성구,35.8525352880927,128.624027688645
대구만촌역점,대구 수성구 달구벌대로 2584 (만촌동),수성구,35.8585701559095,128.64537455905
대구신매역점,대구 수성구 달구벌대로 3179,수성구,35.8412775759576,128.704726912947
대구지산녹원점,"대구 수성구 무학로 189 (지산동, 녹원아파트) 3동 1층 호",수성구,35.8309408733451,128.630552912658
대구수성못점,대구 수성구 수성못길 10 (두산동) 4층,수성구,35.8261234072244,128.62208666669
대구범어N타워점,대구 수성구 상록로 5 (범어동) 1층 101호,수성구,35.8599700500495,128.623728486649
국립대구박물관점,"대구 수성구 청호로 321 (황금동, 국립대구박물관) 2층",수성구,35.8455745296153,128.638341947998
대구황금롯데캐슬점,대구 수성구 청수로45길 37 (황금동) 1층,수성구,35.8422099515986,128.632436068562
대구수성알파시티점,"대구 수성구 시지로 22 104호(전부), 201호(동편코너일부), 202호(전부)",수성구,35.8407688103349,128.692290337368
대구시지고교점,대구광역시 수성구 달구벌대로650길 95,수성구,35.8302237487603,128.708121717524
대구범어두레점,대구광역시 수성구 달구벌대로496길 72  상가동 1층,수성구,35.8524729712083,128.634542242854
대구메트로팔레스점,대구광역시 수성구 동원로 110  메트로팔레스상가 321동 104호,수성구,35.8695740033721,128.638606896595
대구수목원점,대구 달서구 한실로6길 120-17 (대곡동) 1층,달서구,35.7960160576696,128.528186369272
대구상인푸르지오점,대구 달서구 상화로 241 (상인동) 이디야(상인푸르지오점),달서구,35.8096763469141,128.540396301353
대구문화예술회관점,"대구 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관) 1층",달서구,35.8447383632457,128.558076367295
대구계명대명교생활관점,"대구 달서구 달구벌대로 1095 (신당동, 계명대학교) 2층",달서구,35.8559055953885,128.484579003028
대구진천역점,"대구 달서구 월배로 80 (진천동, 진천역대성스카이렉스아파트) 1층",달서구,35.8136525645482,128.523923133472
대구도원점,"대구 달서구 도원로 11 (도원동) 1,2층",달서구,35.8086626764979,128.536203534691
대구성서호림점,대구 달서구 성서공단로11길 44-18 (호림동),달서구,35.8388500299743,128.489902085759
대구월곡점,대구 달서구 상화북로 180 (상인동) 1층 이디야커피,달서구,35.8125013188453,128.545652059621
대구용산점,대구 달서구 평리로 50 (용산동) 1층,달서구,35.8585031317039,128.529866702593
대구죽전역점,"대구 달서구 와룡로 169 (감삼동, 월드마크웨스트엔드) 판매시설동 1층 102-106호",달서구,35.8487323095597,128.536389073619
대구이곡점,대구 달서구 이곡서로 11 (이곡동) 1층,달서구,35.853869188345,128.505804935729
대구월광수변공원점,"대구 달서구 수밭길 1 (도원동, J&K타운) 1~2층",달서구,35.7978711882583,128.54843879955
대구칠호광장점,대구 달서구 당산로38길 26 (두류동) 1층,달서구,35.8534646351303,128.549997570526
대구성서홈플러스점,대구 달서구 달구벌대로 1467 (용산동) 이디야커피,달서구,35.8494536056911,128.527405810027
대구진천점,대구광역시 달서구 상화로 165 -1,달서구,35.8101148941429,128.531917962145
대구옥포점,"대구 달성군 옥포면 돌미로 73 101,102호(청옥빌딩)",달성군,35.7809029016666,128.441942377794
대구서재아이위시점,대구 달성군 다사읍 서재로7길 12 1층,달성군,35.8687134320141,128.492205328674
대구대실역점,대구 달성군 다사읍 대실역남로 16 1층,달성군,35.856381525808,128.464164760133
대구구지점,대구 달성군 구지면 과학마을로4길 4 (응암리) 이디야커피,달성군,35.6553112548226,128.418900446721
대구서재미르점,대구 달성군 다사읍 서재로 121 이디야커피,달성군,35.8743960277804,128.497028669333
대구화원역점,"대구 달성군 화원읍 비슬로 2593 103호, 202호",달성군,35.8045599265256,128.500111639454
대구현풍케이스마트점,대구 달성군 유가읍 테크노순환로4길 8 이디야커피,달성군,35.6756624735754,128.455913594912
대구설화명곡점,대구 달성군 화원읍 비슬로 2503 1층,달성군,35.8004790224068,128.491521075706
대구구지산단점,대구 달성군 구지면 국가산단북로34길 67 1층,달성군,35.6625897124673,128.410390955782
대구세천점,대구 달성군 다사읍 세천로 157 1층,달성군,35.8748167018152,128.478249794798
대구금포점,대구 달성군 논공읍 금포로 73,달성군,35.7693127100605,128.42648915377
국립대구과학관점,대구 달성군 유가읍 테크노대로6길 20 (국립대구과학관) 2층,달성군,35.6866551363345,128.465761685912
대구송해공원골프클럽점,대구 달성군 옥포읍 옥포로 607 3층,달성군,35.7461949922117,128.487712289244
대구가창점,대구 달성군 가창면 가창로176길 29 2층,달성군,35.789734363239,128.634552494962
경북군위점,대구 군위군 군위읍 도군로 2645 이디야커피,군위군,36.245966882327,128.563344555242
울산우정중앙점,울산 중구 우정3길 20 1층,중구,35.5595604775869,129.31082176737
울산교회점,울산 중구 장춘로 165-5 1층(복산동),중구,35.5592656664321,129.326420071158
울산홈플러스점,울산 중구 번영로 475 (복산동),중구,35.5643863982418,129.334860143614
울산태화먹거리단지점,울산 중구 태화강국가정원길 75 1층(태화동),중구,35.552990880354,129.283872129569
울산유곡점,"울산 중구 유곡로 51 (태화동, 범진그린파크) 범진그린파크 상가 101호",중구,35.5565469497576,129.30345237641
울산남외동점,울산 중구 남외1길 40,중구,35.5657012314729,129.350620928378
울산우정혁신점,울산광역시 중구 종가5길 78-2 (유곡동) 1층,중구,35.5594446158629,129.295144093407
울산반구동점,울산광역시 중구 반구정15길 8 (반구동) 1층,중구,35.5588609456078,129.34380896028
울산삼산본동점,울산 남구 삼산로331번길 13 1층(삼산동),남구,35.5412456034049,129.343238191589
울산문수로점,울산광역시 남구 문수로 390  1층,남구,35.5338507084536,129.296045114803
울산신복점,울산광역시 남구 북부순환도로13번길 4,남구,35.5515779400343,129.264819565747
울산번영로점,울산 남구 번영로 173 1층(달동),남구,35.5404897597899,129.326191541141
울산무거동점,울산 남구 신복로22번길 23 1층(무거동),남구,35.5505108301405,129.259614318519
울산달동사거리점,울산 남구 중앙로 149 1층 이디야커피,남구,35.5344807331655,129.314012334307
울산삼산현대점,울산 남구 삼산중로84번길 10 2층 이디야커피,남구,35.5404580773174,129.336415255837
울산파크폴리스점,울산 남구 신정동  1873 코오롱파크폴리스상가1층,남구,35.5310191286979,129.307284917602
울산대점,울산 남구 무거동  620-1,남구,35.5423103299119,129.259879498338
울산삼산점,울산 남구 돋질로 297 gs평창주유소 내,남구,35.544524771817,129.33748659241
울산신정시장점,울산 남구 신정동  516-19,남구,35.542626174624,129.311391245945
울산옥동점,울산 남구 옥동  590-14,남구,35.5354492962756,129.289455276071
울산대왕암공원점,울산 동구 일산동  905-3,동구,35.4980454,129.4262599
울산남목점,울산광역시 동구 옥류로 37 (서부동),동구,35.5423359629354,129.425799104405
울산일산해수욕장점,울산광역시 동구 해수욕장7길 10,동구,35.491985898494,129.431652932041
울산봉수로점,울산 동구 월봉4길 1,동구,35.4896365576635,129.416949047172
울산전하동점,울산 동구 전하동  661-1,동구,35.508842337409,129.425421088133
울산모다아울렛점,울산광역시 북구 진장유통로 78-6 4층,북구,35.5770467474648,129.357136235252
울산명촌점,울산광역시 북구 명촌로 79,북구,35.5536863950399,129.356301772144
울산산하동점,울산 북구 화암1길 56 (산하동),북구,35.6361667150942,129.43741141599
울산달천점,"울산 북구 가재길 14 1층, 2층(천곡동)",북구,35.6291211054926,129.333626478177
울산호계점,울산 북구 동대11길 2 1층(호계동),북구,35.6284430122302,129.357215259387
울산네오골프점,울산 북구 천곡동  600-5 네오골프연습장 지하1층,북구,35.6428772739777,129.330813548825
울산양정동점,울산 북구 염포로 571 1층(양정동),북구,35.5406432153836,129.386185345549
언양읍성점,울산 울주군 언양읍 동부리 369-15,울주군,35.570395875578,129.121636210918
울산구영리점,울산 울주군 범서읍 구영리 855-4,울주군,35.5731456345355,129.241233960859
울산진하해수욕장점,울산광역시 울주군 진하길 38 (서생면),울주군,35.3843165120766,129.343811785797
울산천상점,울산광역시 울주군 천상길 17,울주군,35.5617291713679,129.229889622899
울산문수산점,울산 울주군 청량면 율리영해1길 40-6,울주군,35.5285962262602,129.240120394733
울산온양점,울산 울주군 온양읍 보곡1길 30-10 1층,울주군,35.4106376079691,129.289053322568
울산청량점,울산 울주군 청량읍 상남길 66-4 1층,울주군,35.4863264670741,129.304011820812
울산굴화월드점,울산 울주군 범서읍 굴화1길 64-10 1층,울주군,35.5560120763366,129.26104003626
울산구영범서점,울산 울주군 범서읍 대리2길 31 1층,울주군,35.5696071817795,129.246263088689
울산무거초교점,울산 울주군 범서읍 장검1길 42-2 1층,울주군,35.5526029087738,129.253745152087
울산역점,울산 울주군 삼남읍 울산역로 177 (울산역) 1층,울주군,35.5514991806291,129.138631643059
울산원예농협하나로마트점,울산 울주군 범서읍 장검길 10 (울산원예농협하나로마트) 1층,울주군,35.5575889827958,129.253953044844
울산범서두산점,"울산 울주군 범서읍 관문로 260 1,2층",울주군,35.6187807162258,129.284637900233
울산덕신점,울산 울주군 온산읍 덕망로 62 1층,울주군,35.4385674645468,129.307025030007
울산웅촌창업센터점,울산 울주군 웅촌면 곡천리 67-11,울주군,35.4658899817499,129.209978098207
전주우아한시티점,전북 전주시 덕진구 우아로 32 1층,전주시,35.8507429169403,127.156023608637
전주근영여고점,전북 전주시 완산구 중화산동2가  652번지,전주시,35.8178119889786,127.123340171345
전주혁신점,전라북도 전주시 완산구 오정1길 4 (중동  ),전주시,35.8122,127.1197
전주진북점,전라북도 전주시 덕진구 태진로 110 (진북동),전주시,35.8308037986382,127.13613939596
전주시외버스터미널점,전라북도 전주시 덕진구 가리내로 33,전주시,35.8339833894134,127.132472538262
전주팔복동점,"전라북도 전주시 덕진구 팔복동2가 242-2, 242-3",전주시,35.8543543919583,127.095867119228
전주중화산동점,전북 전주시 완산구 서원로 283 1층 104-105호,전주시,35.8127590657013,127.117218924879
전주만성점,전북 전주시 덕진구 만성로 128 (만성동) 1층 107호,전주시,35.84256799864,127.076571108459
전주에코점,"전북 전주시 덕진구 세병서로 22 103,104,105호",전주시,35.8718553563267,127.124935123101
전주효천우미린점,"전북 전주시 완산구 효천천변길 20 (효자동2가) 제1동 1층 104호, 2층 202호",전주시,35.8021866685591,127.102478819956
전주서부시장점,전라북도 전주시 완산구 용머리로 167 (효자동1가  ),전주시,35.806630114561,127.128432560423
전주휴먼시아점,전북 전주시 완산구 봉곡로 29 (효자동3가) 1층,전주시,35.8119761494822,127.097198140925
전주기지제호수점,전북 전주시 덕진구 중동로 104-6 (장동) 1층 101호,전주시,35.8427679441158,127.064516156659
전주만성골드점,전북 전주시 덕진구 만성북로 51-5 (만성동) 1층 101호,전주시,35.8488160272239,127.080469604377
전주북일점,전북 전주시 덕진구 안골4길 4 (인후동1가) 1층 106호,전주시,35.8412412415963,127.155192107935
전주서신바구멀점,전북 전주시 완산구 전룡로 102 (서신동) 1층,전주시,35.8284335857785,127.123709863421
전주효자우전점,전북 전주시 완산구 우전2길 34 (효자동2가) 1층,전주시,35.8074169300162,127.107474671154
전북대병원점,"전북 전주시 덕진구 건지로 20 (금암동, 전북대학교병원) 호흡기센터 1층",전주시,35.8479659003147,127.141059767822
전주시청점,"전북 전주시 완산구 노송광장로 7 (서노송동, 전주빌딩) 1층",전주시,35.8233656767451,127.148351307137
전주안골네거리점,전북 전주시 덕진구 인후동1가  772-6,전주시,35.8362648768266,127.15405900447
전주고사점,전북 전주시 완산구 고사동 55-6,전주시,35.8196207995995,127.145444772275
전주평화점,전북 전주시 완산구 평화동2가 890-2,전주시,35.7871450050772,127.131408326015
전주삼천점,전북 전주시 완산구 효자동1가  669-4 이디야 커피,전주시,35.7988501923734,127.114655127852
전주효자점,전북 전주시 완산구 효자천변2길 11 1층,전주시,35.8050646402132,127.114024240522
전주서신점,전라북도 전주시 완산구 여울로 17-8 (서신동 호암빌딩 ),전주시,35.8351476360341,127.120929835606
전주인후점,전북 전주시 덕진구 인후동1가  846-4,전주시,35.834623886068,127.164582698912
전주서신주민센터점,전북 전주시 완산구 서신동  815-2,전주시,35.8296702743385,127.115580392136
전주평화사거리점,전북 전주시 완산구 평화동1가 731-12 한별빌딩1층,전주시,35.794385645511,127.132746946502
전주한옥마을점,전라북도 전주시 완산구 팔달로 130-1,전주시,35.8143629037451,127.148639954257
전주고속터미널점,전북 전주시 덕진구 금암동 767-2 고속터미널 106호,전주시,35.8348474471911,127.129056317891
전북대구정문점,전북 전주시 덕진구 권삼득로 313 (금암동)2.3층,전주시,35.8476963688428,127.12412090239
전주아중리점,전북 전주시 덕진구 석소로 10 1층 101호,전주시,35.8284036069382,127.170005300476
전주본병원점,"전북 전주시 완산구 화산천변6길 3 101호(중화산동2가, MK빌딩)",전주시,35.821292275023,127.115842130038
전주중산점,전북 전주시 완산구 중화산동2가  613-9,전주시,35.8166122810435,127.118907520571
전북도청점,전북 전주시 완산구 효자동3가  1528-15번지,전주시,35.8176238122799,127.109366685823
전주신시가지점,전북 전주시 완산구 효자동2가  1227-2,전주시,35.8177503088698,127.102773463797
전주서곡지구점,전북 전주시 완산구 효자동3가  1450-5,전주시,35.8348502502182,127.099252343855
전주KBS점,전라북도 전주시 완산구 마전2길 17-8 (효자동3가  ) (효자동3가 1643-5),전주시,35.8229284278001,127.103383359486
익산모현점,전북 익산시 모현동1가  선화로1길 4 109 (배산시티프라자),익산시,35.9491851,126.942631
익산영등동점,"전북 익산시 무왕로 1072-1 (영등동, 2층)",익산시,35.9582451546551,126.975899332509
익산동산동점,전북 익산시 동산동  1056-4,익산시,35.9349680880553,126.965329330478
익산어양동점,전북 익산시 어양동  637-4 베스트빌딩1층,익산시,35.9590384957605,126.982549219518
익산제일점,전북 익산시 영등동  767-1,익산시,35.955921985355,126.97196937742
익산역점,전라북도 익산시 익산대로 158 (중앙동1가),익산시,35.9402698406542,126.947487152775
동익산점,전라북도 익산시 평동로 748 (동산동) 1층,익산시,35.9280829338697,126.960896103512
익산시청점,전북 익산시 인북로32길 10 1층 (남중동),익산시,35.9473560723179,126.957606757304
익산송학점,전북 익산시 평동로 509-21 (송학동) 1층,익산시,35.9368259233966,126.937173763485
익산함열점,전북 익산시 함열읍 와리 673-4,익산시,36.0776238324931,126.961955030925
익산서해고속점,전북 익산시 무왕로 799 (신용동),익산시,35.9652956371973,126.948022120299
익산역서부점,전북특별자치도 익산시 고현로 42 (송학동) 이디야커피(익산역서부점),익산시,35.9408050814116,126.941803720791
군산이마트점,전북 군산시 경암동 590-296,군산시,35.9827607787529,126.73471062411
군산신시가지점,전북 군산시 동수송안길 31,군산시,35.9667292902752,126.716743793225
군산수송동점,전라북도 군산시 수송로 174,군산시,35.9636678049068,126.714542774721
군산산북동점,전라북도 군산시 동아로 155,군산시,35.9690565559872,126.684111052882
군산나운로데오점,전라북도 군산시 수송로 34,군산시,35.9672426316424,126.699872806511
군산미장점,전북 군산시 미장안길 7 (미장동),군산시,35.9647104708504,126.726512192603
군산조촌점,전북 군산시 경촌2길 36-2 (조촌동),군산시,35.9765754904141,126.736866024339
군산시민문화회관점,"전북 군산시 대학로 316 (나운동, 시민프라자) 1층 106호",군산시,35.9656343091883,126.694452920512
군산산북서해랑점,전북특별자치도 군산시 부원로 129 (산북동),군산시,35.961876263226,126.678856941641
정읍수성점,전북 정읍시 수성동  933-4,정읍시,35.5808441175213,126.854517218552
정읍상동점,전북 정읍시 상동  312-27,정읍시,35.5599712282564,126.866502291924
김제터미널점,전북 김제시 요촌동  47-24 (동서로241),김제시,35.8035370466466,126.893698756577
김제중앙점,전북 김제시 동서로 171 (요촌동)이디야커피,김제시,35.7996188200415,126.887187087024
김제금산사점,전북 김제시 금산면 모악로 464 1층,김제시,35.7184023260051,127.041162585033
새만금수국섬DI점,전북 김제시 진봉면 심포리 2417,김제시,35.8533250987619,126.708435057031
완주봉동점,전북 완주군 봉동읍 둔산리 900-18,완주군,35.9607775783783,127.126651265451
전북모악점,전라북도 완주군 모악산길 107 (구이면  ),완주군,35.7294370753776,127.108051471359
전북진안점,전북 진안군 진안읍 우화산길 9,진안군,35.790958808393,127.426348052069
진안마이산점,전북 진안군 부귀면 전진로 2687 이디야커피,진안군,35.7796359788074,127.36067458249
무주점,전북 무주군 무주읍 향학로 37 1층,무주군,36.007426605896,127.662562037826
장수점,전북 장수군 장수읍 싸리재로 6,장수군,35.6490113407488,127.519395222056
전북임실점,전라북도 임실군 운수로 19,임실군,35.6153827718455,127.283415884498
순창점,전북 순창군 순창읍 남계리 542-2,순창군,35.3738937335822,127.142483067644
부안격포점,전북 부안군 변산면 격포로 144,부안군,35.628928531121,126.473763942154
부안내소사점,전북 부안군 진서면 내소사로 183 (석포리) 이디야커피,부안군,35.6116850473904,126.588839361044
부안석정로점,전북 부안군 부안읍 석정로 279 103호,부안군,35.7207901868522,126.737733773276
부안관광호텔점,전북 부안군 행안면 변산로 70-1,부안군,35.729171800125,126.713640655215
부안격포채석강점,전북특별자치도 부안군 변산면 변산해변로 27 이디야커피(채석강점),부안군,35.6296706838033,126.471405918697
전북부안점,전북특별자치도 부안군 부안읍 석정로 234 1층 102호,부안군,35.7249257314456,126.737057391729
목포평화광장점,전남 목포시 상동  1159-13,목포시,34.7968112831089,126.434521874487
목포대성점,전라남도 목포시 양을로 59,목포시,34.8030484480039,126.382329351052
목포북항점,"전남 목포시 청호로219번길 34-15 1층 C104호 C204호(산정동, 목포북항씨푸드타운2차)",목포시,34.8079773994318,126.3655867565
목포부영점,전남 목포시 옥암로 42 2동(옥암동),목포시,34.8036504372874,126.429553703604
목포법원점,전남 목포시 후광대로105번길 13 (옥암동) 1층,목포시,34.8122235196313,126.44341059253
목포기독병원점,전남 목포시 백년대로297번길 7 (상동) 이디야커피,목포시,34.8044313749282,126.419633503766
여수여문점,전남 여수시 여서로 164 (여서동) 1층,여수시,34.7479191067191,127.699903077531
여수일출정점,전남 여수시 자산4길 45,여수시,34.7403880227643,127.754041564247
여수거북공원점,전남 여수시 흥국로 32 1층,여수시,34.7628759270893,127.6659860749
여수원예농협하나로마트점,전남 여수시 무선로 219 (화장동) 1층,여수시,34.7786631292131,127.648917170048
여수하나로마트죽림호수점,전남 여수시 소라면 화양로 2013 2층,여수시,34.7574406262649,127.627120160883
여수연등메트하임점,전남 여수시 좌수영로 101 (연등동),여수시,34.7491555451332,127.727602975597
여수향일암점,전남 여수시 돌산읍 향일암로 70-5,여수시,34.5946943307106,127.804291038067
여수문수하나로마트점,전남 여수시 여문2로 40 (문수동) 1층,여수시,34.7511989680291,127.693151267249
여수국동점,전남 여수시 국동남6길 49-10 (국동) 상가동 101호 이디야커피,여수시,34.7269016150762,127.719068089004
여수주동사거리점,전남 여수시 주동로 126 (주삼동) 1층 120호,여수시,34.7897164071217,127.654135665838
여수돌산우두리점,전남 여수시 돌산읍 강남해안로 76,여수시,34.7188788820122,127.745772625338
여수진남관점,"전남 여수시 진남상가길 2 (중앙동) 1층,2층",여수시,34.7410816253013,127.736351712792
여수웅천웅동점,전남 여수시 웅천5길 11 (웅천동) 2층,여수시,34.7491053219652,127.684364362215
여수웅천디아일랜드점,전남 여수시 웅천남4로 17 (웅천동) A동 152호,여수시,34.742773610032,127.672310638202
여수시청점,전라남도 여수시 시청동1길 17,여수시,34.7592275290002,127.663755959847
여수화장점,전남 여수시 화산로 42-1 (화장동) 1층,여수시,34.7723405419076,127.643348695059
여수봉계점,전남 여수시 봉계대곡길 32 (봉계동) 2층,여수시,34.7842415974421,127.689576356021
여수선소점,전남 여수시 소호로 614 (학동) 1층 101호,여수시,34.7565815240283,127.657182456952
여수학동점,"전남 여수시 시청로 42 (학동, 진남빌딩) 1층",여수시,34.7654530046876,127.663165158924
여수한재DT점,전남 여수시 한재로 118 이디야커피,여수시,34.7439468893148,127.720908814523
여수신기점,전남 여수시 새터로 61 (신기동) 1층 2호,여수시,34.7616615233874,127.673873822269
여수죽림점,전라남도 여수시 소라면 죽림2길 34-11 (죽림리) 1층,여수시,34.7614674439782,127.639152236502
여수대교동점,전남 여수시 대교로 30 1층(봉산동),여수시,34.7353090099985,127.724398613477
여수쌍봉점,전남 여수시 흥국로 32 1층 (학동),여수시,34.7628759270893,127.6659860749
여수소호점,전남 여수시 소호로 481,여수시,34.74545723157,127.653217285095
