브랜드명,지역,매장명,주소,위도,경도
이디야,제주,제주중문점(X),제주특별자치도 서귀포시 중문관광로 42 1층(색달동),33.2549005523668,126.40977029065
이디야,제주,제주중문점,제주특별자치도 서귀포시 중문관광로 42 (색달동) 1층(색달동),33.2549005523668,126.40977029065
스타벅스,제주,제주신화월드R,제주특별자치도 서귀포시 안덕면 서광리 산24,33.3068460968274,126.317477950826
던킨도너츠,제주,제주신화월드,제주특별자치도 서귀포시 안덕면 서광리 산 24,33.3068460968274,126.317477950826
하삼동커피,대구,대구동천점,대구광역시 북구 대천로 85 하삼동커피,34.220389,70.3800314
하삼동커피,대구,대구연경점,대구광역시 동구 동화천로 403 104호,34.220389,70.3800314
하삼동커피,대구,대구율하점,대구광역시 동구 안심로16길 47,34.220389,70.3800314
하삼동커피,경남,통영미수점,경상남도 통영시 미수해안로 48,34.220389,70.3800314
컴포즈커피,전남,고흥녹동점,전라남도 고흥군 도양읍 비봉로 167 102호,34.5264361124237,127.135342479737
컴포즈커피,전남,고흥녹동점,전라남도 고흥군 도양읍 비봉로 167 (봉암리),34.5264361124237,127.135342479737
투썸플레이스,전남,여수루지파크점,"전라남도 여수시 소라면 안심산길 155 (죽림리) N동,6층",34.7479095015878,127.641463543146
더벤티,전남,여수유월드점,전라남도 여수시 소라면 안심산길 155 (죽림리) 1층,34.7479095015878,127.641463543146
투썸플레이스,전남,여수이마트점,"전라남도 여수시 좌수영로 277 (오림동,이마트) 1층",34.7579263758966,127.714989373441
던킨도너츠,전남,여수이마트,"전라남도 여수시 좌수영로 277 (오림동, 이마트)",34.7579263758966,127.714989373441
이디야,전남,여수거북공원점,전라남도 여수시 흥국로 32 1층,34.7628759270893,127.6659860749
이디야,전남,여수쌍봉점,전라남도 여수시 흥국로 32 1층 (학동),34.7628759270893,127.6659860749
이디야,전남,무안남악롯데마트점,전라남도 무안군 삼향읍 남악로162번길 80 2층,34.8036160875165,126.464690943532
던킨도너츠,전남,무안남악롯데마트,"전라남도 무안군 삼향읍 남악로162번길 80 (남악리), 1층",34.8036160875165,126.464690943532
빽다방,전남,목포중흥S클래스점,전라남도 목포시 비파로 96 (상동) 110호,34.8069916227389,126.42455219043
메머드커피,전남,목포하당점,"전라남도 목포시 비파로 96, 1층 113호(상동)",34.8069916227389,126.42455219043
빽다방,전남,목포북항골든점,"전라남도 목포시 원산중앙로 10, 1층 105호(산정동, 한성골든빌)",34.8070468526176,126.374318981174
하삼동커피,전남,목포북항점,전라남도 목포시 원산중앙로 10 1층,34.8070468526176,126.374318981174
메가커피,전남,목포옥암코아루점,"전라남도 목포시 당가두로 18, 102호(옥암동)",34.8079787670196,126.437903215278
빽다방,전남,목포옥암점,"전라남도 목포시 당가두로 18, 옥암지구 1호공원 앞",34.8079787670196,126.437903215278
더벤티,전남,목포용해점,전라남도 목포시 용해지구로 61 (연산동) 107호,34.8181454383539,126.392662356752
던킨도너츠,전남,목포용해,전라남도 목포시 용해지구로 61 (연산동),34.8181454383539,126.392662356752
컴포즈커피,경남,홈플러스거제점,"경상남도 거제시 장평로 12 (장평동, 디큐브백화점)",34.8910558081136,128.616402009975
디저트39,경남,거제홈플러스점,"경상남도 거제시 장평로 12 (장평동, 디큐브백화점) 지하1층",34.8910558081136,128.616402009975
파스쿠찌,경남,거제디큐브백화점,"경상남도 거제시 장평로 12 (장평동, 디큐브백화점)",34.8910558081136,128.616402009975
던킨도너츠,경남,거제고현,"경상남도 거제시 장평로 12 (장평동, 디큐브백화점) 지하 1층",34.8910558081136,128.616402009975
메가커피,경남,거제옥포대첩로점,"경상남도 거제시 옥포대첩로 45 (옥포동, 건웅데파트)",34.8941251545205,128.692516019801
하삼동커피,경남,거제옥포점,경상남도 거제시 옥포대첩로 45 상가동 1층 4호,34.8941251545205,128.692516019801
컴포즈커피,전남,목포대점,전라남도 무안군 청계면 승달산길 24 (도림리),34.909302210488,126.432333901624
공차,전남,목포대점,"전라남도 무안군 청계면 승달산길 24, 상가동 1층 101호",34.909302210488,126.432333901624
메가커피,전남,순천오천골드점,"전라남도 순천시 오천6길 24 (오천동, G-Place 오)",34.9332491289383,127.494535210041
컴포즈커피,전남,순천오천점,전라남도 순천시 오천6길 24 110호,34.9332491289383,127.494535210041
메가커피,전남,광양성호점,"전라남도 광양시 광장로 70 (중동, 성호2차아파트)",34.9333229356159,127.690269917349
컴포즈커피,전남,광양중마성호점,전라남도 광양시 광장로 70 아파트상가 빅마트 옆,34.9333229356159,127.690269917349
더벤티,전남,순천신대점,"전라남도 순천시 해룡면 좌야로 150 (신대리, 중흥에코시티7단지) 1층",34.9379719428639,127.547094517768
디저트39,전남,순천 신대점,"전라남도 순천시 해룡면 좌야로 150 (신대리, 중흥에코시티7단지) 711동 120호",34.9379719428639,127.547094517768
메가커피,전남,순천금당점,"전라남도 순천시 해룡면 장선배기길 284 , 1층",34.9450955631547,127.530318717815
컴포즈커피,전남,순천금당점,전라남도 순천시 해룡면 장선배기길 284 상가동 1층 104호(청솔아파트),34.9450955631547,127.530318717815
스타벅스,전남,광양LF,"전라남도 광양시 광양읍 덕례리 1834 광양LF스퀘어, 1층",34.96258270352,127.567498778469
스타벅스,전남,광양LF스퀘어3F,전라남도 광양시 광양읍 덕례리 1834 광양LF스퀘어 3층,34.96258270352,127.567498778469
이디야,전남,순천대대학본부점,"전라남도 순천시 중앙로 255 (석현동, 순천대학교) 대학본부2층(석현동, 순천대학교)",34.9667612819538,127.480923056778
컴포즈커피,전남,순천대점,"전라남도 순천시 중앙로 255 48동 천연물신약연구소 1층(석현동, 순천대학교)",34.9667612819538,127.480923056778
컴포즈커피,전남,순천용당점,전라남도 순천시 용당삼산로 11 순천에스병원 102호,34.9728684093759,127.489846235496
던킨도너츠,전남,순천용당,전라남도 순천시 용당삼산로 11 (용당동) 1층,34.9728684093759,127.489846235496
컴포즈커피,전남,나주빛가람그린로점,전라남도 나주시 그린로 195 진흥빌딩 104호,35.0097239572515,126.787762016285
공차,전남,나주혁신점,"전라남도 나주시 그린로195 101호, 105호 일부",35.0097239572515,126.787762016285
디저트39,전남,나주 빛가람점,전라남도 나주시 배멧3길 5-4 (빛가람동),35.0188876529535,126.785712535593
할리스,전남,나주빛가람혁신도시점,전라남도 나주시 배멧3길 5-4 .,35.0188876529535,126.785712535593
투썸플레이스,전남,나주예가람타워점,전라남도 나주시 상야1길 7 (빛가람동) 1-2층,35.0226404638386,126.785873020836
빽다방,전남,나주혁신점,전라남도 나주시 상야1길 7,35.0226404638386,126.785873020836
공차,전남,나주빛가람점,"전라남도 나주시 상야1길 7, 1층 147호 (빛가람동, 예가람타워)",35.0226404638386,126.785873020836
빽다방,경남,사천카이점,경상남도 사천시 사남면 유천리108번지.삼정그린코아상가143동119호,35.0245896,128.1193239
메머드커피,경남,사천카이점,"경상남도 사천시 사남면 유처길 281, 상가동 1층 105호(사천흥한에르가아파트)",35.0245896,128.1193239
컴포즈커피,부산,다대포해수욕장점,"부산광역시 사하구 다대로 704 (다대동, 몰운대종합시장상가)",35.0487712466506,128.964621055572
하삼동커피,부산,부산다대포해수욕장역점,부산광역시 사하구 다대동 1548-37 105호 (몰운대종합시장상가),35.0487712466506,128.964621055572
컴포즈커피,부산,영도동삼점,부산광역시 영도구 와치로 252,35.0753495681978,129.069002708111
더벤티,부산,동삼점,"부산광역시 영도구 와치로 252 (동삼동, 선프라자)",35.0753495681978,129.069002708111
메가커피,부산,부산명지오션시티점,부산광역시 강서구 명지오션시티4로 73 (명지동),35.0825554451096,128.903948573337
하삼동커피,부산,명지오션점,부산광역시 강서구 명지오션시티4로 73 명지롯데프라자 1층 105호,35.0825554451096,128.903948573337
하삼동커피,경남,창원신항용원점,경상남도 창원시 진해구 신항4로 49 신항센텀빌딩 1층,35.0877167933068,128.817905963109
하삼동커피,경남,부산신호점,경상남도 창원시 진해구 신항4로 49 신항센텀빌딩 1층,35.0877167933068,128.817905963109
컴포즈커피,부산,녹산공단점,부산광역시 강서구 녹산산단335로 24-8 104호,35.0906958438217,128.854942556515
하삼동커피,부산,녹산중앙점,부산광역시 강서구 녹산산단335로 24-8 (송정동) 1층 118호 하삼동커피,35.0906958438217,128.854942556515
디저트39,부산,부산명지점,"부산광역시 강서구 명지국제8로10번길 38 (명지동) 1층 116,117호",35.0943776683714,128.903500417281
디저트39,부산,부산 국제신도시점,부산광역시 강서구 명지국제8로10번길 38 (명지동),35.0943776683714,128.903500417281
하삼동커피,부산,주식회사 하삼동 명지씨지브이직영점,"부산광역시 강서구 명지국제8로10번길 38 (명지동) 제1동 101호(명지동,플러스시네마)",35.0943776683714,128.903500417281
더벤티,부산,신평역점,부산광역시 사하구 하신중앙로 184 (신평동),35.0952561966152,128.962319754487
하삼동커피,부산,신평2동점,부산광역시 사하구 하신중앙로 184 108호,35.0952561966152,128.962319754487
공차,부산,롯데부산광복점,"부산광역시 중구 중앙대로 2, 지하1층(동광동1가, 롯데백화점광복점)",35.0979848964696,129.036632251021
공차,부산,롯데부산광복2호점,"부산광역시 중구 중앙대로 2, 4층",35.0979848964696,129.036632251021
폴바셋,부산,롯데백화점 광복점,부산광역시 중구 중앙대로 2 롯데백화점 광복점 B1,35.0979848964696,129.036632251021
빽다방,부산,부산명지국제타워점,부산광역시 강서구 명지국제8로 251,35.0983422332044,128.920478063773
컴포즈커피,부산,명지국제신도시점,부산광역시 강서구 명지국제8로 251 106호,35.0983422332044,128.920478063773
컴포즈커피,부산,사하점,부산광역시 사하구 낙동대로 280 302동 B213호,35.1001350992794,128.98425723893
더벤티,부산,사하역점,"부산광역시 사하구 낙동대로 280 (괴정동, 사하역 비스타 동원) 1층",35.1001350992794,128.98425723893
하삼동커피,부산,동아대부민캠퍼스점,부산광역시 서구 구덕로 224 1층,35.1046093539225,129.020291023825
하삼동커피,부산,초량점,부산광역시 서구 구덕로 224,35.1046093539225,129.020291023825
투썸플레이스,부산,부산아트몰링점,부산광역시 사하구 낙동남로 1413,35.106754958865,128.966474900321
투썸플레이스,부산,부산아트몰링점,부산광역시 사하구 낙동남로 1413,35.106754958865,128.966474900321
공차,부산,아트몰링하단점,"부산광역시 사하구 낙동남로 1413, 7층",35.106754958865,128.966474900321
할리스,부산,부산아트몰링영풍문고점,부산광역시 사하구 낙동남로 1413 아트몰링 13층,35.106754958865,128.966474900321
던킨도너츠,부산,하단아트몰링,"부산광역시 사하구 낙동남로 1413 (하단동, 아트몰링)",35.106754958865,128.966474900321
컴포즈커피,부산,화전우방점,부산광역시 강서구 화전산단4로 74 211동 112호,35.1107280033447,128.885585412422
하삼동커피,부산,부산화전우방점,부산광역시 강서구 화전산단4로 74 우방아이유쉘 211동 1층 111호,35.1107280033447,128.885585412422
컴포즈커피,부산,동대신동점,부산광역시 서구 구덕로315번길 10-8 1층,35.1122460078993,129.016211541875
컴포즈커피,부산,동대신점,부산광역시 서구 구덕로315번길 10-8 1층,35.1122460078993,129.016211541875
메가커피,광주,광주매월점,"광주광역시 서구 매월2로15번길 16 (매월동, 매월 종합상가), 201동 103호",35.1172788820653,126.859022642472
컴포즈커피,광주,광주매월수산타운점,"광주광역시 서구 매월2로15번길 16 (매월동, 매월 종합상가)",35.1172788820653,126.859022642472
투썸플레이스,경남,마산저도점,경상남도 창원시 마산합포구 구산면 큰개길 13,35.1196814231662,128.580842336194
할리스,경남,마산저도점,경상남도 창원시 마산합포구 구산면 해양관광로 1872-50 2~3층,35.1196814231662,128.580842336194
메가커피,광주,광주진월대주점,"광주광역시 남구 서문대로 686 (진월동, 교육타워)",35.1205078353901,126.899133936306
컴포즈커피,광주,광주진월점,광주광역시 남구 서문대로 686 105호,35.1205078353901,126.899133936306
컴포즈커피,경남,마산진동협성엠파이어점,경상남도 창원시 마산합포구 진동면 진북산업로 55 협성엠파이어상가 401동 111호,35.1209867504771,128.487493962711
더벤티,경남,마산진동점,"경상남도 창원시 마산합포구 진동면 진북산업로 55 (진동리, 마산 진동 협성엠파이어) 401동 1층 102호",35.1209867504771,128.487493962711
더벤티,부산,용호메트로시티점,"부산광역시 남구 분포로 113 (용호동, 엘지메트로시티) 1층",35.1272669147748,129.109040555258
하삼동커피,부산,용호메트로시티점,부산광역시 남구 분포로 113 1005동 124호,35.1272669147748,129.109040555258
컴포즈커피,부산,용호메트로점,"부산광역시 남구 분포로 115 (용호동, 힐탑탑플레이스)",35.1321898048688,129.112724828547
하삼동커피,부산,용호본점,부산광역시 남구 분포로 115 힐탑탑플레이스 B동 1층 104호,35.1321898048688,129.112724828547
투썸플레이스,부산,부산용호더블유스퀘어점,"부산광역시 남구 분포로 145 (용호동, 더블유) 1037~1040호",35.1342294576999,129.111216765972
메가커피,부산,부산W스퀘어점,"부산광역시 남구 분포로 145 (용호동, 더블유)",35.1342294576999,129.111216765972
컴포즈커피,부산,W스퀘어점,부산광역시 남구 분포로 145 1083호,35.1342294576999,129.111216765972
컴포즈커피,부산,남구청점,부산광역시 남구 못골로12번길 35 101호 (대연동),35.135500166486,129.085748321882
하삼동커피,부산,못골점,부산광역시 남구 못골로12번길 35 102호,35.135500166486,129.085748321882
공차,광주,광주기독병원점,"광주광역시 남구 양림로 37, 광주기독병원 로비1층",35.1362325078132,126.911503084987
던킨도너츠,광주,광주기독병원,광주광역시 남구 양림로 37 (양림동),35.1362325078132,126.911503084987
더벤티,부산,경성대부경대점,"부산광역시 남구 용소로 9 (대연동, 성신빌딩) 성산빌딩 1층 일부호(대연동)",35.1365571707623,129.100677062772
공차,부산,경성대점,"부산광역시 남구 용소로 9, 2~3층 (대연동, 성신빌딩)",35.1365571707623,129.100677062772
투썸플레이스,부산,부산경성대역점,"부산광역시 남구 수영로 295 (대연동, 세웅빌딩) 1층",35.137014971474,129.098362610132
메머드커피,부산,부산경성대점,"부산광역시 남구 수영로 295, 1층 102호(대연동)",35.137014971474,129.098362610132
컴포즈커피,부산,경성대역사점,부산광역시 남구 수영로 지하 324 상가 2-01-1호,35.1375576616452,129.100441683595
던킨도너츠,부산,경성대부경대역사,"부산광역시 남구 수영로 지하 324 (대연동, 경성대 부경대역)",35.1375576616452,129.100441683595
컴포즈커피,부산,경성대제1학생회관점,부산광역시 남구 수영로 309,35.1384873078988,129.10010311307
더벤티,부산,경성대건학기념관점,"부산광역시 남구 수영로 309 (대연동, 경성대학교) 1층",35.1384873078988,129.10010311307
컴포즈커피,부산,부산시민회관점,부산광역시 동구 조방로 14 125호,35.1387281351032,129.06345343296
컴포즈커피,부산,시민회관점,부산광역시 동구 조방로 14 125호,35.1387281351032,129.06345343296
컴포즈커피,광주,광주염주더샵점,"광주광역시 서구 월드컵4강로 27 상가동 118호(화정동, 염주더샵센트럴파크)",35.1393742835837,126.875928001953
더벤티,광주,광주더샵염주점,광주광역시 서구 월드컵4강로 27 (화정동) 상가동 지하116호,35.1393742835837,126.875928001953
컴포즈커피,부산,대연혁신지구점,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트푸르지오)",35.1398875289479,129.103520204194
하삼동커피,부산,대연혁신점,부산광역시 남구 수영로 345 115동 108호,35.1398875289479,129.103520204194
투썸플레이스,부산,부산동의대점,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) 행복기숙사 투썸플레이스",35.1443184545334,129.036309884005
할리스,부산,부산동의대점,부산광역시 부산진구 엄광로 176 (가야동 464-108) .,35.1443184545334,129.036309884005
이디야,부산,부산동서대IC빌딩점,"부산광역시 사상구 주례로 47 (주례동, 동서대학교) IC빌딩 2층",35.1460786494674,129.007038894696
이디야,부산,부산동서대민석도서관점,"부산광역시 사상구 주례로 47 (주례동, 동서대학교) 민석도서관 1층",35.1460786494674,129.007038894696
컴포즈커피,부산,BIFC몰점,부산광역시 남구 문현금융로 40 A동 118호,35.1464917263976,129.065854840531
메머드커피,부산,부산BIFC점,부산광역시 남구 문현금융로 40 109호,35.1464917263976,129.065854840531
투썸플레이스,부산,서면지오플레이스점,"부산광역시 부산진구 동천로 4 1015-1호 ,1016,1017호",35.1494362311228,129.0639756329
이디야,부산,부산지오플레이스점,"부산광역시 부산진구 동천로 4 1층 1006,1007,1008호 (전포동)",35.1494362311228,129.0639756329
빽다방,경남,진주역점,"경상남도 진주시 관문로 7, 율곡스퀘어 프런티어",35.1522076899133,128.116825328915
컴포즈커피,경남,진주역점,경상남도 진주시 관문로 7 129호,35.1522076899133,128.116825328915
더벤티,경남,신진주역점,경상남도 진주시 관문로 7 (가좌동) 상가동 120호 율곡스퀘어프런티어,35.1522076899133,128.116825328915
투썸플레이스,부산,동의대역점,"부산광역시 부산진구 가야대로 538 (가야동, 가야롯데캐슬골드아너) 근린생활시설2동 105호",35.1532102220527,129.030537782842
디저트39,부산,동의대점,"부산광역시 부산진구 가야대로 538 (가야동, 가야 롯데캐슬 골드아너) 상가2동 109호",35.1532102220527,129.030537782842
메가커피,경남,진해북원로터리점,경상남도 창원시 진해구 여명로 4 (여좌동),35.1536457455227,128.656549691748
빽다방,경남,진해북원로터리점,경상남도 창원시 진해구 여명로 4,35.1536457455227,128.656549691748
컴포즈커피,경남,진해북원로타리점,경상남도 창원시 진해구 여명로 4 동원베이힐즈 108호,35.1536457455227,128.656549691748
빽다방,부산,부산광안하버뷰점,부산광역시 수영구 민락수변로 49 광안KCC스위첸하버뷰 104호,35.1536742572992,129.126146583215
공차,부산,부산민락수변점,"부산광역시 수영구 민락수변로 49, 광안KCC스위첸 하버뷰 1층 113, 114호 (민락동)",35.1536742572992,129.126146583215
컴포즈커피,경남,진해경화시장점,경상남도 창원시 진해구 충장로 357 109호,35.1539137625104,128.691103309056
컴포즈커피,경남,진해경화시장점,경상남도 창원시 진해구 충장로 357 109호,35.1539137625104,128.691103309056
스타벅스,부산,사상주례DT,"부산광역시 사상구 주례동 854,120-35,991-5,991-6,산120-2,산120-3",35.154172,129.0047019
스타벅스,부산,동서대DT,"부산광역시 사상구 주례동 189-9,189-11,189-12,189-13",35.154172,129.0047019
메가커피,부산,광안역점,"부산광역시 수영구 광안로45번길 2 , 101동 101호 (광안동 , 광안비취빌리지)",35.155380384112,129.11734184579
하삼동커피,부산,광안점,부산광역시 수영구 광안로45번길 2 101동 103호,35.155380384112,129.11734184579
빽다방,경남,진해자은점,"경상남도 창원시 진해구 냉천로 156, B102호",35.155389594387,128.713446312237
컴포즈커피,경남,진해자은점,경상남도 창원시 진해구 냉천로 156 에이스빌딩 111호,35.155389594387,128.713446312237
스타벅스,부산,제니스스퀘어,부산광역시 해운대구 우동 1407 제니스스퀘어,35.1566280868178,129.145072021075
공차,부산,부산마린시티점,부산광역시 해운대구 우동 1407번지 104동 144호,35.1566280868178,129.145072021075
메가커피,부산,부산마린오렌지프라자점,"부산광역시 해운대구 마린시티3로 23 (우동, 벽산이오렌지프라자)",35.1566471472902,129.146930632686
컴포즈커피,부산,마린시티점,부산광역시 해운대구 마린시티3로 23 1층 140호,35.1566471472902,129.146930632686
하삼동커피,부산,부산해운대마린시티점,"부산광역시 해운대구 마린시티3로 23 (우동, 벽산이오렌지프라자) 1층 135호",35.1566471472902,129.146930632686
할리스,경남,경상대 느티마루점,"경상남도 진주시 진주대로 501 (가좌동, 경상국립대학교가좌캠퍼스) .",35.1567141271262,128.098001405271
할리스,경남,경상국립대학생회관점,경상남도 진주시 진주대로 501 경상국립대 학생회관 1층,35.1567141271262,128.098001405271
공차,부산,롯데시네마부산본점,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층 공차)",35.156789983664,129.056416218143
공차,부산,롯데부산본점,"부산광역시 부산진구 가야대로 772 , 롯데백화점 부산본점 지하 1층",35.156789983664,129.056416218143
폴바셋,부산,롯데백화점 부산본점,부산시 부산진구 가야대로 772롯데백화점 부산본점 지하2층,35.156789983664,129.056416218143
투썸플레이스,부산,해운대아이파크점,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크) 업무동 1층 101호",35.157037795554,129.143328681551
하삼동커피,부산,부산해운대아이파크점,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크) C1동 117호",35.157037795554,129.143328681551
이디야,경남,진해미래쇼핑점,경상남도 창원시 진해구 진해대로 762,35.1581646243334,128.698757554273
더벤티,경남,롯데마트진해점,"경상남도 창원시 진해구 진해대로 762 (석동, 롯데마트) 롯데마트 2층",35.1581646243334,128.698757554273
공차,경남,진해석동점,"경상남도 창원시 진해구 진해대로 762, 1층 102호(석동, 진해미래쇼핑센터)",35.1581646243334,128.698757554273
하삼동커피,경남,진해석동점,경상남도 창원시 진해구 진해대로 762 1층,35.1581646243334,128.698757554273
파스쿠찌,경남,진주휴게소점,경상남도 진주시 남해고속도로 194(호탄동),35.1596956765438,128.121988351352
던킨도너츠,경남,진주휴게소,"경상남도 진주시 남해고속도로 194 (호탄동, 진주휴게소)",35.1596956765438,128.121988351352
메가커피,광주,광주유스퀘어점,"광주광역시 서구 무진대로 904 (광천동, 유스퀘어(광천터미널))",35.1605756425809,126.879873116288
컴포즈커피,광주,광주유스퀘어터미널점,광주광역시 서구 무진대로 904 유스퀘어 내 1층,35.1605756425809,126.879873116288
메머드커피,광주,광주유스퀘어점,"광주광역시 서구 무진대로 904, 유스퀘어 1층 159호",35.1605756425809,126.879873116288
던킨도너츠,광주,광주터미널,"광주광역시 서구 무진대로 904 (광천동, 유스퀘어(광천터미널))",35.1605756425809,126.879873116288
스타벅스,부산,해운대 엑스더스카이,부산광역시 해운대구 중동 1829,35.1606221545821,129.168743895972
스타벅스,부산,엘시티,"부산광역시 해운대구 중동 1829 엘시티 1021호, 1022호, 1023호",35.1606221545821,129.168743895972
컴포즈커피,부산,칸마트엘시티점,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",35.1613327099223,129.168013841974
공차,부산,해운대LCT점,"부산광역시 해운대구 달맞이길 30, 제포디움동 1층 1042호(중동, 엘시티)",35.1613327099223,129.168013841974
파스쿠찌,부산,에스프레소바 해운대엘시티점,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)1030,1031호",35.1613327099223,129.168013841974
스타벅스,부산,센텀KNN,"부산광역시 해운대구 우동 1468,1469 번지 (KNN 타워 107호 일부)",35.1618397,129.1427761
스타벅스,부산,벡스코,부산광역시 해운대구 우동 우2동 1500번지 벡스코내,35.1618397,129.1427761
공차,부산,부산사상터미널점,"부산광역시 사상구 사상로 201, 1층 (서부시외버스터미널)",35.1631461622437,128.98098582427
할리스,부산,부산서부터미널점,"부산광역시 사상구 사상로 201 (괘법동, 서부시외버스터미널) .",35.1631461622437,128.98098582427
던킨도너츠,부산,사상터미널,"부산광역시 사상구 사상로 201 (괘법동, 서부시외버스터미널)",35.1631461622437,128.98098582427
메가커피,부산,부산진구청점,"부산광역시 부산진구 시민공원로 11, 1층 (부암동 ,서면쌍용스윗닷홈sky)",35.1634984252679,129.050697797136
하삼동커피,부산,진구청점,부산광역시 부산진구 시민공원로 11 1층,35.1634984252679,129.050697797136
스타벅스,부산,사상이마트,부산광역시 사상구 괘법동 531-2 이마트,35.1641664065048,128.978873373848
이디야,부산,사상이마트점,부산광역시 사상구 괘법동 531-2번지 이마트 사상점내,35.1641664065048,128.978873373848
메가커피,부산,해운대중동이마트점,"부산광역시 해운대구 좌동순환로 505, 105호 일부(중동 , 센트럴메디타워)",35.1656679331562,129.168224196446
더벤티,부산,해운대중동역점,"부산광역시 해운대구 좌동순환로 505 (중동, 센트럴메디타워) 1층 103호 더벤티 해운대중동역점",35.1656679331562,129.168224196446
컴포즈커피,경남,진주더퀸즈웰가점,경상남도 진주시 새평거로 25 상가 1동 111호,35.1665554324475,128.049618863316
던킨도너츠,경남,진주평거퀸즈웰가,"경상남도 진주시 새평거로 25 상가2동 104호 (평거동, 더 퀸즈웰가)",35.1665554324475,128.049618863316
메가커피,부산,센텀비스타점,"부산광역시 수영구 무학로63번길 142, 401동 108호(민락동 , 센텀비스타동원2차)",35.1674750533115,129.118971576322
컴포즈커피,부산,센텀비스타점,"부산광역시 수영구 무학로63번길 142 401동 102-1호 (민락동, 센텀비스타동원2차)",35.1674750533115,129.118971576322
메가커피,광주,광주우산중앙점,"광주광역시 북구 서양로 155 (우산동, 무등산자이앤어울림아파트1단지), 상가3동 1층 9호, 10호",35.1678354326818,126.91758698693
공차,광주,광주무등산자이점,"광주광역시 북구 서양로 155, 상가4동 1층 2,3호",35.1678354326818,126.91758698693
스타벅스,부산,센텀신세계3F,"부산광역시 해운대구 우동 1495 신세계백화점센텀시티점, 3층",35.1689229983992,129.129631137391
스타벅스,부산,센텀신세계B1,부산광역시 해운대구 우동 1495 신세계백화점센텀시티점 B1,35.1689229983992,129.129631137391
공차,부산,신세계센텀시티점,부산광역시 해운대구 우동 1495,35.1689229983992,129.129631137391
빽다방,부산,부산장산역점,"부산시 해운대구 해운대로 814, 1층",35.1695664382698,129.177639563646
컴포즈커피,부산,장산점,부산광역시 해운대구 해운대로 814 127호,35.1695664382698,129.177639563646
메가커피,부산,서부산유통지구점,"부산광역시 강서구 유통단지1로 50, 다동 105호(대저2동)",35.1703264548184,128.95418180555
컴포즈커피,부산,서부산유통단지점,부산광역시 강서구 유통단지1로 50 다동 106호,35.1703264548184,128.95418180555
스타벅스,부산,해운대NC,부산광역시 해운대구 좌동 1467-4 지팝건축물,35.1705294150362,129.177047059247
공차,부산,NC부산해운대점,부산광역시 해운대구 좌동 1467-4번지 NC해운대점 1층,35.1705294150362,129.177047059247
메가커피,부산,해운대NC점,부산광역시 해운대구 해운대로 813,35.1706091827148,129.177076183632
메머드커피,부산,해운대NC점,"부산광역시 해운대구 해운대로 813, 1층 138호(좌동, 지팝건축물)",35.1706091827148,129.177076183632
이디야,부산,부산센텀홈플러스점,"부산광역시 해운대구 센텀동로 6 (우동, 홈플러스 센텀시티점) 3층 이디야커피",35.1709132429029,129.133691863258
공차,부산,홈플러스센텀시티점,부산광역시 해운대구 센텀동로6 홈플러스센텀시티점 1층,35.1709132429029,129.133691863258
던킨도너츠,부산,센텀시티홈플러스,"부산광역시 해운대구 센텀동로 6 (우동, 홈플러스센템시티점) 1층",35.1709132429029,129.133691863258
메가커피,부산,부산월드마크센텀점,"부산광역시 해운대구 센텀동로 25 (우동, 대우월드마크센텀아파트)",35.1719091709265,129.131436572074
하삼동커피,부산,센텀시티점,부산광역시 해운대구 센텀동로 25 대우월드마크센텀 상가 1층 109호,35.1719091709265,129.131436572074
하삼동커피,경남,김해율하2지구점,경상남도 김해시 율하6로 60 (장유동) 1층 104호,35.1723079610453,128.824022845759
던킨도너츠,경남,김해율하,경상남도 김해시 율하6로 60 (장유동),35.1723079610453,128.824022845759
컴포즈커피,광주,광주산정중학교점,광주광역시 광산구 목련로 42 상가2동 1층 104호,35.1723960619297,126.802197351514
하삼동커피,광주,광주하남2지구점,광주광역시 광산구 목련로 42 상가 1동 1층 104호,35.1723960619297,126.802197351514
투썸플레이스,부산,김해공항국제선점,부산광역시 강서구 공항진입로 108 (대저2동) 국제선청사 2층,35.173068,128.9478529
이디야,부산,김해국제공항국내선점,부산광역시 강서구 공항진입로 108 (대저2동) 김해국제공항 국내선터미널 2층 일반대합실,35.173068,128.9478529
공차,부산,김해공항국내선점,부산광역시 강서구 공항진입로 108 국내선터미널 2층(대저2동),35.173068,128.9478529
파스쿠찌,부산,김해공항국내선점,"부산광역시 강서구 공항진입로 108 (대저2동, 김해국제공항 국내선 1층)",35.173068,128.9478529
투썸플레이스,광주,전남대캠퍼스점,"광주광역시 북구 용봉로 77 (용봉동,전남대학교) 용봉문화관 1층",35.1739175430866,126.911235470135
컴포즈커피,광주,광주전남대생활관점,광주광역시 북구 용봉로 77 전남대학교생활관공용동 1층 (9호관),35.1739175430866,126.911235470135
할리스,광주,atti-C 2023점,"광주광역시 북구 용봉로 77 (용봉동, 전남대학교) .",35.1739175430866,126.911235470135
