브랜드명,지역,매장명,주소,위도,경도
빽다방,인천,인천구월테크노밸리점,인천광역시 남동구 선수촌공원로17번길 1 (구월동),37.4402282669533,126.709647489089
컴포즈커피,인천,인천구월아시아드점,인천광역시 남동구 선수촌공원로17번길 1 구월테크노벨리 110호,37.4402282669533,126.709647489089
이디야,경기,성남SKN테크노파크점,경기도 성남시 중원구 사기막골로 124 비즈센터동1층 110-1호,37.4405625538568,127.177483892075
컴포즈커피,경기,성남SKn테크노파크점,경기도 성남시 중원구 사기막골로 124 비즈센타동 110호,37.4405625538568,127.177483892075
메머드커피,경기,SKn테크노파크테크동점,"경기도 성남시중원구 사기막골로 124, SKn테크노파크 테크동 지하2층 B207호",37.4405625538568,127.177483892075
메가커피,경기,신흥역점,"경기도 성남시 수정구 산성대로 267, 1층 103호(신흥동)",37.4413240031714,127.146446763662
컴포즈커피,경기,성남신흥역점,경기도 성남시 수정구 산성대로 267 1층 123호,37.4413240031714,127.146446763662
빽다방,인천,인천학익점,"인천광역시 미추홀구 매소홀로 355, 학익프라자 106호",37.4414509031689,126.661976343924
컴포즈커피,인천,인천학산사거리점,인천광역시 미추홀구 매소홀로 355,37.4414509031689,126.661976343924
컴포즈커피,인천,학익시티오씨엘1단지점,"인천광역시 미추홀구 학익로 116 126동 1층 (학익동, 시티오씨엘1단지)",37.4419513843446,126.643265425669
더벤티,인천,인천시티오씨엘점,"인천광역시 미추홀구 학익로 116 (학익동, 시티오씨엘 1단지) 126동 1층 16호 (학익동, 시티오씨엘 1단지)",37.4419513843446,126.643265425669
투썸플레이스,인천,인천구월아시아드점,"인천광역시 남동구 선수촌공원로 36 (구월동,더블루시티) 1층",37.4421653122498,126.710549332736
하삼동커피,인천,인천구월아시아드,"인천광역시 남동구 선수촌공원로 36 (구월동, 더블루시티) 1층 110호 하삼동커피 인천구월아시아드점",37.4421653122498,126.710549332736
빽다방,인천,인천법원삼거리점,인천광역시 미추홀구 소성로 159,37.4423327091788,126.666315732206
컴포즈커피,인천,인천학익법원점,인천광역시 미추홀구 소성로 159 103호,37.4423327091788,126.666315732206
스타벅스,경기,성남이마트,경기도 성남시 수정구 태평동 7336 신세계쉐덴,37.44427268172,127.141398900207
공차,경기,성남태평점,경기도 성남시 수정구 태평동 7336 이마트 성남점 2층,37.44427268172,127.141398900207
메가커피,인천,구월로데오점,"인천광역시 남동구 예술로 126 , (구월동)1층 105호",37.4451295490218,126.700886698924
공차,인천,인천구월점,"인천시 남동구 예술로 126, 214호 (구월동, 링크126)",37.4451295490218,126.700886698924
투썸플레이스,인천,인천구월중앙점,인천광역시 남동구 성말로 10(구월동),37.4451939638413,126.701525269212
컴포즈커피,인천,구월로데오점,"인천광역시 남동구 성말로 10 103호(구월동, 효명프라자)",37.4451939638413,126.701525269212
메가커피,경기,광명G타워점,"경기도 광명시 소하로 190 , (소하동, 광명G타워)",37.4455277787107,126.893964438219
빽다방,경기,광명G타워점,경기도 광명시 소하로 190 1층 G타워,37.4455277787107,126.893964438219
컴포즈커피,경기,광명G타워점,경기도 광명시 소하로 190 B동1층 149호,37.4455277787107,126.893964438219
메가커피,경기,광명소하점,"경기도 광명시 소하로 86 , 1층 104호(소하동 , 제일프라자)",37.4472867518649,126.883362166817
컴포즈커피,경기,광명소하점,경기도 광명시 소하로 86 제일프라자 103호,37.4472867518649,126.883362166817
컴포즈커피,인천,인하헤리움점,"인천광역시 미추홀구 용정공원로83번길 49 111호 (용현동, 인하대역 헤리움 메트로 타워)",37.4475677458871,126.648590803229
더벤티,인천,인하대헤리움점,"인천광역시 미추홀구 용정공원로83번길 49 (용현동, 인하대역 헤리움 메트로 타워) 1층, 142호 더벤티 인하대해리움점",37.4475677458871,126.648590803229
파스쿠찌,인천,인천공항LS 2호점,인천시 중구 공항로 271 인천공항 제1여객터미널 3층 일반구역,37.4476109663729,126.452346738588
파스쿠찌,인천,인천공항T1 A/S점,인천광역시 중구 운서동 공항로 271 인천공항 제1여객터미널 면세구역 동편,37.4476109663729,126.452346738588
빽다방,경기,성남가천대역점,"경기도 성남시 수정구 성남대로 1330, 일성오피스텔 105호",37.4483605061686,127.1271073288
컴포즈커피,경기,가천대학점,경기도 성남시 수정구 성남대로 1330 110호,37.4483605061686,127.1271073288
공차,경기,가천대점,경기도 성남시 수정구 성남대로 1330 1층 공차,37.4483605061686,127.1271073288
이디야,경기,가천대점,경기도 성남시 수정구 태평동 성남대로 1334 110호,37.4488403598708,127.127131534265
메가커피,경기,가천대역점,"경기도 성남시 수정구 성남대로 1334 (태평동, 경원프라자)",37.4488403598708,127.127131534265
메가커피,인천,구월팬더점,"인천광역시 남동구 인주대로 664 (구월동, 메인프라자 2차), 1층 102호",37.4491699687774,126.710812562629
컴포즈커피,인천,구월인향점,인천광역시 남동구 인주대로 664 103호,37.4491699687774,126.710812562629
메가커피,인천,인천국세청점,"인천광역시 남동구 남동대로765번길 25 (구월동, 지앤이츠), 1층 18호",37.4506117724733,126.706103334468
빽다방,인천,인천국세청점,인천광역시 남동구 남동대로765번길 25,37.4506117724733,126.706103334468
투썸플레이스,경기,가천대점,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) MEP동지하3층",37.4512348695085,127.12939432624
파스쿠찌,경기,가천대학교 가천관점,"경기도 성남시 수정구 성남대로 1342, 가천관 지하1층",37.4512348695085,127.12939432624
던킨도너츠,경기,가천대,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교)",37.4512348695085,127.12939432624
메가커피,경기,광명소하신촌점,경기도 광명시 금하로 529 (소하동),37.4515695121657,126.890783872979
컴포즈커피,경기,광명소하1동점,경기도 광명시 금하로 529 비엔팰리스 108호,37.4515695121657,126.890783872979
투썸플레이스,인천,인천CGV스윗바점,인천광역시 남동구 예술로 198 4층 CGV내,37.4517352890955,126.701948519989
빽다방,인천,인천구월CGV점,"인천광역시 남동구 예술로 198, CGV 홈플러스 1층",37.4517352890955,126.701948519989
빽다방,인천,인하대역SK점,인천광역시 미추홀구 용정공원로 33,37.4520149469249,126.64506286268
더벤티,인천,용현SK뷰점,"인천광역시 미추홀구 용정공원로 33 (용현동, 인천 SK Sky VIEW) 제비동 1층 107,108호",37.4520149469249,126.64506286268
컴포즈커피,인천,인천구월한주점,"인천광역시 남동구 문화서로 76 (구월동, 한주빌딩)",37.4520287621334,126.696747558648
컴포즈커피,인천,구월한주점,"인천광역시 남동구 문화서로 76 (구월동, 한주빌딩)",37.4520287621334,126.696747558648
빽다방,인천,인천길병원점,"인천광역시 남동구 구월남로 174 , 1층 107호(구월동,그랜드프라자)",37.4527798408661,126.709076156252
더벤티,인천,인천길병원점,"인천광역시 남동구 구월남로 174 (구월동, 그랜드프라자)",37.4527798408661,126.709076156252
할리스,서울,시흥사거리점,서울특별시 금천구 시흥대로 225 1층 시흥동 994-9,37.4537894156684,126.900461934958
하삼동커피,서울,시흥사거리점,서울특별시 금천구 시흥대로 225 제이타워 111호,37.4537894156684,126.900461934958
메가커피,인천,인천용현자이점,"인천광역시 미추홀구 독배로 383 (용현동, 자이타워)",37.45432152172,126.648254730698
컴포즈커피,인천,인천용현자이타워점,인천광역시 미추홀구 독배로 383 112호,37.45432152172,126.648254730698
컴포즈커피,인천,인천구월정각사거리점,인천광역시 남동구 구월로 223 위너스프라자 101호,37.456507605553,126.715634950689
공차,인천,인천정각사거리점,"인천광역시 남동구 구월로 223, 1층 103호(구월동, 위너스프라자)",37.456507605553,126.715634950689
스타벅스,인천,시민공원역,인천광역시 미추홀구 주안동 0 포레나 미추홀,37.4580182017435,126.681163207516
투썸플레이스,인천,인천주안아인애비뉴점,"인천광역시 미추홀구 경인로 372 (주안동, 포레나미추홀) 아인애비뉴 1116, 1117, 1118, 1119, 1120호",37.4580182017435,126.681163207516
메가커피,인천,인천아인애비뉴점,"인천광역시 미추홀구 경인로 372 (주안동, 포레나 미추홀), 201동 지하2층 B2074호",37.4580182017435,126.681163207516
더벤티,인천,시민공원역점,"인천광역시 미추홀구 경인로 372 (주안동, 포레나 미추홀) B1층 B1003호 더벤티 시민공원역점",37.4580182017435,126.681163207516
메머드커피,인천,아인여성병원점,"인천광역시 미추홀구 경인로 372, 201동 지2층 B2029호(주안동, 포레나 미추홀)",37.4580182017435,126.681163207516
하삼동커피,인천,인천주안점,"인천광역시 미추홀구 경인로 372 (주안동, 포레나 미추홀) 201동 1층 1005호 하삼동커피 인천주안점",37.4580182017435,126.681163207516
컴포즈커피,인천,인천용마루점,인천광역시 미추홀구 인주대로 68 106호,37.4581217504009,126.64501569219
더벤티,인천,인천숭의점,인천광역시 미추홀구 인주대로 68 (용현동) 예승프라자 1층 103호,37.4581217504009,126.64501569219
투썸플레이스,인천,인천공항제1여객터미널4F점,"인천광역시 중구 공항로 272 (운서동, 인천공항) 제1여객터미널 4층",37.458350712273,126.427699293474
공차,인천,인천국제공항6호점,인천광역시 중구 공항로 272 제1여객터미널,37.458350712273,126.427699293474
할리스,인천,인천공항T1 4F점,"인천광역시 중구 공항로 272 (운서동, 인천공항) T1 4F",37.458350712273,126.427699293474
할리스,인천,인천공항교통센터점,"인천광역시 중구 공항로 272 (운서동, 인천공항) 인천국제공항 제1여객터미널 지하1층(실번호 2-32-07)",37.458350712273,126.427699293474
할리스,인천,인천공항T1탑승동점,인천광역시 중구 공항로 272 (인천공항) 탑승동 A/S 3층,37.458350712273,126.427699293474
할리스,인천,인천공항T1점,"인천광역시 중구 공항로 272 (운서동, 인천공항) 인천국제공항 제1여객터미널 L/S 1층",37.458350712273,126.427699293474
폴바셋,인천,인천공항 T1 입국점,인천광역시 중구 공항로 272 제1여객터미널 1층,37.458350712273,126.427699293474
던킨도너츠,인천,인천공항탑승동,"인천광역시 중구 공항로 272 (운서동, 인천공항)",37.458350712273,126.427699293474
던킨도너츠,인천,T1인천공항키오스크,"인천광역시 중구 공항로 272 (운서동, 인천공항)",37.458350712273,126.427699293474
던킨도너츠,인천,인천공항T1,"인천광역시 중구 공항로 272 (운서동, 인천공항)",37.458350712273,126.427699293474
스타벅스,인천,인천주안DT,"인천광역시 미추홀구 주안동 1506-25, 1506-26",37.4587798,126.679789
빽다방,인천,인천아인여성병원점,인천광역시 미추홀구 주안동 포레나미추홀 201동 1층 1032호,37.4587798,126.679789
더벤티,인천,주안힐스테이트푸르지오점,인천광역시 미추홀구 주안동 1452-2 116호,37.4587798,126.679789
메가커피,경기,광명현대테라타워점,경기도 광명시 오리로651번길 8 (하안동),37.4591804392495,126.875719275951
컴포즈커피,경기,광명현대테라타워점,경기도 광명시 오리로651번길 8 (하안동),37.4591804392495,126.875719275951
컴포즈커피,경기,광명현대테라타워점,경기도 광명시 오리로651번길 8 (하안동),37.4591804392495,126.875719275951
투썸플레이스,서울,금천롯데캐슬골드파크점,서울특별시 금천구 벚꽃로 40,37.4600596360114,126.893020585165
메가커피,서울,금천롯데캐슬점,"서울특별시 금천구 벚꽃로 40 , 113동 107호 (독산동 , 금천롯데캐슬골드파크1차)",37.4600596360114,126.893020585165
컴포즈커피,서울,금천롯데캐슬점,서울특별시 금천구 벚꽃로 40 113동 1층 115호,37.4600596360114,126.893020585165
메가커피,인천,주안힐탑플러스점,"인천광역시 미추홀구 주안서로 18 (주안동, 힐탑플러스), 104호, 105호",37.460396834447,126.677995177505
컴포즈커피,인천,인천주안DS점,"인천광역시 미추홀구 주안서로 18 102, 103호",37.460396834447,126.677995177505
메가커피,인천,인천경원초점,"인천광역시 남동구 경인로 520, 지하1층 B04호(간석동 , 탑프라자2)",37.4607539768125,126.697036044356
컴포즈커피,인천,인천간석점,인천광역시 남동구 경인로 520 지하1층 B06호,37.4607539768125,126.697036044356
스타벅스,인천,인천만수향촌,인천광역시 남동구 만수동 1118-2,37.4614036949028,126.733057225934
메가커피,인천,인천만수향촌점,인천광역시 남동구 만수동 1118-2,37.4614036949028,126.733057225934
스타벅스,경기,스타필드부천,경기도 부천시 소사구 옥길동 768 스타필드시티 부천,37.4614946950643,126.813963062169
공차,경기,스타필드시티부천점,경기도 부천시 소사구 옥길동 768 스타필드시티부천점 3층,37.4614946950643,126.813963062169
메가커피,서울,양재이마트점,"서울특별시 서초구 매헌로 16 (양재동, 하이브랜드)",37.462467348157,127.036947909974
컴포즈커피,서울,양재이마트점,"서울특별시 서초구 매헌로 16 이브랜드 리빙관 ,지하1층 102호",37.462467348157,127.036947909974
투썸플레이스,서울,양재하나로마트점,"서울특별시 서초구 청계산로 10 (양재동, 농협하나로클럽) 1층",37.4632288044056,127.043530153585
이디야,서울,양재하나로마트점,서울특별시 서초구 청계산로 10 1층,37.4632288044056,127.043530153585
메머드커피,인천,주안역점,"인천광역시 미추홀구 주안로 116, B101호(주안동, 주안리가스퀘어)",37.463477279369,126.682519496276
파스쿠찌,인천,주안역점,인천광역시 남구 주안로 116 (리가스퀘어 1층),37.463477279369,126.682519496276
스타벅스,인천,인스파이어리조트,인천광역시 중구 운서동 2955-74 1층,37.465436913645,126.387985373465
폴바셋,인천,인스파이어점,인천광역시 인천광역시 중구 운서동2955-74,37.465436913645,126.387985373465
투썸플레이스,인천,인스파이어리조트점,"인천광역시 중구 공항문화로 127 (운서동, 인스파이어) 인스파이어몰 내",37.4655300794822,126.389117686755
공차,인천,인스파이어리조트점,인천시 중구 공항문화로 127 인스파이어리조트 아레나홀 R층,37.4655300794822,126.389117686755
투썸플레이스,서울,서울대점,"서울특별시 관악구 관악로 1 교수연구동 501동 (신림동, 서울대학교)",37.4662872666604,126.94815644252
메가커피,서울,서울대잔디광장점,"서울특별시 관악구 관악로 1 (신림동, 서울대학교), 관악60-1동 잔디광장 B1F",37.4662872666604,126.94815644252
컴포즈커피,서울,서울대신양학술정보관3점,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",37.4662872666604,126.94815644252
더벤티,서울,서울대점,"서울특별시 관악구 관악로 1 (신림동, 서울대학교) 200동 2층 2007A호 (신림동, 서울대학교)",37.4662872666604,126.94815644252
공차,서울,서울대점,"서울특별시 관악구 관악로 1, 63동 학생회관 1층 공차",37.4662872666604,126.94815644252
파스쿠찌,서울,센트로서울대점,서울특별시 관악구 관악로 1 서울대학교 111동,37.4662872666604,126.94815644252
파스쿠찌,서울,서울대관정도서관점,"서울특별시 관악구 관악로1 서울대학교 관정도서관 부속동 2,3층",37.4662872666604,126.94815644252
메가커피,경기,옥길광양프런티어점,"경기도 부천시 소사구 양지로 237 (옥길동, 광양프런티어밸리 5차 지식산업센터)",37.4663270551279,126.827855531203
메머드커피,경기,옥길광양프런티어점,"경기도 부천시 양지로 237, 1층 105호(옥길동, 광양프런티어밸리5차)",37.4663270551279,126.827855531203
메가커피,서울,독산대륭20차점,"서울특별시 금천구 가산디지털1로 5 (가산동, 대륭테크노타운 20차)",37.4667454838323,126.886718830722
컴포즈커피,서울,독산대륭테크노타운점,서울특별시 금천구 가산디지털1로 5 1층 121호,37.4667454838323,126.886718830722
메가커피,서울,강남세곡점,"서울특별시 강남구 헌릉로569길 13, 지상1층 110호(세곡동 , 라온프라이빗시티)",37.4668160016853,127.100039368895
컴포즈커피,서울,강남세곡점,"서울특별시 강남구 헌릉로569길 13 (세곡동, 라온 프라이빗시티)",37.4668160016853,127.100039368895
컴포즈커피,경기,광명스피돔점,경기도 광명시 광명로 721,37.4668361195073,126.845243234204
컴포즈커피,경기,광명스피돔점,"경기도 광명시 광명로 721 (광명동, 광명시돔경륜장)",37.4668361195073,126.845243234204
컴포즈커피,경기,부천옥길지음프라자점,경기도 부천시 양지로 208 1층 107호,37.4672804603163,126.824033265296
하삼동커피,경기,부천옥길점,경기도 부천시 소사구 양지로 208 지음프라자 105호,37.4672804603163,126.824033265296
스타벅스,서울,독산역,"서울특별시 금천구 가산동 673, 107-2, 1층",37.4676035637511,126.887997383269
빽다방,서울,가산AP타워점,서울특별시 금천구 가산동 673(가산디지털1로 16) 가산skv1ap타워 105호,37.4676035637511,126.887997383269
메가커피,인천,인천숭의스타디움점,"인천광역시 미추홀구 참외전로 268 (숭의동, 스타디움 센트럴시티)",37.4676423328736,126.643011577667
컴포즈커피,인천,인천숭의스타디움점,"인천광역시 미추홀구 참외전로 268 (숭의동, 스타디움 센트럴시티)",37.4676423328736,126.643011577667
더벤티,인천,인천숭의스타디움점,"인천광역시 미추홀구 참외전로 268 (숭의동, 스타디움 센트럴시티) 302동 B206호 더벤티 인천숭의스타디움점",37.4676423328736,126.643011577667
메가커피,경기,광명트레지움점,"경기도 광명시 광덕산로 26 (하안동, 광명 두산위브 트레지움)",37.4683120540749,126.872465851923
빽다방,경기,광명두산위브점,경기도 광명시 광덕산로 26,37.4683120540749,126.872465851923
스타벅스,인천,인천공항T2랜드1F,인천광역시 중구 운서동 2868 제2합동청사,37.4684322176904,126.437520618366
스타벅스,인천,인천공항T2에어,인천광역시 중구 운서동 2868 제2합동청사,37.4684322176904,126.437520618366
스타벅스,인천,인천공항T2랜드B1,인천광역시 중구 운서동 2868 제2합동청사,37.4684322176904,126.437520618366
투썸플레이스,인천,인천공항라운지점,인천광역시 중구 운서동 2868 제2여객터미널,37.4684322176904,126.437520618366
투썸플레이스,인천,인천공항T2B1F점,인천광역시 중구 제2터미널대로 446 (운서동) 인천국제공항 제2교통센터 지하1층,37.4692488244219,126.43320918812
공차,인천,인천국제공항 T2 2호점,"인천시 중구 제2터미널대로 446, 제2여객터미널 L/S 3층",37.4692488244219,126.43320918812
공차,인천,인천국제공항 T2 1호점,"인천시 중구 제2터미널대로 446, 제2여객터미널 A/S 3층",37.4692488244219,126.43320918812
폴바셋,인천,인천공항 T2 입국점,인천광역시 중구 제2터미널대로 446 제2여객터미널 1층 서편,37.4692488244219,126.43320918812
파스쿠찌,인천,센트로인천공항 랜드마크점,인천시 중구 제2터미널대로 446 인천공항 제2여객터미널 3층,37.4692488244219,126.43320918812
파스쿠찌,인천,인천공항T2라운지동편점,인천시 중구 제2터미널대로 446 인천공항 제2여객터미널 면세구역 동편,37.4692488244219,126.43320918812
파스쿠찌,인천,인천공항T2 A/S점,인천시 중구 제2터미널대로 446 인천공항 제2여객터미널 3층 면세구역,37.4692488244219,126.43320918812
던킨도너츠,인천,T2인천공항센트럴,인천광역시 중구 제2터미널대로 446 (운서동),37.4692488244219,126.43320918812
던킨도너츠,인천,T2인천공항스카이,인천광역시 중구 제2터미널대로 446 (운서동),37.4692488244219,126.43320918812
빽다방,서울,독산롯데점,"서울특별시 금천구 시흥대로 399, 시티렉스 102",37.4693591753013,126.897001948519
컴포즈커피,서울,독산롯데시네마점,"서울특별시 금천구 시흥대로 399 (독산동, 시티렉스)",37.4693591753013,126.897001948519
공차,서울,금천독산점,"서울특별시 금천구 시흥대로 399, 1층 106호 (독산동, 시티렉스)",37.4693591753013,126.897001948519
이디야,인천,간석홈플러스점,"인천광역시 남동구 경원대로 971 1층 X18,Y3(간석동, 홈플러스)",37.4695876807099,126.689107821779
던킨도너츠,인천,간석홈플러스,"인천광역시 남동구 경원대로 971 (간석동, 홈플러스) 2층",37.4695876807099,126.689107821779
메머드커피,인천,인천도화점,"인천광역시 미추홀구 숙골로87번길 2, 센타프라자 1층 111호",37.4701338984516,126.662989989833
디저트39,인천,인천 도화점,"인천광역시 미추홀구 숙골로87번길 2 (도화동, 센타프라자)",37.4701338984516,126.662989989833
메가커피,경기,부천범박힐스테이트점,"경기도 부천시 소사구 범안로 117 (범박동, 현대리치모아)",37.4712169212861,126.809587373605
디저트39,경기,부천 범박점,"경기도 부천시 범안로 117 (범박동, 현대리치모아) 1층 103호",37.4712169212861,126.809587373605
메가커피,서울,가산한화비즈점,"서울특별시 금천구 가산디지털2로 43-14, 102호(가산동 , 가산한화비즈메트로2차)",37.4724085287804,126.881497642445
메머드커피,서울,가산한화비즈메트로2차점,"서울특별시 금천구 가산동 가산디지털2로 43-14, 가산한화비즈메트로2차 1층 131호, 132호",37.4724085287804,126.881497642445
투썸플레이스,경기,위례중앙점,"경기도 성남시 수정구 위례광장로 300 (창곡동,위례중앙역중앙타워) 1층",37.4734715546921,127.14270025965
이디야,경기,위례중앙타워점,경기도 성남시 수정구 위례광장로 300 중앙타워208호,37.4734715546921,127.14270025965
컴포즈커피,경기,위례중앙점,경기도 성남시 수정구 위례광장로 300 중앙타워 1동 110호,37.4734715546921,127.14270025965
공차,경기,위례중앙타워점,"경기도 성남시 수정구 위례광장로 300, 1층 119호 (창곡동, 위례중앙역 중앙타워)",37.4734715546921,127.14270025965
더벤티,서울,가산테라타워점,서울특별시 금천구 디지털로10길 78 (가산동) 106호,37.4745325914718,126.889614189767
메머드커피,서울,가산테라타워점,"서울특별시 금천구 디지털로10길 78, 가산테라타워 105호,106호의 일부",37.4745325914718,126.889614189767
이디야,경기,부천소사스위첸점,"경기도 부천시 은성로67번길 12 (소사본동, 소새울KCC스위첸) 제2동 1층 209호",37.4755049089934,126.798819094947
메가커피,경기,부천소사스위첸점,"경기도 부천시 은성로67번길 12 (소사본동, 소새울 KCC스위첸)",37.4755049089934,126.798819094947
컴포즈커피,경기,부평소사본점,경기도 부천시 은성로67번길 12 상가 205호,37.4755049089934,126.798819094947
공차,경기,철산역점,"경기도 광명시 철산로 24, 104호(철산동, 다인빌딩)",37.4759973926928,126.869002517676
던킨도너츠,경기,광명철산,"경기도 광명시 철산로 24 (철산동, 다인빌딩)",37.4759973926928,126.869002517676
컴포즈커피,서울,에이스가산타워점,"서울특별시 금천구 디지털로 121 (가산동, 에이스가산타워)",37.4761399099716,126.880098704605
메머드커피,서울,에이스가산타워점,"서울특별시 금천구 디지털로 121, 1층 103호(가산동, 에이스가산타워)",37.4761399099716,126.880098704605
메가커피,서울,퍼블릭가산점,서울특별시 금천구 디지털로 178 (가산동),37.4764394057239,126.887331650246
빽다방,서울,퍼블릭가산점,"서울특별시 금천구 디지털로 178, 현대지식산업센터 가산퍼블릭 B동 135호",37.4764394057239,126.887331650246
공차,서울,퍼블릭가산점,"서울특별시 금천구 디지털로 178, 현대지식사업센터 가산퍼블릭 B동 1층 M-129호(가산동)",37.4764394057239,126.887331650246
메머드커피,서울,퍼블릭가산점,"서울특별시 금천구 디지털로 178, 퍼블릭가산 1층 M-115호",37.4764394057239,126.887331650246
메가커피,서울,가산아스크타워점,서울특별시 금천구 디지털로10길 37 (가산동),37.4766451549316,126.889578522942
메머드커피,서울,아스크타워점,"서울특별시 금천구 디지털로10길 37, 아스크타워 1층 126호",37.4766451549316,126.889578522942
메가커피,서울,가산한라원앤원점,"서울특별시 금천구 가산디지털2로 101 (가산동), 1층 111호",37.477043450667,126.879222554896
메머드커피,서울,한라원앤원타워점,"서울특별시 금천구 가산디지털2로 101, 1층 118호(가산동)",37.477043450667,126.879222554896
디저트39,서울,가산 한라원앤원점,서울특별시 금천구 가산디지털2로 101 (가산동),37.477043450667,126.879222554896
메가커피,서울,항동지식산업센터점,"서울특별시 구로구 부광로 88, 항동 공공주택지구 내 업무2BL 구로SK V1 center BB1 02-B호(항동)",37.4771787717297,126.816803363184
더벤티,서울,항동SKV1점,서울특별시 구로구 부광로 88 (항동) 지하1층 BB015-B호,37.4771787717297,126.816803363184
메머드커피,서울,구로SKV1점,"서울특별시 구로구 부광로 88, BB104호(항동, 구로 SK V1 center)",37.4771787717297,126.816803363184
메가커피,인천,인천부평더샵점,"인천광역시 부평구 열우물로 90 , (십정동, 더샵부평센트럴시티)",37.4773624178744,126.700993091846
컴포즈커피,인천,인천동암더샵점,"인천광역시 부평구 열우물로 90 (십정동, 더샵부평센트럴시티)",37.4773624178744,126.700993091846
더벤티,인천,부평더샵점,"인천광역시 부평구 열우물로 90 (십정동, 더샵부평센트럴시티) 상가동 F동 101호",37.4773624178744,126.700993091846
투썸플레이스,서울,송파장지역점,"서울특별시 송파구 충민로 66, B1",37.4776148442516,127.124961768886
이디야,서울,가든파이브테크노관점,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프) T-3143호",37.4776148442516,127.124961768886
메가커피,서울,가든파이브라이프점,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프)",37.4776148442516,127.124961768886
공차,서울,현대아울렛송파점,"서울특별시 송파구 충민로 66,지하1층 (문정동,가든파이브라이프)",37.4776148442516,127.124961768886
던킨도너츠,서울,가든파이브,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프), 1층 L-1050호",37.4776148442516,127.124961768886
스타벅스,서울,송파NC,서울특별시 송파구 문정동 634 가든파이브라이프 패션관1층,37.4776486857765,127.124996194218
공차,서울,NC송파점,서울특별시 송파구 문정동 634 가든파이브라이트 2016호,37.4776486857765,127.124996194218
투썸플레이스,서울,가산로데오점,서울특별시 금천구 벚꽃로 254,37.4777630224027,126.88549272849
컴포즈커피,서울,가산월드메르디앙점,서울특별시 금천구 벚꽃로 254 102호,37.4777630224027,126.88549272849
컴포즈커피,서울,가산스카이밸리점,서울특별시 금천구 가산디지털1로 142 106호,37.4784047058322,126.883358589722
메머드커피,서울,가산스카이밸리1차점,"서울특별시 금천구 가산디지털1로 142, 1층 129호(가산동, 가산 더스카이밸리 1차)",37.4784047058322,126.883358589722
메가커피,서울,가산그레이트밸리점,"서울특별시 금천구 디지털로9길 32 (가산동, 갑을그레이트밸리)",37.4795130993704,126.887511773421
메머드커피,서울,가산갑을그레이트밸리점,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 114호",37.4795130993704,126.887511773421
메가커피,서울,관악구청점,"서울특별시 관악구 관악로 164, 제1층 제111호(봉천동 , 대우디오슈페리움1단지)",37.4797395226756,126.952875619698
공차,서울,서울대입구역점,"서울특별시 관악구 관악로 164, 1층 114호",37.4797395226756,126.952875619698
디저트39,서울,관악점,"서울특별시 관악구 관악로 164 (봉천동, 대우디오슈페리움1단지)",37.4797395226756,126.952875619698
컴포즈커피,인천,영종메가타워점,인천광역시 중구 흰바위로 236 영종메가타워 119호,37.4797415980721,126.502146191327
공차,인천,영종운서중앙점,"인천광역시 중구 흰바위로 236, 1층 106,107호(운남동)",37.4797415980721,126.502146191327
투썸플레이스,서울,구로항동점,서울특별시 구로구 서해안로 2096 (항동),37.4797783622002,126.822891009792
컴포즈커피,서울,구로항동점,서울특별시 구로구 서해안로 2096 110호,37.4797783622002,126.822891009792
디저트39,서울,지타워몰점,"서울특별시 구로구 디지털로26길 38 (구로동, G-Tower) B132 (202호)",37.4798477003537,126.895318461208
폴바셋,서울,구로 G타워점,서울특별시 구로구 디지털로26길 38 1층,37.4798477003537,126.895318461208
메가커피,서울,가산어반워크점,"서울특별시 금천구 가산디지털2로 135 (가산동, 가산 어반워크I)",37.4800207661549,126.878015828177
메머드커피,서울,가산어반워크점,"서울특별시 금천구 가산동 가산디지털2로 135, 가산어반워크 1층 122호 일부",37.4800207661549,126.878015828177
공차,경기,스타필드시티위례점,"경기도 하남시 학암동 위례대로 200 스타필드시티위례점 2층, 2201호",37.4801356884837,127.148404124838
폴바셋,경기,스타필드시티 위례점,경기도 하남시 위례대로 200 4층 폴 바셋,37.4801356884837,127.148404124838
스타벅스,인천,인천공항T1에어3F,인천광역시 중구 운서동 2840 인천국제공항여객터미널(인천공항세관),37.4802969171471,126.440098064243
스타벅스,인천,인천공항T1에어4F,인천광역시 중구 운서동 2840 인천공항1터미널 에어4층,37.4802969171471,126.440098064243
스타벅스,인천,인천공항T1랜드B1,인천광역시 중구 운서동 2840 인천공항,37.4802969171471,126.440098064243
스타벅스,서울,문정하비오,서울특별시 송파구 문정동 618 파크하비오 204동 104호~107호,37.4806047633012,127.12366621502
빽다방,서울,송파하비오점,"서울특별시 송파구 문정동 618 파크하비오 204동 117,118호",37.4806047633012,127.12366621502
공차,서울,송파파크하비오점,서울특별시 송파구 문정동 618,37.4806047633012,127.12366621502
