매점명,주소,위도,경도
평내리치점,"경기 남양주시 경춘로1350번길 35 (평내동, 리치플러스) 리치플러스 1층 105호 더벤티 평내리치점",37.6503401497521,127.243298419924
대구달서SK뷰점,"대구 달서구 용산로 40 (본리동) 201동 1층 112호(본리동,달서SK뷰) 더벤티 대구달서SK뷰점",35.8415203907583,128.532217040233
청주교대점,"충북 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교) 청주교대 교육대학원 1층",36.6154291995103,127.484009466388
동탄G타워점,"경기 화성시 동탄첨단산업2로 43 (영천동) 1층 117호(영천동, 동탄G타워 지식산업센터)",37.2137126291294,127.101353119015
덕하뉴시티에일린점,울산 울주군 청량읍 덕하1로 55 (덕하리) 상가동 지1층 104호 (울산 뉴티시 에일린의뜰 2차),35.4825305718827,129.3027116699
익산배산점,"전북특별자치도 익산시 배산로3길 56 (모현동1가, 하나카센타) 1층 더벤티 익산배산점",35.945888360419,126.935967923966
거창점,"경남 거창군 거창읍 아림로 23 (상림리, 아진캐슬) 1층 더벤티 거창점",35.6851715472259,127.910573477158
김천부곡점,"경북 김천시 부곡중앙1길 79 (부곡동, 김천 푸르지오 더 퍼스트) 401동 103~104호 더벤티 김천부곡점",36.1271478971738,128.100208202586
제주김녕점,제주특별자치도 제주시 구좌읍 김녕로 124 (김녕리) 1층 더벤티 제주김녕점,33.5546797582372,126.751307914184
울산센트리지점,울산 중구 복산동 460-72 2단지 102호 더벤티 울산센트리지점,35.5607079935751,129.326727859039
평촌로데오점,"경기 안양시 동안구 관평로170번길 33 (관양동, 평촌주공공이) 1층 118-1호 (관양동, 평촌주공공이)",37.3928563453541,126.962921408261
충남서천점,충남 서천군 서천읍 서천로 166 (사곡리) 1층 더벤티,36.0826686800113,126.687555282257
강원태백점,강원특별자치도 태백시 황지로 17 (황지동) 1층 (황지동),37.1604424956829,128.990128986084
인천숭의스타디움점,"인천 미추홀구 참외전로 268 (숭의동, 스타디움 센트럴시티) 302동 B206호 더벤티 인천숭의스타디움점",37.4676423328736,126.643011577667
익산IC점,"전북특별자치도 익산시 무왕로 1592 (덕기동, 노다지식당 , 우리조명) 1층 더벤티 익산IC점",35.9712146472371,127.029961935016
포항오천시장점,경북 포항시 남구 오천읍 세계길 39 (세계리) A동 108호,35.9659107395351,129.415394000903
기장월전점,부산 기장군 기장읍 월전해안길 1 (죽성리) 1층 더벤티 기장월전점,35.2386153110953,129.24365996804
서울대점,"서울 관악구 관악로 1 (신림동, 서울대학교) 200동 2층 2007A호 (신림동, 서울대학교)",37.4662872666604,126.94815644252
연신불광점,서울 은평구 연서로 292 (불광동) 1층 더벤티,37.621619174472,126.926720824748
광주풍암2지구점,광주 서구 풍암신흥로 19-1 (풍암동) 1층 더벤티,35.120229610776,126.865709053157
마산산호점,경남 창원시 마산합포구 삼호로 55 (산호동) 2층,35.2221823483052,128.584776336968
여수화장점,전남 여수시 화산로 2 (화장동) 1층 더벤티 여수화장점,34.7708174671644,127.639032496111
경북안계점,"경북 의성군 안계면 안계시장길 30 (용기리, 안계행복플랫폼) 119호",36.3849272262,128.437790225654
전북정읍첨단점,전북특별자치도 정읍시 첨단2로 3 (신정동) 101호,35.5074417594081,126.837350559988
창원무동점,경남 창원시 의창구 북면 동곡로 5 (무동리) 1층 106호,35.3169265345836,128.58527526929
둔촌동역점,서울 강동구 양재대로89길 13 (성내동) 1층 102호,37.5264724862245,127.134713417427
평택이충점,"경기 평택시 이충로35번길 20-9 (이충동, 이충센타프라자) 1층 112호",37.0603508358434,127.066470485898
김포은여울점,"경기 김포시 김포한강8로 173-59 (마산동, e편한세상 한강신도시2차) 제상가동 제1층 제106호",37.6367046703138,126.639010119232
강릉포남점,강원특별자치도 강릉시 하평길 30 (포남동) 1층,37.7702349782029,128.911933301541
속초중앙점,강원특별자치도 속초시 청초호반로 329-1 (중앙동) 1층 더벤티 속초중앙점,38.2032578564759,128.591412103664
사천사남점,경남 사천시 사남면 조동길 14 (월성리) C동 101호,35.0633196484004,128.070307907166
이천부발점,경기 이천시 부발읍 무촌로 122 (무촌리) 1층,37.282757747329,127.487446328857
대구수성못점,대구 수성구 용학로 35-3 (상동) 1층,35.8264397277616,128.613537937008
홍성로데오점,충남 홍성군 홍성읍 조양로 140-1 (오관리) 1층,36.6016068369029,126.665334487621
양주봉양점,경기 양주시 칠봉산로 218 (봉양동) 1층 102호,37.8536775170757,127.077320819498
대전보문산점,"대전 중구 보문산공원로 486 (대사동) 1,2층",36.3122487130234,127.421280233046
숭의로터리점,인천 미추홀구 독배로 498 (숭의동) 1층,37.4618930435853,126.643829682137
서귀포상창점,제주특별자치도 서귀포시 안덕면 병악로 107 (상창리) 1층,33.2853281470376,126.365207421009
원주관설점,강원특별자치도 원주시 관설동 1701-2 1층,37.3192816200552,127.964449824067
천안상명대점,"충남 천안시 동남구 상명대길 27 (안서동, 영일빌딩) 101호",36.8328476155895,127.176208427304
거제더샵디클리브점,경남 거제시 상동5길 56 (상동동) 303동 1층 C101호,34.8653062400352,128.633033301711
부천도당점,경기 부천시 원미구 수도로 186 (도당동) 1층 일부,37.5189776149653,126.78591523384
롯데마트월드타워점,"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 롯데월드몰 지하2층 롯데마트",37.5137129859207,127.104301829165
인천청라초교점,인천 서구 청라에메랄드로133번길 5 (청라동) 1층 101호 일부,37.5368980559135,126.655940895073
구미도산초교점,경북 구미시 문장로 86-2 (도량동) 1층,36.1411709885799,128.33245431418
일산주엽역점,"경기 고양시 일산서구 중앙로 1425 (주엽동, 주엽역 삼부르네상스) 가동 116호",37.6694698446341,126.761379614122
동마산시장점,"경남 창원시 마산회원구 합성남8길 76 (합성동, 동마산시장) 가동 8,9호",35.2400366085796,128.58754489355
만안구청점,경기 안양시 만안구 안양로 122 (안양동) 1층 일부호,37.3857227545673,126.932683289623
인제신남터미널점,강원특별자치도 인제군 남면 신남로 23 (신남리) 1층,37.965953441823,128.077278268882
부산재송점,부산 해운대구 재송1로 56 (재송동) 1층 일부호,35.187481370937,129.123876305388
포항역삼구점,경북 포항시 북구 흥해읍 이인로 52 (이인리) 134동 101호,36.0742572512298,129.334639310491
칠곡왜관순심점,경북 칠곡군 왜관읍 관문로 58-8 (왜관리) 1층,35.9869082705062,128.401206867915
가산AP타워점,서울 금천구 가산디지털1로 16 (가산동) 에이피타워 1층 116-R호,37.467610225193,126.888086110324
중곡점,서울 광진구 중곡동 117-1 1층,37.5561693273958,127.08787768862
광주문흥점,광주 북구 서하로 363 (문흥동) 1층,35.1865251765341,126.920312505539
울산문수아이파크점,울산 남구 문수로423번길 8 (신정동) 1층 104호,35.5343091650863,129.299992058273
시흥소래초점,경기 시흥시 호현로49번길 4-1 1층,37.4446732243684,126.784705964295
용인신봉점,"경기 용인시 수지구 신봉2로 2 (신봉동, 센트럴500) 107호",37.3231709437751,127.078027112795
미사강변스카이폴리스점,"경기 하남시 미사강변한강로 135 (망월동, 미사강변 스카이폴리스) 가 110호",37.57657762204,127.19204652447
순천금당부영6차점,"전남 순천시 해룡면 장선배기길 272 (상삼리, 부영6차아파트) 상가동 지상1층 106호",34.9462061311856,127.530054821027
전주서신이마트점,"전북특별자치도 전주시 완산구 당산로 116 (서신동, 대봉빌딩) 1층",35.8320023840393,127.12097077192
사상공단점,부산 사상구 감전동 165-21 1층,35.1527544741288,128.97775115423
광주진곡산단점,광주 광산구 진곡산단2번로 47-60 (오선동) 1층,35.2000510818233,126.790327739924
경기양평점,경기 양평군 양평읍 양평시장길 26-1 (양근리) 102호,37.4910573409736,127.490812414485
화성봉담점,경기 화성시 봉담읍 삼천병마로 1268 (상리) 107호,37.2192421556406,126.948221550409
대전신탄진점,대전 대덕구 대청로 55 (신탄진동) 1층,36.4530367579933,127.434557798043
구미광평점,"경북 구미시 구미대로 186-22 (광평동, 푸르지오1차) 상가동 1층 103호",36.1033111454341,128.36521780575
부천오정점,"경기 부천시 오정구 오정로 242 (오정동, 낙원빌딩) 1층",37.5291487094898,126.785946581213
전주금상점,전북특별자치도 전주시 덕진구 전진로 36 (산정동) 1층,35.841474490097,127.172822084938
벡스코점,"부산 해운대구 센텀2로 19 (우동, 센텀코아) 1층 106호(입구쪽 남서측 일부)",35.1674326155799,129.132578988323
별내중앙점,경기 남양주시 별내동 1097-2 104호,37.6502749699751,127.112655313537
울산빌리브점,울산 중구 구교로 59 (학성동) 판매시설동 1층 127호,35.5558457915106,129.330947790549
대구명곡점,대구 달성군 화원읍 명곡리 105-2 1층,35.7983286245706,128.49573031404
광주화정모아타운점,"광주 서구 화정로 129 (화정동, 모아아파트) 모아아파트 105동 상가동 1층 109호",35.145353947757,126.87146160832
고덕역점,"서울 강동구 고덕로 266 (명일동, 고덕역 대명벨리온) 1층 102호",37.5546936843646,127.15511458665
대구대곡점,대구 달성군 화원읍 비슬로539길 28 (구라리) 1층,35.8107032131351,128.50848863631
포항오천힐스테이트점,"경북 포항시 남구 오천읍 중원로 16 (원리, 힐스테이트 포항) 힐스테이트포항상가 304동 101호",35.9789805464564,129.404846268058
해운대마린시티점,"부산 해운대구 마린시티3로 51 (우동, 더샵해운대아델리스) 103호",35.1540570459646,129.145834012644
대전가수원CGV점,"대전 서구 도안동로11번길 45 (도안동, KD U PLAZA) 121호",36.3054444056979,127.350578302613
안양호계점,경기 안양시 동안구 경수대로 550 (호계동) 1층 101호,37.3717755077329,126.958240922329
경북청송점,경북 청송군 진보면 진안리 121-1 1층,36.528449008319,129.046290744259
구로대륭포스트8차점,서울 구로구 디지털로26길 43 (구로동) 106호,37.4810070418126,126.89442230572
전주에코포레나점,"전북특별자치도 전주시 덕진구 세병로 21 (송천동2가, 포레나 전주에코시티) 1층 B-104호",35.8748856092856,127.128211314668
전북고창점,전북특별자치도 고창군 고창읍 중앙로 313 (교촌리) 1층,35.435057904296,126.709999246762
덕소라온프라이빗점,"경기 남양주시 와부읍 덕소로 127 (덕소리, 덕소 강변 라온프라이빗아파트) 상가동 106호",37.5839220803515,127.213289477828
여수진남시장점,전남 여수시 흥국로 11 (학동) 1층,34.7637780916978,127.663947486873
인천숭의점,인천 미추홀구 인주대로 68 (용현동) 예승프라자 1층 103호,37.4581217504009,126.64501569219
광주흑석점,광주 광산구 흑석동 597 1층 103호,35.1809489988511,126.811682716639
간석올리브점,인천 남동구 석산로 157 (간석동) 105호,37.46064044235,126.709374283429
신내역시티프라디움점,"서울 중랑구 용마산로 670 (망우동, 신내역 프라디움 더 테라스) C142호",37.6119441454331,127.102489000658
목동깨비시장점,서울 양천구 목동 615-1 1층 108호,37.5484201958428,126.864408784891
미사역점,"경기 하남시 미사강변동로 81 (망월동, 미사역 큐브앤 타워) 미사역 큐브앤 타워 1층 105호",37.5622506296228,127.192718271233
방이시장점,서울 송파구 방이동 145-35 103호,37.5115831950303,127.114420701467
일산장항공단점,경기 고양시 일산동구 장항로 233 (장항동) 1층,37.6411328221324,126.773529002665
파주산내마을점,경기 파주시 교하로 79 (목동동) 104호,37.7283367013626,126.733430655853
안산고잔포레나점,"경기 안산시 단원구 고잔동 631-3 상가 107호,108호",37.3294717370533,126.837204977482
강원영월점,강원특별자치도 영월군 영월읍 중앙로 28-3 (영흥리) 1층,37.1834346812746,128.466899618438
구미봉곡점,경북 구미시 봉곡남로 116 (봉곡동) 1층,36.1500934428663,128.314663673725
안산식물원사거리점,경기 안산시 상록구 도매시장로 87 (일동) 1층,37.3137147500082,126.862793329591
김천아포점,경북 김천시 아포읍 한지2길 30 (국사리) 1층,36.1588249532669,128.260873505781
여수신기점,전남 여수시 신기남길 34 (신기동) 102호 1층,34.7606631837706,127.672903560299
아산용화점,충남 아산시 용화동 623 1층,36.7757830583982,126.998466714508
구로삼성IT밸리점,"서울 구로구 디지털로33길 27 (구로동, 삼성IT밸리) 1층 107-2호",37.4860566025335,126.894669265147
송파역점,서울 송파구 송파대로38길 2-5 (송파동) 104호,37.5004507557721,127.112150275898
부산연제레이카운티점,부산 연제구 아시아드대로 39 (거제동) 상가동 1층 150호,35.1899959215514,129.066108752828
광주경안중앙점,"경기 광주시 경안로 13-1 (경안동, 경안빌딩) 1층",37.4098242437646,127.259431554633
전남곡성점,전남 곡성군 곡성읍 군청로 11 (읍내리) 1층,35.2791563805547,127.293329031642
구미문성점,경북 구미시 고아읍 문성리 1854 1층,36.1592825388853,128.347297007215
가산KS타워점,서울 금천구 벚꽃로36길 30 (가산동) 1층 101호,37.480670830247,126.885102981454
인천예술회관점,인천 남동구 구월동 1371-3 1층,37.4470206997926,126.697812433318
김해외동점,"경남 김해시 함박로 121 (외동, 덕산아파트상가) 207동 108호",35.2322557772637,128.867484000725
아산탕정시티점,충남 아산시 탕정면 용머리길 40 (용두리) 2동 101호,36.7952344813672,127.051267905638
목포용해이로점,전남 목포시 송림로 73 (용해동) 1층,34.8058560283434,126.40512823613
마산중리점,"경남 창원시 마산회원구 내서읍 중리상곡로 90 (중리, 태산프라자) 1층 106호",35.2485592222472,128.509599449932
인천청천초점,"인천 부평구 산청로 97 (청천동, e편한세상부평그랑힐스) 8동 1층 808호",37.5190073416627,126.700963642402
인천법원점,"인천 미추홀구 학익동 244-33 101,102호",37.4413309098284,126.668826876819
올림픽공원역점,"서울 송파구 양재대로 1222 (방이동, 올림픽프라자) 1층 202호",37.5157276361757,127.131063164753
화곡중앙점,서울 강서구 화곡로 116 (화곡동) 1층,37.539896232504,126.834722978726
외대역점,서울 동대문구 휘경로 17 (이문동) 1층,37.5957848132603,127.062173621013
안산반월공단점,"경기 안산시 단원구 풍전로 37-9 (원곡동, 트리플렉스) 301동 1층 111호",37.3253239521613,126.788661803578
광교풍경채어바니티점,경기 용인시 기흥구 영덕동 751-3 광교풍경채어바니티 상가3동 D122호,37.2778227962424,127.074495882949
동해동회점,강원특별자치도 동해시 효자남길 40 (동회동) 1층 101호,37.4898051258531,129.108514712616
한남오거리점,서울 성북구 대사관로 80 (성북동) 1층,37.5977532776205,126.992028426397
서울시청점,"서울 중구 남대문로9길 40 (다동, 센터플레이스(Center Place)) 센터플레이스 1층 101-1호",37.5671421016237,126.980368823536
전주안골점,전북 전주시 덕진구 인후동1가 756-18 1층,35.8395054912724,127.155834355182
아산탕정호반써밋점,"충남 아산시 탕정면 갈산샛들로 57 (갈산리, 호반써밋 그랜드마크 Ⅰ(1차)) 단지내상가 109호",36.7960227981426,127.065536171607
인천용현금호점,인천 미추홀구 매소홀로 63 (용현동) 1층 105호,37.4501968761483,126.633282848235
고덕비즈밸리점,서울 강동구 고덕동 343-2 A-129호,37.565668823633,127.15996404704
광주금남롯데점,광주 동구 제봉로 221-31 (대인동) 1층 104호,35.1540636118295,126.912885718373
용인양지점,경기 용인시 처인구 양지면 양지로 115 (양지리) 1층,37.2346365485349,127.281070988717
공릉역점,서울 노원구 공릉동 383-7 1층,37.6260412173162,127.07240559402
경북봉화점,경북 봉화군 봉화읍 봉화로 1186 (내성리) 1층,36.8903213955966,128.739743085171
병점역점,경기 화성시 병점노을4로 29 (병점동) 104호,37.2058707494187,127.031893706092
주안힐스테이트푸르지오점,인천 미추홀구 주안동 1452-2 116호,37.4587798,126.679789
포항시청점,경북 포항시 남구 대이로 56 (대잠동) 102호,36.0202718187321,129.34129985348
해남구교점,전남 해남군 해남읍 구교3길 16 (구교리) 1층 102호,34.5780768225959,126.59279894843
배곧성당점,"경기 시흥시 배곧5로 66-7 (배곧동, 더 프리미엄 타워) 1층",37.3821400563113,126.734719591414
포항청하점,경북 포항시 북구 청하면 청하로 186 (미남리) 1층,36.1960194295605,129.339426706401
한국산업안전보건공단점,울산 중구 종가로 400 (성안동) 한국산업안전보건공단 본부/교육/연구동 1층,35.5650061834461,129.319845814157
대구경대해링턴점,"대구 동구 경대로 126 (신암동, 해링턴플레이스동대구아파트) 308동 1층 6호",35.888901017855,128.617457947447
칠곡관음점,대구 북구 칠곡중앙대로 457 (관음동) 1층 103호,35.9365955046054,128.548740606375
강릉금학점,강원특별자치도 강릉시 신대학길 44 (금학동) 1층,37.7544002927412,128.897529414985
안산사동중앙점,"경기 안산시 상록구 항가울로 28 (사동, e편한세상 상록) 102동 103호",37.2846219757028,126.848086280328
옥정신도시점,경기 양주시 옥정서로 221 (옥정동) 한길메디프라자 101호 1층,37.8328349276169,127.088371237211
진접광릉점,"경기 남양주시 진접읍 광릉내로 107 (팔야리, 선진상운수매점) 1층",37.7466615225456,127.205543159656
보령시청점,충남 보령시 명천로3길 20 (명천동) 1층,36.3356221314456,126.608572074894
미아롯데점,"서울 강북구 미아동 860-296 ,",37.6138548442058,127.031023883512
여수덕양점,전남 여수시 소라면 덕양로 374 (덕양리) 1층,34.7914443389162,127.633506775403
광주매곡점,광주 북구 매곡동 214-16 상가동 104호,35.1899338273725,126.894489969485
롯데마트서울역점,"서울 중구 한강대로 405 (봉래동2가, 경부고속철도서울민자역사) 2층",37.5547278494914,126.969526329341
검암로열파크2단지점,"인천 서구 한들로 73 (백석동, 검암역로열파크씨티푸르지오2단지) 1층",37.5780524279041,126.669139597591
구미사곡역점,경북 구미시 상사서로 176 (사곡동) 1층,36.0980929535561,128.357482259719
시흥능곡점,"경기 시흥시 장현능곡로 178 (능곡동, 능곡타운) 능곡타운 107호",37.369608862409,126.809914691134
논산건양대점,충남 논산시 시민로132번길 48 (내동) 116호,36.1806956397991,127.106113918493
대구테크노폴리스점,대구 달성군 현풍읍 테크노상업로2길 10 (중리) 1층 106호,35.6918958174068,128.454707656987
울산과학대학교동부캠퍼스점,"울산 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스) 제1대학관 학생식당 제2층",35.4947681325569,129.416053037787
천안불당초점,"충남 천안시 서북구 불당4로 39-24 (불당동, 김밥천국) 1동, 1층",36.8061057929604,127.109891960133
광주첨단비아고점,"광주 광산구 첨단중앙로181번길 42-25 (월계동, 첨단 선경아파트) 상가1층",35.2214102164062,126.83403219168
인천완정점,"인천 서구 완정로 8 (마전동, 영진빌딩) 1층",37.594358173643,126.672891481707
센텀점,"부산 해운대구 센텀중앙로 60 (우동, 퍼스트인센텀) 1층 102호",35.1738293291721,129.128860387516
평택안중점,"경기 평택시 안중읍 안현로서8길 57 (현화리, 붐붐프라자) 112호",36.9790858343848,126.919416463803
인천남촌점,"인천 남동구 호구포로535번길 39 (남촌동, 대성테크노) 1층 102호",37.4298968542992,126.716048944242
울산무거위브자이점,"울산 남구 북부순환도로 35 (무거동, 무거위브자이) 701동 101호",35.5534263680859,129.265468322426
하남덕풍점,경기 하남시 덕풍동 381-6 1층,37.5409853517473,127.199949224084
충북금왕점,충북 음성군 금왕읍 무극로 279 (무극리) 1층,36.9929948694005,127.592616431066
신도림이편한점,"서울 구로구 경인로59길 7 (신도림동, 신도림6차e-편한세상) 제상가동 제1층 제109호",37.505393300511,126.882555239781
신용산역점,"서울 용산구 한강대로 95 (한강로2가, 래미안용산 더 센트럴) 지하1층 B145호",37.5288173852679,126.966653789116
창녕남지점,경남 창녕군 남지읍 낙동로 490 (남지리) 1층,35.3887679320663,128.4780456504
김포장기중점,경기 김포시 청송로 8 (장기동) 1동 105호,37.646952857565,126.665317691522
전주장승로점,전북 전주시 완산구 장승배기로 261 (평화동1가) 1층,35.7987604387328,127.140622373196
오목천역점,경기 수원시 권선구 삼천병마로1566번길 11 (오목천동) 1층 102호,37.2427827087659,126.963657754055
남원한빛중점,전북 남원시 오들로 46 (월락동) 1층,35.422381580354,127.40149262811
구로우림이비지2차점,"서울 구로구 디지털로33길 12 (구로동, 우림이비지센터2차) 110호",37.4865551001079,126.896162097676
문경시청점,"경북 문경시 당교로 233 (모전동, 문경 브리티시) 1층 101호",36.5861426089016,128.188643064453
대전복합터미널점,"대전 동구 동서대로 1689 (용전동, 대전복합터미널(서관)) 1층 EW107호",36.3503349793975,127.436711042049
고양행신점,"경기 고양시 덕양구 중앙로557번길 11 (행신동, 삼정플라자) 1층",37.6229523104023,126.835014801534
제주서귀포점,제주특별자치도 서귀포시 중앙로 38 (서귀동) 1층,33.2480320509677,126.561977732414
서울중계초점,"서울 노원구 한글비석로 363 (중계동, 삼정빌딩) 1층",37.6579746148816,127.074441267015
충무로점,"서울 중구 충무로 13 (충무로3가, 엘크루 메트로시티) 1층 101호",37.5622475805013,126.992632763392
가산모비우스점,서울 금천구 가산디지털2로 169-23 (가산동) 109-4호,37.4822065572122,126.876746876723
대구만촌점,"대구 수성구 청호로 490 (만촌동, 해링턴플레이스 만촌) 상가동 120호",35.8581620546306,128.645866142016
충주시청점,"충북 충주시 국원대로 189 (금릉동, 충주클리닉빌딩) 101호",36.9884563898285,127.928030397746
광주금호이지더원점,광주 서구 화개중앙로 115 (금호동) 1층,35.1285138205563,126.851748713902
성북천점,서울 동대문구 한빛로 40 (신설동) 1층,37.5783951334742,127.02709273163
인천동양점,"인천 계양구 양지로 32 (동양동, 이조빌딩) 101호",37.5616437433195,126.755343948455
전주송천센트럴파크점,"전북 전주시 덕진구 송천로 1 (송천동1가, 송천동센트럴파크아파트) 1층 2-125호",35.8585598651555,127.117910508584
광주대점,광주 남구 효덕로 286 (진월동) 1층,35.1090730144082,126.89719885542
전주아중노동청사점,전북 전주시 덕진구 건산로 274 (인후동1가) 1층,35.8353760763547,127.166934535245
대구황금캐슬점,"대구 수성구 청수로 261 (황금동, 캐슬골드파크 4단지) 1층 108호",35.8410029463375,128.636497723636
용현SK뷰점,"인천 미추홀구 용정공원로 33 (용현동, 인천 SK Sky VIEW) 제비동 1층 107,108호",37.4520149469249,126.64506286268
전남도청점,전남 무안군 삼향읍 남악3로82번길 35 (남악리) 1층,34.8131331586749,126.464408626334
양주옥빛점,경기 양주시 옥정로 152 (옥정동) 가하프라자 108호,37.8149923373873,127.091043010991
광주월계점,광주 광산구 월계로 112 (월계동) 1층,35.213478201679,126.837654354949
쌍문역점,서울 도봉구 쌍문동 88-21 1층,37.6494004717132,127.034826809787
부산사직점,부산 동래구 사직북로 21 (사직동) 1층,35.1977068105598,129.060252783274
도봉보건소사거리점,서울 도봉구 도봉로 586 (창동) 1층,37.6568596863776,127.04000514919
제주세화점,제주특별자치도 제주시 구좌읍 구좌로 50 (세화리) 1층,33.5229907535252,126.856726102127
구미산동점,경북 구미시 산동읍 동백로 6 (적림리) 1층,36.1691501466726,128.436439119589
광주방림점,"광주광역시 남구 용대로 132 (봉선동, 명지아파트) 1층",35.127965726969,126.918417115044
안양박달시장점,경기 안양시 만안구 양화로135번길 5 (박달동) 1층,37.4045517026358,126.908907583271
금호점,"서울 성동구 장터길 24 (금호동4가, 설당빌딩) 1층 101호",37.5482015074099,127.018575155729
완주봉동중앙점,전북 완주군 봉동읍 봉동로 158 (장기리) 1층 102호,35.9391005218366,127.16835703183
구미선산점,경북 구미시 선산읍 남문로 56 (동부리) 1층,36.2424357546496,128.301511856502
남위례역점,경기 성남시 수정구 창곡동 562 1층,37.4656904455298,127.140432625097
대구성서점,"대구 달서구 이곡공원로 33 (이곡동, 성서동서화성타운) 107동 1층 103호",35.8556879580002,128.512199699931
송내현대점,경기 부천시 성주로 80 (송내동) 1층 일부호,37.4797112525207,126.76507604019
구미인의점,경북 구미시 인의동 688-6 동산빌딩 1층,36.0996065862758,128.426145454334
순천왕지점,"전남 순천시 왕궁길 4 (조례동, 안경나라) 1층",34.953986162316,127.53288362228
종로5가점,"서울 종로구 종로31길 34 (연지동, 연지빌딩) 1층",37.5723572526528,126.999460154244
루원대성베르힐2차점,"인천 서구 서곶로 50 (가정동, 루원시티 대성베르힐 더 센트로) 판매4동 B240호",37.5232157453463,126.678802214186
구리갈매아너시티점,"경기 구리시 갈매순환로166번길 45 (갈매동, 구리갈매 아너시티) 107호",37.6347039369487,127.123335648168
구미3공단점,"경북 구미시 3공단1로 284 (임수동, 태영빌딩) 1층",36.1072632774789,128.402442533299
대전법원점,"대전 서구 둔산중로 66 (둔산동, 메트로팰리스) 1층 114호",36.3526384723335,127.387256579221
광주농성역점,광주 서구 죽봉대로 15 (화정동) 1층,35.154606418351,126.883127307453
영암삼호점,전남 영암군 삼호읍 대불주거로 161-1 (용앙리) 더벤티 영암삼호점,34.7529139782379,126.457193022683
연신내역사거리점,서울 은평구 연서로 230 (대조동) 1층,37.6185411912403,126.920817325713
강서고점,서울 양천구 목동중앙남로 24-1 (목동) 1층,37.5362731480244,126.867701330408
잠실파크리오점,"서울 송파구 올림픽로35길 10 (신천동, 파크리오) B동 146호",37.5203136784994,127.113265160573
대전둔산타임월드점,"대전 서구 둔산로 14 (둔산동, 그린코아) 1층 106,110호",36.3521819835995,127.375381212824
천안신방점,"충남 천안시 동남구 수곡로 67 (신방동, 충무랜드) 1층 101호",36.7887771497392,127.126972805441
창원신월점,"경남 창원시 성산구 상남로202번길 40 (신월동, 새달상가) 신월동근린생활시설 1층 102호",35.2276032728543,128.691709281009
보라매타운점,"서울 동작구 보라매로5가길 7 (신대방동, 캐릭터 그린빌) 108-2호",37.4919541191175,126.924968681319
효자탑마트점,전북 전주시 완산구 거마평로 197 (효자동1가) 1층 일부호,35.8100478474541,127.114930129631
구로이앤씨6차점,"서울 구로구 디지털로31길 41 (구로동, 이앤씨벤처드림타워6차) 1층 111호, 111-1호",37.4851717992188,126.892751304432
포항효자시장점,경북 포항시 남구 효자동길 2 (효자동) 다온 101호,36.007853673717,129.330398930981
원주문막점,강원 원주시 문막읍 건등리 1700-5 1층,37.3141621695005,127.821171796379
전주금암기린대로점,전북 전주시 덕진구 기린대로 408 (금암동) 1층 104호,35.8383846479702,127.131682709565
시흥거모점,"경기 시흥시 도일로 143 (거모동, 미래치과) 1층 일부호",37.3430168597425,126.785119074698
구미문화예술회관점,경북 구미시 백산로 145 (송정동) 상가동 104호,36.1191492380299,128.349076597334
녹번역힐스테이트점,서울 은평구 녹번동 282 상가A동 지하3층 103호,37.6017858743741,126.936661658569
남양주평내점,경기 남양주시 평내동 578-3 107호,37.6454099197501,127.234971428962
홍제역점,"서울 서대문구 통일로 472 (홍제동, 효신빌딩) 1층",37.590500092777,126.942726231995
전주휴먼시아점,전북 전주시 완산구 호암로 19 (효자동2가) 1층 104호,35.8091921337319,127.09677341827
김천혁신도시점,경북 김천시 혁신4로 59 (율곡동) 1층,36.1214665837598,128.188026337768
광주하남3지구점,광주 광산구 고봉로 67 (하남동) 1층,35.1819333156493,126.799791879212
제천중앙점,충북 제천시 중앙로1가 113-4 1층,37.1376537986456,128.210918752382
마포트라팰리스점,"서울 마포구 마포대로 53 (도화동, 마포트라팰리스) 마포트라팰리스 119호",37.5414321628548,126.947054064308
부천원종초점,"경기 부천시 소사로 701 (원종동, 성산빌딩) 1층",37.5187295509985,126.804617238233
대모산입구역점,"서울 강남구 개포로 615 (개포동, 석탑프라자) 석탑프라자 지상1층 104호",37.4926580850327,127.07558248914
포항남구청점,경북 포항시 남구 대도동 169-29 1층,36.0099898310678,129.361427778989
롯데마트춘천점,"강원 춘천시 방송길 84 (온의동, 롯데마트) 1층",37.8686076774981,127.718092618251
양산범어점,"경남 양산시 물금읍 삽량로 30 (범어리, 디온플레이스) 더벤티 양산범어점",35.3286660443935,129.012834298879
전주KBS점,전북 전주시 완산구 마전들로 74 (효자동3가) 1층,35.8208460374366,127.103521639678
인천마전점,"인천 서구 완정로 43 (마전동, 마전프라자) 1층 103호",37.5959155982802,126.669294462617
광주첨단비즈타워점,광주 북구 첨단연신로 45 (연제동) 첨단리채비즈타워지식산업센터 A-119호,35.2014768439792,126.863473849477
익산어양점,"전북 익산시 궁동로 126 (부송동, 까투리) 1층 103호",35.9624903332481,126.985230199861
마포더클래시점,"서울 마포구 신촌로28길 8 (아현동, 마포 더 클래시) 상가2동 14호",37.5561679924783,126.948890081163
인천남동공단점,인천 남동구 고잔동 172-2 1층,37.3949107093632,126.71301291892
