지역,매장명,주소,위도,경도
서울,역삼아레나빌딩,서울특별시 강남구 역삼동 721-13 아레나빌딩,37.50104644973,127.042641148883
서울,논현역사거리,서울특별시 강남구 논현동 142-2 정일빌딩,37.5102479560852,127.022377161437
서울,신사역성일빌딩,서울특별시 강남구 논현동 18-4 성일빌딩,37.5145410589102,127.020398086043
서울,국기원사거리,서울특별시 강남구 역삼동 648-22 동찬빌딩,37.4996154072149,127.031675674624
서울,대치재경빌딩,서울특별시 강남구 대치동 599 대원빌딩,37.4945251841943,127.062583860867
서울,봉은사역,서울특별시 강남구 삼성동 108-6 JBK TOWER 빌딩,37.5151583706198,127.061754326885
서울,압구정윤성빌딩,서울특별시 강남구 신사동 592 윤성빌딩,37.5228338188921,127.028577064787
서울,코엑스별마당,서울특별시 강남구 삼성동 159 코엑스,37.5125211887102,127.058819250731
서울,삼성역섬유센터R,서울특별시 강남구 대치동 944-31 한국섬유산업연합회,37.5074152615048,127.059766421967
서울,압구정R,서울특별시 강남구 신사동 621-1,37.5274117130375,127.033094660626
서울,수서역R,서울특별시 강남구 수서동 715 수서빌딩,37.4880040453925,127.102663964401
서울,양재강남빌딩R,서울특별시 강남구 도곡동 956 LG전자 강남R&D센터,37.485331033076,127.036613971589
서울,선릉동신빌딩R,서울특별시 강남구 삼성동 141-28 동신빌딩,37.5056224863764,127.048895022335
서울,봉은사로선정릉,서울특별시 강남구 삼성동 114-9 올림푸스타워,37.5113326123349,127.048437271575
서울,강남오거리,"서울특별시 강남구 역삼동 813-17 1,2,3층",37.5020952214486,127.026666599058
서울,스타필드코엑스몰R,서울특별시 강남구 삼성동 159 코엑스  A106호,37.5125211887102,127.058819250731
서울,강남구청정문,서울특별시 강남구 청담동 44-12 대륭빌딩,37.5185528997739,127.045011420672
서울,도곡공원,서울특별시 강남구 역삼동 788-10,37.4931124038303,127.041267813816
서울,강남R,서울특별시 강남구 역삼동 825 미진프라자 1층 101호,37.4978465164331,127.028637088301
서울,대치은마사거리,서울특별시 강남구 대치동 941-19 진흥빌딩,37.4989051789315,127.058678857168
서울,청담영동대로,서울특별시 강남구 청담동 132-1 삼청빌딩,37.5222144052161,127.056518242613
서울,압구정,서울특별시 강남구 신사동 609 이소니프라자,37.526326136427,127.029543616511
서울,신사가로수,서울특별시 강남구 신사동 533-11,37.5219156609709,127.022493315786
서울,청담스타R,서울특별시 강남구 청담동 89-4,37.5252738573568,127.041774348273
서울,강남우성,서울특별시 강남구 역삼동 832-3 강남역 쉐르빌,37.4929779309704,127.030420407994
서울,학동사거리,서울특별시 강남구 논현2동 93-2번지,37.522401937276,127.03796308963
서울,대치사거리,서울특별시 강남구 대치동 960-5 티아빌딩,37.5033846976183,127.058884010648
서울,포스코사거리,서울특별시 강남구 삼성동 157-36 화진빌딩,37.5083788108335,127.056250275856
서울,을지병원사거리,서울특별시 강남구 논현동 59-8 구산빌딩,37.5194107269823,127.028584582558
서울,신사역,서울특별시 강남구 논현동 1-3 렉스타워,37.5162586039313,127.020619465459
서울,도곡역,서울특별시 강남구 대치동 651,37.4922080930914,127.057381137664
서울,서울세관사거리,서울특별시 강남구 논현동 238-5 한국건설기술인협회,37.5151626175349,127.03574694194
서울,청담사거리,서울특별시 강남구 청담동 6-5 리츠타워,37.5237881794577,127.046857493413
서울,한티역,서울특별시 강남구 대치동 1024 디마크빌딩 101호,37.496688097745,127.055263776459
서울,역삼초교사거리,서울특별시 강남구 역삼동 830-71,37.4941456594862,127.033018121173
서울,코엑스몰,서울특별시 강남구 삼성동 159 코엑스 O103호,37.5125211887102,127.058819250731
서울,가로수길,서울특별시 강남구 신사동 529-10 1~2층,37.5232037161365,127.021626149662
서울,역삼대로,서울특별시 강남구 역삼동 678-39번지 한국고등교육재단빌딩1층,37.501824356628,127.039055545454
서울,역삼포스코,서울특별시 강남구 역삼동 735-3번지 P&S TOWER,37.4994358482995,127.033590643935
서울,강남대로,서울특별시 강남구 역삼동 809-10번지 한석타워 2층 1-2호,37.503180982562,127.025630022516
서울,청담,서울특별시 강남구 청담동 52-1 인희빌딩 1층,37.5241804495786,127.051051097026
서울,삼성교,서울특별시 강남구 대치동 1001-8 외 2필지 동남유화빌딩1층,37.5078342454691,127.065186123707
서울,학동역,서울특별시 강남구 논현동 87,37.5146537023346,127.030723973085
서울,대치,서울특별시 강남구 대치동 988-17 대진빌딩,37.5000356671156,127.060649424393
서울,신세계푸드마켓도곡,서울특별시 강남구 도곡동 467-17 타워팰리스Ⅱ F 지하1층,37.4897107879722,127.054490523453
