매장코드,매장명,주소,오픈날짜,위도,경도
1509,역삼아레나빌딩,서울특별시 강남구 역삼동 721-13 아레나빌딩,2019-06-13,37.50104644973,127.042641148883
1434,논현역사거리,서울특별시 강남구 논현동 142-2 정일빌딩,2018-11-23,37.5102479560852,127.022377161437
1595,신사역성일빌딩,서울특별시 강남구 논현동 18-4 성일빌딩,2019-12-19,37.5145410589102,127.020398086043
1527,국기원사거리,서울특별시 강남구 역삼동 648-22 동찬빌딩,2019-07-31,37.4996154072149,127.031675674624
1468,대치재경빌딩,서울특별시 강남구 대치동 599 대원빌딩,2019-02-14,37.4945251841943,127.062583860867
1640,봉은사역,서울특별시 강남구 삼성동 108-6 JBK TOWER 빌딩,2020-05-28,37.5151583706198,127.061754326885
1650,압구정윤성빌딩,서울특별시 강남구 신사동 592 윤성빌딩,2020-05-29,37.5228338188921,127.028577064787
1626,코엑스별마당,서울특별시 강남구 삼성동 159 코엑스,2020-04-16,37.5125211887102,127.058819250731
1438,삼성역섬유센터R,서울특별시 강남구 대치동 944-31 한국섬유산업연합회,2018-11-23,37.5074152615048,127.059766421967
1411,압구정R,서울특별시 강남구 신사동 621-1,2018-08-31,37.5274117130375,127.033094660626
1389,수서역R,서울특별시 강남구 수서동 715 수서빌딩,2018-06-27,37.4880040453925,127.102663964401
1404,양재강남빌딩R,서울특별시 강남구 도곡동 956 LG전자 강남R&D센터,2018-08-24,37.485331033076,127.036613971589
1355,선릉동신빌딩R,서울특별시 강남구 삼성동 141-28 동신빌딩,2018-03-30,37.5056224863764,127.048895022335
1348,봉은사로선정릉,서울특별시 강남구 삼성동 114-9 올림푸스타워,2018-03-06,37.5113326123349,127.048437271575
1255,강남오거리,"서울특별시 강남구 역삼동 813-17 1,2,3층",2017-08-18,37.5020952214486,127.026666599058
1211,스타필드코엑스몰R,서울특별시 강남구 삼성동 159 코엑스  A106호,2017-05-02,37.5125211887102,127.058819250731
1188,강남구청정문,서울특별시 강남구 청담동 44-12 대륭빌딩,2017-03-23,37.5185528997739,127.045011420672
1263,도곡공원,서울특별시 강남구 역삼동 788-10,2017-08-25,37.4931124038303,127.041267813816
1258,강남R,서울특별시 강남구 역삼동 825 미진프라자 1층 101호,2017-08-16,37.4978465164331,127.028637088301
1099,대치은마사거리,서울특별시 강남구 대치동 941-19 진흥빌딩,2016-08-12,37.4989051789315,127.058678857168
1154,청담영동대로,서울특별시 강남구 청담동 132-1 삼청빌딩,2016-12-23,37.5222144052161,127.056518242613
1084,압구정,서울특별시 강남구 신사동 609 이소니프라자,2016-06-23,37.526326136427,127.029543616511
1159,신사가로수,서울특별시 강남구 신사동 533-11,2016-12-27,37.5219156609709,127.022493315786
1146,청담스타R,서울특별시 강남구 청담동 89-4,2016-12-14,37.5252738573568,127.041774348273
1129,강남우성,서울특별시 강남구 역삼동 832-3 강남역 쉐르빌,2016-11-10,37.4929779309704,127.030420407994
991,학동사거리,서울특별시 강남구 논현2동 93-2번지,2015-09-11,37.522401937276,127.03796308963
1062,대치사거리,서울특별시 강남구 대치동 960-5 티아빌딩,2016-05-12,37.5033846976183,127.058884010648
1038,포스코사거리,서울특별시 강남구 삼성동 157-36 화진빌딩,2016-02-24,37.5083788108335,127.056250275856
914,을지병원사거리,서울특별시 강남구 논현동 59-8 구산빌딩,2015-04-22,37.5194107269823,127.028584582558
863,신사역,서울특별시 강남구 논현동 1-3 렉스타워,2014-12-11,37.5162586039313,127.020619465459
825,도곡역,서울특별시 강남구 대치동 651,2014-08-28,37.4922080930914,127.057381137664
815,서울세관사거리,서울특별시 강남구 논현동 238-5 한국건설기술인협회,2014-07-31,37.5151626175349,127.03574694194
734,청담사거리,서울특별시 강남구 청담동 6-5 리츠타워,2014-02-20,37.5237881794577,127.046857493413
687,한티역,서울특별시 강남구 대치동 1024 디마크빌딩 101호,2013-11-08,37.496688097745,127.055263776459
752,역삼초교사거리,서울특별시 강남구 역삼동 830-71,2014-03-26,37.4941456594862,127.033018121173
744,코엑스몰,서울특별시 강남구 삼성동 159 코엑스 O103호,2014-03-01,37.5125211887102,127.058819250731
672,가로수길,서울특별시 강남구 신사동 529-10 1~2층,2013-10-04,37.5232037161365,127.021626149662
632,역삼대로,서울특별시 강남구 역삼동 678-39번지 한국고등교육재단빌딩1층,2013-06-25,37.501824356628,127.039055545454
636,역삼포스코,서울특별시 강남구 역삼동 735-3번지 P&S TOWER,2013-07-09,37.4994358482995,127.033590643935
630,강남대로,서울특별시 강남구 역삼동 809-10번지 한석타워 2층 1-2호,2013-06-20,37.503180982562,127.025630022516
667,청담,서울특별시 강남구 청담동 52-1 인희빌딩 1층,2013-09-17,37.5241804495786,127.051051097026
607,삼성교,서울특별시 강남구 대치동 1001-8 외 2필지 동남유화빌딩1층,2013-04-23,37.5078342454691,127.065186123707
251,학동역,서울특별시 강남구 논현동 87,2004-08-30,37.5146537023346,127.030723973085
200,대치,서울특별시 강남구 대치동 988-17 대진빌딩,2003-05-09,37.5000356671156,127.060649424393
198,신세계푸드마켓도곡,서울특별시 강남구 도곡동 467-17 타워팰리스Ⅱ F 지하1층,2003-01-15,37.4897107879722,127.054490523453
180,삼성,서울특별시 강남구 삼성동 144-25 태리타워 1층,2002-03-29,37.507038444864,127.05555460854
170,선릉세화빌딩,서울특별시 강남구 대치동 889-70 세화빌딩 1층,2001-11-10,37.5042266383338,127.049353960289
158,압구정역,서울특별시 강남구 신사동 580-2 관영빌딩 1층 지하1층,2001-03-10,37.5265162500329,127.027674903056
283,압구정로,서울특별시 강남구 신사동 635-13,2007-12-21,37.5268060405864,127.034729575092
279,구역삼사거리,서울특별시 강남구 역삼동 747-21,2008-05-28,37.4959270612276,127.038871314444
278,큰길타워,서울특별시 강남구 역삼동 677-25 큰길타워,2005-03-10,37.5023662011258,127.040716940362
275,강남구청역,서울특별시 강남구 논현동 241-7 웰빙센터 1층,2005-04-20,37.5166218046392,127.041240374346
274,대치역,서울특별시 강남구 대치동 507 윈플러스상가 107호,2005-05-10,37.4933577446877,127.06190904547
272,포이,서울특별시 강남구 개포4동 1229-1,2005-05-30,37.477819433552,127.045145708959
19,아크플레이스,서울특별시 강남구 역삼동 736-1,2006-04-21,37.4997200069753,127.034898308484
3,학여울역,서울특별시 강남구 대치동 994-10,2006-02-23,37.4980366358714,127.068504275893
989,선정릉역,서울특별시 강남구 삼성2동 37-17 에프오빌딩,2015-09-22,37.5107845245754,127.044563719621
58,삼성현대힐,서울특별시 강남구 삼성동 51번지,2008-12-05,37.5135170643923,127.052721367299
266,GS타워,서울특별시 강남구 역삼동 679,2005-08-06,37.5020942117804,127.036798241165
259,압구정미소,서울특별시 강남구 신사동 583-3,2004-12-10,37.5240586195597,127.02791619781
258,선릉역,서울특별시 강남구 역삼동 708-6 LG화재 빌딩,2004-11-19,37.5039455076219,127.048525124049
484,코엑스사거리,서울특별시 강남구 삼성동 91-31,2012-02-27,37.5153904993306,127.060124109905
471,역삼럭키,서울특별시 강남구 역삼동 798-30,2012-01-10,37.4922704219747,127.039392857239
394,신압구정,서울특별시 강남구 신사동 639-7번지,2011-06-07,37.5281410850739,127.036424573289
306,아크로힐스논현,서울특별시 강남구 역삼동 681번지 금강빌딩 1-2층,2009-12-23,37.5089923904565,127.040405320681
497,강남비젼타워,서울특별시 강남구 역삼동 826-26번지 1층 101호,2012-03-30,37.4965550378067,127.029635243676
338,압구정로데오역,"서울특별시 강남구 청담동 84-3번지 삼원빌딩 1,2층",2010-08-31,37.5265470311789,127.040574639224
316,르네상스사거리,서울특별시 강남구 역삼동 706-1번지,2010-03-25,37.5025915886454,127.044102404245
325,포스코,서울특별시 강남구 대치동 942-5번지 1층,2010-07-14,37.5057904852548,127.057945939871
565,선릉로,서울특별시 강남구 역삼동 697-45 대흥빌딩 1층,2012-11-14,37.5066524676428,127.044694155343
430,논현힐탑,서울특별시 강남구 논현동 216-5번지,2011-08-29,37.5121152792389,127.03216935628
433,도산가로수길,서울특별시 강남구 논현동 5번지 2층,2011-09-07,37.5173956168716,127.023328677054
2319,매봉역,서울특별시 강남구 도곡동 411-19 지앤지빌딩,2024-09-10,37.4852598657284,127.041739620957
2520,호림아트센터,서울특별시 강남구 신사동 651-24 호림아트센터 1빌딩,2026-01-30,37.5230066526342,127.0357744402
2497,청담역6번출구,"서울특별시 강남구 삼성동 65-5, 65-10",2025-12-11,37.5166093665183,127.051776999127
2509,강남자곡,"서울특별시 강남구 자곡동 650, 107~109호",2025-12-26,37.4730637068202,127.10244727289
1760,대치한티,서울특별시 강남구 대치동 922-1 SH타워,2021-01-28,37.4987632019667,127.052099075046
2125,개포동,서울특별시 강남구 개포동 167-9,2023-04-21,37.4828433295191,127.060721566478
1873,수서역사거리,서울특별시 강남구 수서동 724 로즈데일오피스텔,2021-09-29,37.4873267937748,127.103140081887
1710,코엑스아셈타워,서울특별시 강남구 삼성동 159 코엑스아셈타워 AT-01호,2020-11-04,37.5125211887102,127.058819250731
2428,강남차여성병원,서울특별시 강남구 역삼동 605 마티네 차움,2025-07-10,37.5064031867752,127.031811320915
1831,센터필드R,서울특별시 강남구 역삼동 676 센터필드,2021-07-27,37.5032117055936,127.041491531079
1813,도산사거리,서울특별시 강남구 논현동 70-6 트리스빌딩,2021-06-10,37.5198563693179,127.03368780296
1800,강남세곡,서울특별시 강남구 세곡동 551 팜모드빌딩,2021-04-22,37.4672933536095,127.099937138312
1716,대치삼성,서울특별시 강남구 대치동 993-1,2020-10-08,37.5004036341868,127.066834738786
2534,강남아이퀘스트,서울특별시 강남구 역삼동 839-16 아우디 도곡로 전시장,2026-03-20,37.4904345093246,127.033626302083
2057,언주역,서울특별시 강남구 역삼동 652-2,2022-11-24,37.5077916221832,127.036529368201
2522,한티역8번출구,서울특별시 강남구 역삼동 765-17,2026-01-30,37.4964864935383,127.052202096374
2514,신논현역3번출구,서울특별시 강남구 논현동 199 대남빌딩,2026-01-30,37.5058769838995,127.02428948306
2437,강남파이낸스센터,"서울특별시 강남구 역삼동 737 강남파이낸스센터, 1층 B호",2025-07-31,37.4998101243238,127.036628730251
1975,강남역신분당역사,서울특별시 강남구 역삼동 858,2022-05-12,37.4970572543978,127.028180714381
2000,삼성역,서울특별시 강남구 대치동 996-1번지,2022-07-07,37.5092060392129,127.065486362226
1752,테헤란로아남타워,서울특별시 강남구 역삼동 702-10 아남타워빌딩,2021-01-07,37.5038888410436,127.044143655491
1902,강남논현,서울특별시 강남구 논현동 164-7,2021-12-16,37.5078467668145,127.023368118217
1846,삼성동,서울특별시 강남구 삼성동 168-22 페코빌딩,2021-08-06,37.5105429240595,127.062880335128
2398,리저브도산,"서울특별시 강남구 신사동 656-4, 1,2층",2025-04-29,37.5255407420994,127.037735821859
2371,압구정역사3번출구,서울특별시 강남구 신사동 603 ANdAZ 지하1층,2024-12-27,37.525419895071,127.028869129505
2204,청담역,서울특별시 강남구 청담동 47-2,2023-11-01,37.5194407323478,127.049552661542
2245,압구정현대아파트,서울특별시 강남구 신사동 574-4,2024-03-04,37.5251993754596,127.02554139482
2331,강남청담빌딩,서울특별시 강남구 청담동 41 청담빌딩,2024-09-29,37.5178745126846,127.04137510689
2351,케이스퀘어강남,서울특별시 강남구 역삼동 819,2024-11-22,37.4991914625768,127.028204360257
2217,강남세곡DT,"서울특별시 강남구 세곡동 21-3, 21-1, 21-10(일부)",2023-11-30,37.4669617188582,127.118345225318
1120,미아뉴타운,서울특별시 강북구 미아동 812-2 행전빌딩,2016-10-07,37.6173116384026,127.020401549408
971,강북구청사거리,서울특별시 강북구 수유동 174-13,2015-08-18,37.6400260775248,127.027370138379
872,미아사거리역,서울특별시 강북구 미아동 35-30,2014-12-23,37.6118409300177,127.030771272677
254,수유역,서울특별시 강북구 번동 418-17,2004-10-14,37.638045389821,127.0264157781
509,미아역,서울특별시 강북구 미아동 121-19번지,2012-04-25,37.6261437712881,127.026617849383
2314,수유역5번출구,서울특별시 강북구 수유동 740 에피소드 수유 838,2024-09-05,37.6369359185396,127.02342140301
1858,서울안토,서울특별시 강북구 우이동 산14-3,2021-08-27,37.6470289562614,127.005582664106
1547,발산역사거리,서울특별시 강서구 마곡동 801-2,2019-09-30,37.558407766922,126.83491434014
1625,마곡역,서울특별시 강서구 마곡동 798-3,2020-04-09,37.5592463114978,126.826179487105
1383,우장산역,서울특별시 강서구 내발산동 719-6 송화쇼핑센터,2018-06-26,37.5506565506965,126.83579693128
1396,마곡사이언스타워R,서울특별시 강서구 마곡동 796-3 마곡사이언스타워,2018-07-31,37.5608031066671,126.835137681475
1311,방화DT,"서울특별시 강서구 방화동 293-4, 293-14, 293-15",2017-12-13,37.5744889167589,126.816318581652
1267,마곡나루역,"서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ105,203,204호",2017-09-07,37.5680411582871,126.8259696813
1217,마곡GMG,서울특별시 강서구 마곡동 773-2 마곡지엠지타워,2017-05-10,37.5604157024356,126.827523168575
1196,가양역,서울특별시 강서구 등촌동 73-1 금부빌딩,2017-03-31,37.5616117077467,126.853267521739
1114,화곡DT,서울특별시 강서구 화곡동 772-67,2016-10-11,37.5350107501795,126.86318804786
909,화곡동,서울특별시 강서구 화곡동 1073-10,2015-03-27,37.5405888148954,126.83756888925
703,염창역,서울특별시 강서구 염창동 282-23,2013-12-13,37.5473456022757,126.87454034121
731,발산역,서울특별시 강서구 등촌동 678-14 그랜드마트,2014-02-07,37.5617111212,126.840110061016
549,까치산역,서울특별시 강서구 화곡동 343-1번지,2012-09-05,37.5323081654783,126.846103558968
2479,마곡코엑스,"서울특별시 강서구 마곡동 767, 르웨스트시티 제본동 제1층 샵4/5호",2025-11-28,37.5654738540987,126.825535917045
2288,염창대로,"서울특별시 강서구 염창동 260, 101호",2024-06-28,37.5485479128966,126.878259347206
2196,발산역5번출구,"서울특별시 강서구 내발산동 647 DH647, 1층 일부",2023-10-13,37.5578848032866,126.84053359658
2496,양천향교역,서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 121-1 121-2호,2025-12-24,37.5683003529794,126.84029723385
2013,화곡역8번출구,"서울특별시 강서구 화곡동 1051-22, 1층 일부",2022-08-01,37.542134,126.8441752
2003,강서우장산,"서울특별시 강서구 화곡동 1013-3 우장산역 해링턴 타워, 116/117/118/119/120호",2022-07-12,37.542134,126.8441752
1771,등촌대로,서울특별시 강서구 염창동 274-17 센터스퀘어,2021-03-03,37.5514335633267,126.865494371125
2393,마곡보타닉게이트,서울특별시 강서구 마곡동 779,2025-04-17,37.5690554382235,126.836842757119
1839,가양역사거리,"서울특별시 강서구 등촌동 628-9 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",2021-08-06,37.5600443528765,126.855473422039
2407,원그로브,서울특별시 강서구 마곡동769 WB115호,2025-05-23,37.5613845104722,126.824808410558
1903,내발산,"서울특별시 강서구 내발산동 668, 101/102호",2021-12-09,37.5546841517761,126.836550082246
1940,마곡웰튼,"서울특별시 강서구 마곡동 759-2, 104/105/106호",2022-03-23,37.5672824388665,126.825304184792
2518,김포공항국내선,서울특별시 강서구 공항동 1373-5 김포공항 국내선터미널 3층,2026-01-23,37.5567561342473,126.808473241266
1998,김포공항DT,서울특별시 강서구 방화동 645-6,2022-07-14,37.5663616524349,126.806048689448
1864,강서NC,"서울특별시 강서구 등촌동 689 엔씨백화점 1F, 일부",2021-09-15,37.5599628829761,126.840349890548
2378,김포공항국제선,서울특별시 강서구 방화동 886 (면세구역 내 35번 게이트 옆),2025-02-07,37.5668093694949,126.802955054368
2394,마곡케이스퀘어,"서울특별시 강서구 마곡동 768-1, 1층 일부",2025-04-16,37.5627979263438,126.826410733947
1783,마곡나루공원,서울특별시 강서구 마곡동 743-1,2021-04-15,37.5669190673691,126.822165919225
2194,송정역,"서울특별시 강서구 공항동 32-3, 1층 일부",2023-10-11,37.56097361346,126.811557734972
1769,강서구청사거리,서울특별시 강서구 화곡동 1111 SJ라벨라,2021-02-24,37.5549481543332,126.852356873973
1546,낙성대역,서울특별시 관악구 봉천동 1660-1,2019-09-27,37.4776858194333,126.961211961347
1500,관악서울대입구R,서울특별시 관악구 봉천동 856-6 BS타워,2019-05-31,37.4793179752802,126.952737161718
1292,신림DT,"서울특별시 관악구 신림동 564-12, 564-11",2018-02-08,37.4810014995233,126.908404898966
1143,서울대역,서울특별시 관악구 봉천동 861-6,2016-12-09,37.4816474827251,126.952161678974
1094,낙성대DT,서울특별시 관악구 봉천동 1657-3,2016-07-29,37.4761818166314,126.965138868089
733,사당,서울특별시 관악구 남현동 1060-10,2014-02-13,37.4760571267379,126.98099287476
639,보라매대교빌딩,서울특별시 관악구 봉천동 729-21 대교타워 1층,2013-07-09,37.4911268492436,126.925593802625
24,신림,서울특별시 관악구 신림동 1432-71번지,2009-03-17,37.4861016042151,126.929169155363
30,신림타임스트림,서울특별시 관악구 신림동 1641-2번지 타임스트림 1층,2009-02-27,37.483846985896,126.930186157519
468,서울대입구역,서울특별시 관악구 봉천동 869-1,2012-01-06,37.4811285206689,126.951325922525
2453,신림녹두거리,서울특별시 관악구 신림동 1747 센터스퀘어 서울대점,2025-08-29,37.4702465042332,126.938426092993
2143,서울대입구역8번출구,서울특별시 관악구 봉천동 852-5,2023-07-14,37.4812065087674,126.953694053532
1950,봉천역,서울특별시 관악구 봉천동 927-5 청운빌딩,2022-04-29,37.4820375340064,126.942287792538
2342,봉천현대시장,"서울특별시 관악구 봉천동 465-2, 1층 101~104호",2024-11-06,37.4865451607062,126.948462772172
2537,낙성대역7번출구,"서울특별시 관악구 봉천동 1687-13, 1687-14 더블유타워 1층 일부",2026-03-27,37.4771076683203,126.964149205804
1544,건국대,서울특별시 광진구 화양동 5-45,2019-10-04,37.5415967926206,127.071097394779
1458,어린이대공원역,서울특별시 광진구 군자동 236,2019-01-15,37.5519425633399,127.076353125613
1414,아차산역,서울특별시 광진구 구의동 75-19,2018-09-12,37.550637235277,127.089868008078
1278,올림픽대교북단,서울특별시 광진구 구의동 200-2,2017-09-26,37.5411673499589,127.095303991294
921,구의DT,"서울특별시 광진구 구의동 67-36,37,7",2015-04-29,37.5444896,127.0874678
882,자양사거리,서울특별시 광진구 자양동 779,2015-01-15,37.5375239543766,127.082272036701
761,군자역,서울특별시 광진구 군자동 478-5 중앙빌딩,2014-04-11,37.5568879456018,127.078841128794
659,광나루,"서울특별시 광진구 광장동 329-1 1,2층",2013-08-29,37.5473711178786,127.106048727555
139,건대스타시티,"서울특별시 광진구 자양동 227-7  1층 19,20,21호",2007-03-19,37.5378031898538,127.072632021718
297,건대입구,서울특별시 광진구 화양동 5-47,2009-09-24,37.5406969091446,127.070739096166
517,광장,서울특별시 광진구 광장동 582,2012-05-15,37.5431780182608,127.099564904065
528,건국클래식,"서울특별시 광진구 자양동 227-342 더 클래식500  1층 C102,103호",2012-06-29,37.5387886228742,127.071136706369
2454,건대로데오,서울특별시 광진구 자양동 8-8 더포디엄830,2025-08-29,37.5316905,127.0749477
2450,강변,서울특별시 광진구 구의동 594-4 금성빌딩,2025-08-29,37.5353652810515,127.092227038533
2422,구의역이스트폴,"서울특별시 광진구 자양동 870, 1층",2025-06-27,37.5362735099345,127.088189809269
1925,건대후문,서울특별시 광진구 화양동 111-12 빌리브 인테라스 B02~B06,2022-01-27,37.5460180138476,127.074001181744
1945,중곡역,서울특별시 광진구 중곡동 30-80 보건복지행정타운 1층일부,2022-03-24,37.5650109508732,127.08459679908
1677,자양이마트,서울특별시 광진구 자양동 227-7 더샵스타시티 지하1층,2020-08-13,37.5378031898538,127.072632021718
1936,자양역,서울특별시 광진구 자양동 855 이튼타워리버3차 1층 109호,2022-03-16,37.5329892543915,127.068060255215
2526,세종대,서울특별시 광진구 군자동 98 세종대학교,2026-02-27,37.5507980803455,127.074575586641
2439,뚝섬한강공원,서울특별시 광진구 자양동 424,2025-07-31,37.5272974271632,127.07055346414
2247,화양삼거리,서울특별시 광진구 화양동 174 건대 트레비앙 오피스텔,2024-03-21,37.5475682226645,127.071299514156
1802,군자사거리,서울특별시 광진구 중곡동 649-4 1층,2021-04-29,37.5578307182495,127.078887166525
1637,금천구청역,"서울특별시 금천구 시흥동 1031, 엠메디컬타워 1층",2020-04-29,37.4559726761049,126.895777957709
1405,가산에스케이,"서울특별시 금천구 가산동 371-41, SK V1센터 1층",2018-08-27,37.480730168441,126.880700540391
1218,독산사거리,서울특별시 금천구 독산동 159-23 영진빌딩,2017-05-19,37.4715875680647,126.898791021106
1184,금천시흥,서울특별시 금천구 시흥동 904-22 더플레이스,2017-03-15,37.4496609774857,126.902958680596
1076,가산디지털단지역,"서울특별시 금천구 가산동 50-3, 대륭포스트타워 6차 1층",2016-06-15,37.4813867841469,126.883917452882
778,금천독산,서울특별시 금천구 독산동 291-1,2014-05-21,37.4690082645564,126.895601941877
227,가산디지털,"서울특별시 금천구 가산동 371-28, 우림라이온스밸리 B동 1층",2006-01-25,37.479970085901,126.882507193785
555,마리오아울렛,서울특별시 금천구 가산동 60-20 ㈜마리오 3관1층,2012-09-19,37.4784560659916,126.885015926787
364,가산브이타워,"서울특별시 금천구 가산동 371-37, V-TOWER 1층",2011-01-27,37.4772210700632,126.883744364931
1927,독산역,"서울특별시 금천구 가산동 673, 107-2, 1층",2022-02-25,37.4676035637511,126.887997383269
2463,금천금나래,서울특별시 금천구 시흥동 113 1층,2025-09-26,37.4586898489368,126.896999968363
2303,가산퍼블릭,"서울특별시 금천구 가산동 60-26, B동 F Park 1층",2024-08-07,37.475909689633,126.887035228464
1979,가산현대아울렛,"서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점, 1층 일부",2022-06-03,37.4775821021273,126.889084447295
2200,가산케이에스,"서울특별시 금천구 가산동 60-14, 가산KS타워 1층",2023-11-01,37.4807071377614,126.885099760167
2326,가산어반워크,서울특별시 금천구 가산동 451-1,2024-09-27,37.4800231711237,126.878250987906
1616,월계역,"서울특별시 노원구 월계동 633-31(104,105,106호)",2020-02-18,37.6298479,127.0541062
1475,월계트레이더스,서울특별시 노원구 월계동 333-1 월계이마트,2019-03-14,37.6273413951428,127.061858351227
1484,상계초교사거리,서울특별시 노원구 상계동 372-16,2019-04-11,37.6566672906934,127.066443849691
1379,공릉DT,"서울특별시 노원구 공릉동 597-34, 597-30, 597-31, 597-32, 597-33",2018-06-28,37.6207350126758,127.074324149909
1266,노원마들역,서울특별시 노원구 상계동 694 임광아파트,2017-09-12,37.6607252216914,127.05697203659
1244,공릉역,서울특별시 노원구 공릉동 379-27,2017-07-18,37.6263919476469,127.072297411214
120,은행사거리,"서울특별시 노원구 중계동 360-6중흥빌딩 103,203호",2008-02-29,37.6504875485982,127.075985108305
540,노원KT,서울특별시 노원구 상계동 723번지 ㈜KT 노원사옥,2012-08-02,37.6544506809488,127.063691288212
498,광운대,서울특별시 노원구 월계동 410-1번지,2012-04-04,37.623153872512,127.060655289342
574,중계역,서울특별시 노원구 상계동 763-3 대한빌딩,2013-01-04,37.6424689928041,127.055977661234
596,노원역,서울특별시 노원구 상계동 712 남성빌딩 1층,2013-03-20,37.6547656989824,127.060016802816
587,월계이마트,서울특별시 노원구 월계동 333-1번지,2013-02-05,37.6273413951428,127.061858351227
1805,태릉입구역DT,서울특별시 노원구 공릉동 653-8,2021-05-20,37.6192099191798,127.079294727816
2035,노원상계,서울특별시 노원구 상계동 730-4,2022-10-07,37.6515473629984,127.060946714897
2316,노원구청,서울특별시 노원구 상계동 705 태웅빌딩,2024-09-12,37.653987298151,127.057754821241
1511,창동이마트,서울특별시 도봉구 창동 135-26 창동EMART,2019-06-13,37.6521609824758,127.047285135753
2510,덕성여대,서울특별시 도봉구 쌍문동 423-48 지민빌딩,2025-12-26,37.6508691413875,127.013291975537
2220,도봉구청,서울특별시 도봉구 도봉동 622-57,2023-12-08,37.6695034764443,127.04603799266
2475,쌍문,서울특별시 도봉구 창동 661-45 국민은행 1층,2025-10-30,37.6494645753319,127.035586056032
1801,쌍문도봉로,서울특별시 도봉구 창동 650-45,2021-04-29,37.6452718396432,127.033141782778
2111,도봉로DT,서울특별시 도봉구 쌍문동 707-9,2023-03-23,37.6611613921612,127.041657935311
1953,방학역,서울특별시 도봉구 방학동 707-6,2022-04-20,37.6653371645602,127.043663666625
2177,창동역,서울특별시 도봉구 창동 1-28 씨드큐브 창동,2023-09-01,37.6590213413335,127.050521442392
1553,노량진동,서울특별시 동작구 노량진동 333 고려교육타워-어바니엘한강 101호~105호,2019-10-25,37.5129510662442,126.946704323258
1533,남성역,서울특별시 동작구 사당동 252-15,2019-08-23,37.4841652089552,126.972675174421
1657,상도역,서울특별시 동작구 상도1동 666-5,2020-06-11,37.5032553160261,126.948446538306
1466,보라매공원R,"서울특별시 동작구 신대방동 395-65 파크스퀘어,보라매현대APT",2019-01-30,37.4921104184158,126.923523844284
1439,이수자이,서울특별시 동작구 사당동 147-29 이수자이,2018-11-30,37.4845094704963,126.980303177741
1357,노량진역,서울특별시 동작구 노량진동 62-8 이도타워,2018-04-12,37.5133391517032,126.940882968093
1272,신대방삼거리역,서울특별시 동작구 상도동 324-1번지,2017-09-28,37.4999589073581,126.931763799675
1126,중앙대,서울특별시 동작구 흑석동 205-5,2016-10-28,37.5069887611831,126.958115278212
1015,숭실대입구역,서울특별시 동작구 상도동 475-5,2015-12-16,37.4968809564477,126.952725303857
10,숭실대,"서울특별시 동작구 상도동 501-9,11",2006-02-28,37.4988159,126.9441045
307,사당역,서울특별시 동작구 사당동 1031-27 양지빌딩 1-3층,2009-12-24,37.4784925225452,126.981350536215
2397,상도대로,"서울특별시 동작구 상도동 27-14 성현빌딩, 1층",2025-04-16,37.5050479253333,126.942893815432
2411,이수역13번출구,"서울특별시 동작구 사당동 139-30 지안플라자, 1층",2025-05-30,37.4873371169464,126.981493294163
2536,장승배기역,서울특별시 동작구 상도동 900 상도파크자이 제상가동 제지2층 105호,2026-03-27,37.5057835505554,126.938323177813
1555,서강대프라자,"서울특별시 마포구 신수동 1-1 서강대학교 지하캠퍼스 지하1층 104, 105-1호",2019-10-16,37.5511784450351,126.939190672551
1490,상암YTN,서울특별시 마포구 상암동 1607 YTN 뉴스퀘어,2019-04-29,37.5792017267349,126.892304005771
1428,마포용강동,서울특별시 마포구 용강동 112-2외 9필지 근린생활시설,2018-10-30,37.5411970220249,126.942289408196
1322,홍대입구역사거리R,서울특별시 마포구 서교동 353-5 경남관광빌딩,2018-01-11,37.5547278526206,126.92029130506
1335,마포경찰서후문,서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어,2018-01-26,37.5510028939435,126.953597718758
1323,공덕,서울특별시 마포구 공덕동 254-8 동방빌딩,2018-01-16,37.5459548066065,126.952984697225
1366,합정폴리스R,서울특별시 마포구 서교동 490 메세나폴리스 B189~193,2018-05-14,37.5507467154903,126.913768796333
1285,홍대공항철도역,서울특별시 마포구 동교동 166-1,2017-10-25,37.5574996201349,126.925154486714
1123,마포염리,서울특별시 마포구 염리동 168-9 국민건강보험공단,2016-10-19,37.5439940951393,126.947525697385
1157,서강광흥창역,서울특별시 마포구 창전동 130,2016-12-22,37.5494273897886,126.931675047479
1079,합정,"서울특별시 마포구 합정동 472 마포한강푸르지오 110, 111, 112-2",2016-06-21,37.5499951139537,126.912194517463
1137,서강대흥역,서울특별시 마포구 대흥동 111-1,2016-11-29,37.5482691421579,126.94155156864
1031,서교동사거리,서울특별시 마포구 서교동 374-20,2016-01-26,37.5534400412819,126.918552343866
1069,상암사보이시티,서울특별시 마포구 상암동 1597 사보이시티 DMC,2016-05-27,37.5813245900576,126.888553615382
1067,신촌오거리,서울특별시 마포구 노고산동 54-1,2016-05-24,37.5551680057489,126.934695937296
910,상암디지털큐브,서울특별시 마포구 상암동 1647,2015-03-27,37.5761715316813,126.889217882668
