매장코드,매장명,주소,오픈날짜,위도,경도
1942,청계크리스탈스퀘어,서울특별시 중구 수표동 47-1,2022-03-18,37.56717,126.98902
1692,그랜드센트럴,서울특별시 중구 남대문로5가 253,2020-08-20,37.5562433,126.9751334
2044,세종대로,서울특별시 중구 태평로1가 62-12 조흥금융박물관,2022-10-26,37.5685888296486,126.976425244241
2455,시청역11번출구,서울특별시 중구 서소문동 26 경서빌딩,2025-08-29,37.5638294289466,126.975205579956
2051,동대문디자인플라자,"서울특별시 중구 을지로7가 2-1, B2층 F1호",2022-10-26,37.56629,127.00897
2480,우리은행본점B1F,서울특별시 중구 회현동1가 203 (주)우리은행본점,2025-11-27,37.5592363115356,126.98150495235
1779,별다방,서울특별시 중구 회현동2가 88 스테이트타워 남산,2021-03-26,37.5601439201162,126.982929217287
2446,동대문역사문화공원역,서울특별시 중구 광희동2가 37,2025-08-28,37.5648779123195,127.007939206321
1830,포포인츠명동,서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동,2021-07-08,37.5655531814386,126.989413579165
2430,한국은행교차로,서울특별시 중구 남대문로2가 111-1 프리즈마111 1층,2025-06-26,37.5624139846452,126.98117253803
1720,명동남산,서울특별시 중구 남산동3가 13-31 경양빌딩,2020-10-15,37.5607440826766,126.986471657213
1445,명일역,서울특별시 강동구 명일동 312-28,2018-12-13,37.5525584186837,127.143790669227
1506,강동구청DT,서울특별시 강동구 성내동 550,2019-06-13,37.5291478926467,127.123788171465
1474,강동암사DT,서울특별시 강동구 암사동 441-12,2019-02-28,37.5550487025979,127.130021434341
1645,굽은다리역,서울특별시 강동구 명일동 353-2 원일타워,2020-05-22,37.545397339477,127.143303120774
1102,강동역,서울특별시 강동구 천호동 447-17 강동 헤르셔,2016-08-25,37.5364985295234,127.133223572592
1046,둔촌동,서울특별시 강동구 성내동 441-2 평원빌딩,2016-03-22,37.5231690879564,127.133970358348
743,천호이마트,서울특별시 강동구 천호동 455-4 이마트별관,2014-02-28,37.5389754963595,127.125210398049
789,길동역,서울특별시 강동구 길동 378-3,2014-06-13,37.5387186334723,127.140041294148
677,상일동,"서울특별시 강동구 상일동 501, 1~2층",2013-10-23,37.550329337058,127.17424205381
766,명일이마트,서울특별시 강동구 명일동 47-7 명일이마트별관주차장,2014-04-24,37.5536971641562,127.153819433886
1754,상일동역,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,2021-01-15,37.5579588615853,127.168928048335
1682,천호사거리,서울특별시 강동구 천호동 431-4 예경빌딩,2020-07-30,37.5397624262989,127.123329696993
2466,강동그란츠,"서울특별시 강동구 성내동 15 근생 1-6, 1-7",2025-09-19,37.5364417729699,127.128336192623
2015,강일역,"서울특별시 강동구 강일동 723, 1층",2022-08-02,37.5575074224958,127.173491431135
1843,올림픽공원북2문,서울특별시 강동구 성내동 448-8 다성빌딩 1층,2021-08-05,37.5249304433395,127.128218842167
2467,둔촌포레온스테이션5,"서울특별시 강동구 둔촌동 170-1 포레온스테이션5 1063, 1064",2025-09-26,37.5268477108188,127.138949568286
2358,암사역,서울특별시 강동구 암사동 501 암사역,2024-12-20,37.5511672958111,127.128208775415
2392,이케아강동,서울특별시 강동구 고덕동 353-23,2025-04-17,37.5662691106071,127.157518963497
2307,강동강일,서울특별시 강동구 강일동 75-12 경서프라자,2024-08-22,37.5722576690343,127.174858556026
1700,천호대로길동,서울특별시 강동구 길동 457-4 서울특별시 강동구 천호대로 1131 (길동),2020-10-08,37.534780955818,127.137234117859
1182,구로디지털타워,서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 101호,2017-03-08,37.4834766556345,126.896503969279
787,오류동역,서울특별시 구로구 오류동 55-50,2014-06-10,37.4961453343619,126.844870889406
657,구로디지털로,서울특별시 구로구 구로동 191-7번지 에이스테크노타워8차 1층,2013-08-27,37.4857160464389,126.89550904731
28,구로에이스,서울특별시 구로구 구로동 212-1 에이스트윈타워1 103호,2006-05-16,37.4844875419183,126.894517471819
333,구로하이엔드,서울특별시 구로구 구로동 235-2 에이스하이엔드타워 103호,2010-08-19,37.481535407894,126.893434985592
568,포포인츠구로,서울특별시 구로구 구로동 1128-1 포포인츠바이쉐라톤 구로 1층,2012-11-26,37.4831975508948,126.898929695371
2433,신도림센터포인트,"서울특별시 구로구 구로동 3-25 신도림테크노마트웨스트 지하1층 오01호, 오02호",2025-08-20,37.5069739187173,126.890319120085
1868,구로고척,서울특별시 구로구 고척동 72-59 외 6필지,2021-09-09,37.4969393930949,126.86301926179
1690,구로NC,서울특별시 구로구 구로동 573 구로NC,2020-09-07,37.5011765181321,126.882839257848
2036,구로오류DT,서울특별시 구로구 오류동 271,2022-10-07,37.4881264746914,126.834453225439
1996,구로구청,"서울특별시 구로구 구로동 81-1, 81-2,81-,3 스페스큐브, B101호",2022-06-30,37.493789891017,126.886532010098
2081,고척아이파크,"서울특별시 구로구 고척동 100-7 고척아이파크, 1층 D-101호",2023-01-19,37.5023851,126.8628501
2290,신도림힐스테이트,서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴,2024-06-27,37.5070570691953,126.884723478673
1203,답십리역,서울특별시 동대문구 답십리동 497-67,2017-04-11,37.5685074901917,127.051132385009
1226,경희대삼거리,서울특별시 동대문구 회기동 60-40,2017-05-23,37.5915567747427,127.052022836545
952,신설동역,서울특별시 동대문구 신설동 76-10,2015-07-22,37.5767111623721,127.025533620968
784,회기역사거리,"서울특별시 동대문구 회기동 346-18, 36",2014-05-28,37.5908189073182,127.056057049768
485,장한평역,서울특별시 동대문구 장안동 433-7,2012-02-27,37.5623465907537,127.065499910864
345,경희대,서울특별시 동대문구 회기동 16-41 지하1층~지상3층,2010-09-30,37.5929200710495,127.052822057518
2219,청량리역롯데캐슬스카이,서울특별시 동대문구 전농동 620-47 청량리역 롯데캐슬 SKY-L65,2023-12-19,37.5788571390771,127.045136566595
2386,경희의료원,서울특별시 동대문구 회기동 1-5 경희의료원,2025-02-28,37.5967126141451,127.051394683223
2070,경동1960,서울특별시 동대문구 제기동 1036경동시장 3~4층,2022-12-16,37.5796141021494,127.038684963773
2340,사이버한국외대,서울특별시 동대문구 이문동 288-50,2024-10-29,37.5960228306224,127.060662474627
1797,청량리역사,서울특별시 동대문구 전농동 588-1 청량리역사 Connect Place 6층,2021-04-22,37.5799563116624,127.047979264934
2246,답십리초교사거리,서울특별시 동대문구 답십리동 266-1,2024-03-07,37.5682853560062,127.057298975098
2213,장안사거리,서울특별시 동대문구 장안동 295-6 1층 전제,2023-11-28,37.5727209002351,127.070092668638
1171,외대정문,서울특별시 동대문구 이문동 329-1,2017-01-25,37.5953727660889,127.059241995288
1576,서울숲역,서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 1층,2019-11-28,37.54186740592,127.044977682555
1594,금호역,서울특별시 성동구 금호동4가 1483,2019-12-24,37.5480574512772,127.015344113305
1288,뚝섬역,서울특별시 성동구 성수동1가 14-33 정명빌딩,2017-11-07,37.5464427445096,127.049113477528
1208,황학사거리,서울특별시 성동구 하왕십리동 700 센트라스,2017-04-21,37.56131,127.02715
1246,성수역,서울특별시 성동구 성수동2가 317-20 세림빌딩,2017-07-25,37.5432068941735,127.056942574968
1165,상왕십리역,서울특별시 성동구 하왕십리동 1070-3 서울동인병원,2017-01-17,37.5650969466929,127.028033034266
919,왕십리역,서울특별시 성동구 도선동 58-1,2015-04-28,37.5628017191711,127.03397786808
160,한양대,"서울특별시 성동구 행당동 31-11 경희빌딩 1,2층",2001-04-20,37.5571494857017,127.042116045856
90,엔터식스,서울특별시 성동구 행당동 168-1 엔터식스몰 B1,2008-09-09,37.5637836614008,127.037996868465
2062,신금호역,서울특별시 성동구 금호동1가 122 1~5층 전체,2022-12-13,37.5550038024956,127.020051484095
2346,뚝섬역교차로,서울특별시 성동구 성수동1가 656-1731 누디트 서울숲,2024-11-15,37.547754922352,127.045142362137
2524,한양대복지관,서울특별시 성동구 사근동 110 한양대학교 복지관,2026-03-03,37.557583164775,127.048167162612
2055,왕십리역9번출구,서울특별시 성동구 행당동 267-23,2022-11-10,37.5605427226347,127.035267332652
1928,성수,서울특별시 성동구 성수동2가 315-71 1층 103호,2022-02-25,37.5444620830457,127.055413311106
1862,옥수,서울특별시 성동구 옥수동 262-1,2021-09-02,37.5429765082165,127.013355286753
1712,성수낙낙,서울특별시 성동구 성수동2가 281-20 성수낙낙 1층 101~107호,2020-09-29,37.5473135708722,127.066245160097
1572,효창공원앞역,서울특별시 용산구 효창동 13-2 용산 롯데캐슬 센터포레,2019-11-15,37.54341,126.96037
1655,서울역서부,서울특별시 용산구 서계동 219-17 서울역풍림아이원플러스,2020-06-11,37.5549364192645,126.96845450006
1415,이태원역,"서울특별시 용산구 이태원동 127-6, 127-29",2018-09-13,37.5343197091388,126.994821517004
1340,용산역써밋R,서울특별시 용산구 한강로2가 391 용산푸르지오써밋,2018-02-28,37.5272521,126.96442
1268,이촌,"서울특별시 용산구 이촌동 300-20 101호, 102호, 201호, 202호",2017-09-29,37.518607495125,126.977280989401
1253,신용산역,서울특별시 용산구 한강로2가 342 래미안용산,2017-08-16,37.5297071,126.9673797
1170,용산파크타워,서울특별시 용산구 용산동5가 24 파크타워,2017-01-25,37.5242745211479,126.970684689419
1115,남영동,서울특별시 용산구 갈월동 90-8,2016-09-28,37.5428693068389,126.972250594935
1093,한남동R,서울특별시 용산구 한남동 36-7  1층 ~ 2층,2016-07-20,37.5347937840781,127.010928286207
1040,서울타워,서울특별시 용산구 용산동2가 산1-3 YTN서울타워,2016-02-29,37.5489431139548,126.989404159753
746,서울역동자동,서울특별시 용산구 동자동 45 센트레빌아스테리움서울 KDB생명타워 D동,2014-03-17,37.5516713863735,126.973210049015
612,순천향입구,서울특별시 용산구 한남동 657-104,2013-05-03,37.5334663494003,127.005652707438
94,동빙고,"서울특별시 용산구 동빙고동 10-8, 7-33",2008-08-29,37.5290045288412,126.991762757458
370,숙대입구역,서울특별시 용산구 갈월동 69-5 지하1~3층,2011-03-16,37.5442272211228,126.971945587775
257,용산아이파크몰6F,"서울특별시 용산구 한강로3가 40-999 현대아이파크몰(용산역민자역사), 6층",2004-10-29,37.5295804832797,126.964026132479
522,동부이촌동,서울특별시 용산구 이촌동 302-60번지,2012-05-30,37.5210859971393,126.969052802798
2031,숙명여대정문,서울특별시 용산구 청파동2가 53-12 숙명여자대학교,2022-09-08,37.5453056985692,126.965420378965
1740,용산해링턴스퀘어,서울특별시 용산구 한강로3가 63-70(용산해링턴스퀘어 상가),2020-12-10,37.52754,126.96297
1990,경리단길,서울특별시 용산구 이태원동 658,2022-06-16,37.5385723095196,126.987268830287
1798,서울역사,서울특별시 용산구 동자동 43-205 서울역(철도역),2021-04-22,37.5518174478066,126.970963954088
1673,용산리첸시아,서울특별시 용산구 원효로1가 133-3 리첸시아 용산,2020-07-15,37.5382765617916,126.967363197885
1886,용산전자랜드,서울특별시 용산구 한강로3가 16-9 전자랜드 c139호,2021-11-08,37.532814501207,126.959727441368
2367,용산이마트,서울특별시 용산구 한강로3가 40-999 용산이마트 지하2층,2024-12-27,37.5295804832797,126.964026132479
2344,용산아이파크몰1F,서울특별시 용산구 한강로3가 40-999 1층,2024-11-29,37.5295804832797,126.964026132479
1055,상봉,서울특별시 중랑구 상봉동 79 상봉 듀오트리스 주상복합,2016-04-14,37.6001644,127.0909024
964,중랑역,서울특별시 중랑구 상봉동 130-3,2015-08-07,37.5932328015902,127.074681320491
903,중랑구청,서울특별시 중랑구 신내동 563-3,2015-03-25,37.6053915271974,127.095723125054
838,사가정역,서울특별시 중랑구 면목동 617-2,2014-10-02,37.579620533309,127.087990830301
493,상봉역,"서울특별시 중랑구 상봉동 100-2,3,4번지",2012-03-23,37.5969905675467,127.086674300531
2500,면목역,서울특별시 중랑구 면목동 115-2,2025-12-16,37.5878801304033,127.087609029257
1668,묵동,서울특별시 중랑구 묵동 169-12 로프트원 태릉입구역 1층,2020-06-30,37.6153569300176,127.076849795532
2345,망우동,서울특별시 중랑구 망우동 488-5,2024-11-28,37.5995083771241,127.097538751682
2002,양원역,"서울특별시 중랑구 망우동 618 B1~1층일부 B101,B102,101,102  4개호실",2022-08-25,37.6066022056617,127.106231516966
1749,중화역,"서울특별시 중랑구 중화동 306-68 중화동 HS빌딩 1,2층",2020-12-22,37.6018746871958,127.078385890447
2135,리버사이드대성리DT,경기도 가평군 청평면 대성리 344-22,2023-05-12,37.6982067710832,127.385043306834
2163,가평설악IC DT,"경기도 가평군 설악면 신천리 554-5, 6, 9, 10",2023-07-28,37.6699000309893,127.48462468766
1840,남이섬,"경기도 가평군 가평읍 달전리 113-4, 11",2021-07-30,37.8086622015598,127.519365786762
1596,소노캄고양,경기도 고양시 일산동구 장항동 1755 소노캄고양웨스트타워,2019-12-20,37.6626009264413,126.750305823913
1465,일산애니골DT,경기도 고양시 일산동구 풍동 609,2019-01-29,37.6746923978743,126.793534344771
1432,동국대일산병원,경기도 고양시 일산동구 식사동 814 동국대학교 일산병원(일산한방병원),2018-11-20,37.6764035117081,126.806485475296
1317,일산풍동DT,경기도 고양시 일산동구 풍동 879,2017-12-20,37.6622134476794,126.800745061494
1112,백석중앙로,경기도 고양시 일산동구 백석동 1237,2016-09-12,37.6424430060396,126.79272874941
829,일산식사,경기도 고양시 일산동구 식사동 1531,2014-09-16,37.6779273295693,126.812166357346
810,풍산이마트,경기도 고양시 일산동구 중산동 1809,2014-07-24,37.673902089865,126.787114643304
673,백석역DT,경기도 고양시 일산동구 백석동 1296-3번지 1층,2013-10-10,37.6439720568168,126.787408347392
779,백석,경기도 고양시 일산동구 백석동 1332,2014-05-23,37.6439354942903,126.786171589412
631,라페스타광장,경기도 고양시 일산동구 장항동 770-1번지,2013-06-24,37.659721558023,126.770246913841
986,일산백마,경기도 고양시 일산동구 마두동 751,2015-09-17,37.6571211392459,126.788097289367
381,웨스턴돔B,"경기도 고양시 일산동구 장항동 868 웨스텀 돔2 1층119호, 120호, 121호, 122호",2011-04-07,37.6547762126622,126.772641723565
490,마두역,경기도 고양시 일산동구 장항동 890-5번지,2012-03-12,37.6529419396848,126.776716104202
1681,일산동구청,경기도 고양시 일산동구 장항동 855 장항동이스턴시티,2020-07-28,37.6567117823372,126.773153044458
1973,고양대로DT,경기도 고양시 일산동구 풍동 699-2 창일주유소,2022-07-01,37.6776617374991,126.796220989509
1957,일산하늘마을,경기도 고양시 일산동구 중산동 1836-3,2022-04-13,37.6775546309568,126.782168243418
1449,과천DT,경기도 과천시 중앙동 79,2018-12-19,37.4393103338005,126.993800126099
175,과천이마트,경기도 과천시 별양동 1-19 이마트 1층,2001-12-22,37.4263074678413,126.991852994025
366,과천,경기도 과천시 중앙동 40-10 고려빌딩 1층,2011-02-25,37.4285546810454,126.990463410094
2306,과천지식정보타운,경기도 과천시 갈현동 산32 프리즘스퀘어2,2024-09-26,37.4142195395605,126.980616651427
2395,과천메가존,"경기도 과천시 갈현동 470-1, 1층 105-1호",2025-04-08,37.417272282843,126.977094855201
1433,광명하안대로,경기도 광명시 하안동 35 국민은행,2018-11-23,37.4614604659961,126.878332972546
1564,철산역,경기도 광명시 철산동 245-9 웅진빌딩,2019-10-29,37.4771102759511,126.867992237231
1378,광명역,경기도 광명시 일직동 513 광명역써밋플레이스,2018-06-20,37.4164926758093,126.880603576297
1207,광명소하DT,경기도 광명시 소하동 1077,2017-04-13,37.4349924686074,126.879206770359
1243,광명소하,경기도 광명시 소하동 1335,2017-07-18,37.4484697413087,126.884052641352
1168,광명사거리역,경기도 광명시 광명동 158-86 광명빌딩,2017-01-26,37.4799340520316,126.854354807219
1008,철산로데오,경기도 광명시 철산동 425 가림빌딩,2015-11-26,37.4740084486645,126.869358819296
842,광명하안,경기도 광명시 하안동 53-3,2014-10-16,37.4626322205917,126.880530248886
477,광명철산,경기도 광명시 철산동 482,2012-01-27,37.4753564810535,126.865928837188
1877,광명AK,"경기도 광명시 일직동 512-3, 1층 일부",2021-10-27,37.4186752766706,126.882647641062
2528,광명센트럴,경기도 광명시 광명동 57-2,2026-03-17,37.4842953355921,126.856972182878
1788,광명롯데몰,경기도 광명시 일직동 500 롯데아울렛 1층,2021-04-07,37.4240684303158,126.883398757219
1615,경기광주쌍령DT,경기도 광주시 쌍령동 168,2020-02-28,37.3988117590389,127.273257857049
1450,경기광주신현DT,"경기도 광주시 신현동 701-5, 701-6,, 701-3",2018-12-21,37.3599273951282,127.15316199533
1584,경기광주송정DT,경기도 광주시 송정동 12-12,2019-12-18,37.4162412781068,127.272648471395
1003,경기광주,경기도 광주시 경안동 20-14,2015-11-10,37.4098090788792,127.2602231941
1835,경기광주초월역DT,경기도 광주시 초월읍 쌍동리 261-3,2021-07-16,37.3744726762405,127.29827568103
2276,경기광주IC DT,경기도 광주시 장지동 586-2,2024-05-31,37.4055975683042,127.231020559176
1765,곤지암IC DT,경기도 광주시 곤지암읍 삼리 399-6 스타벅스 곤지암 IC DT점,2021-02-05,37.355625592112,127.325189398141
2322,경기광주태전,경기도 광주시 태전동 122 태전센트럴타워,2024-09-13,37.3825343644297,127.233160845091
1413,구리갈매역,경기도 구리시 갈매동 596 갈매역아이파크,2018-09-07,37.6347160870405,127.117069523118
614,구리돌다리,경기도 구리시 수택동 526-3번지 우진빌딩,2013-05-14,37.6006381692314,127.142058714693
2225,구리갈매DT,경기도 구리시 갈매동 553,2024-01-05,37.6322651844399,127.122697988363
1816,구리장자호수,경기도 구리시 수택동 874-5 리필B/D,2021-06-29,37.5872916588578,127.138759660626
1944,구리인창DT,경기도 구리시 인창동 344-6,2022-03-24,37.6057104317484,127.139294543249
1881,구리수택,경기도 구리시 수택동 854-2,2021-11-09,37.5891763957134,127.139106795323
1894,구리토평DT,경기도 구리시 토평동 567-1 스타벅스 구리토평DT,2021-12-16,37.5864393,127.1494012
1451,산본사거리,경기도 군포시 산본동111 ,2018-12-20,37.3724105374087,126.935703461358
82,산본,경기도 군포시 산본동 1132-3 성진빌딩 1층,2007-09-15,37.360738631773,126.931980130184
442,산본역,경기도 군포시 산본동 1142-5 금화프라자1층,2011-10-14,37.3594159514959,126.933615124666
516,산본동,경기도 군포시 산본동 1099-1번지 태주빌딩 2층,2012-05-08,37.365493388879,126.929430904388
2004,금정AK,경기도 군포시 금정동 916 힐스테이트 금정역 AK플라자 4층 일부,2022-07-13,37.3722791071217,126.94486272941
2527,산본이마트,경기도 군포시 산본동 1123 이마트백화점,2026-02-27,37.3611215631656,126.931502750012
1739,산본역서부사거리,경기도 군포시 산본동 1145-6 롯데피트인산본 1층 일부,2020-11-30,37.3578060283699,126.930687864368
1620,다산지금,경기도 남양주시 다산동 6216-4 101-106호,2020-02-28,37.6006834595591,127.174344698702
1482,남양주연평DT,경기도 남양주시 진접읍 연평리 59-3,2019-04-10,37.7113200956536,127.185318432518
1638,다산진건,경기도 남양주시 다산동 6058-2,2020-04-28,37.6247771523251,127.152471755722
1627,도농역,경기도 남양주시 다산동 6176-1 광장프라자 101-106호,2020-04-09,37.6111561554394,127.164583234123
1222,남양주진접DT,경기도 남양주시 진접읍 장현리 230-6,2017-05-17,37.7229633712788,127.190284032638
1204,리버사이드팔당DT,경기도 남양주시 와부읍 도곡리 504-15,2017-04-19,37.567106197896,127.228376825862
1122,별내불암로,경기도 남양주시 별내동 1097-1 신성프라자,2016-10-12,37.6505930246988,127.112269041245
959,평내DT,경기도 남양주시 평내동 246-2,2015-07-28,37.6477936132167,127.234671633187
880,별내,경기도 남양주시 별내동 1015,2015-01-09,37.648079257238,127.123303825315
610,평내호평역,경기도 남양주시 호평동 638번지 성보빌딩,2013-04-30,37.6540740950836,127.242899694576
2374,진접역,경기도 남양주시 진접읍 금곡리 1018,2025-01-24,37.7212411748787,127.203391438154
1908,더북한강R,경기도 남양주시 화도읍 금남리 806-1 건물전체,2022-01-07,37.6353200223397,127.349141031048
1706,남양주화도DT,"경기도 남양주시 화도읍 차산리 97-3, 97-5, 97-7, 97-12, 97-15, 97-17",2020-09-23,37.626154147213,127.301144461242
1844,다산DT,경기도 남양주시 다산동 6147-2,2021-08-19,37.614761164263,127.154882608026
1884,남양주묵현DT,경기도 남양주시 화도읍 묵현리 62-25,2021-11-17,37.6632237491849,127.302725025789
2432,남양주이마트,경기도 남양주시 호평동 637 남양주 호평이마트,2025-07-24,37.6550361900368,127.243061029006
2094,다산이마트,경기도 남양주시 다산동 4001-29 부영애시앙 지하1층 이마트내,2023-02-23,37.6086539269854,127.158731898201
2048,별내별가람역,경기도 남양주시 별내동 824 1층 104~107호,2022-10-20,37.6678960323786,127.11724720556
1870,남양주삼패,경기도 남양주시 삼패동 146-26,2021-09-16,37.5918967078641,127.199506189606
2327,남양주행정타운,경기도 남양주시 다산동 6193 1층 101~105,2024-09-26,37.6107312812991,127.168203009463
1558,판교유스페이스,경기도 성남시 분당구 삼평동 670 유스페이스1,2019-10-24,37.4006954443311,127.106988709599
1479,판교알파돔타워,경기도 성남시 분당구 백현동 537,2019-03-29,37.3942017624573,127.110344918959
1391,판교아비뉴프랑R,경기도 성남시 분당구 삼평동 740 판교 호반 써밋 플레이스,2018-06-29,37.3972839323499,127.113533189402
1313,야탑터미널,경기도 성남시 분당구 야탑동 341 분당종합터미널,2017-12-13,37.4130946792258,127.127326496505
1219,분당이매,경기도 성남시 분당구 이매동 146-2 중일빌딩,2017-05-11,37.3950211873845,127.122394120115
1189,분당율동공원,경기도 성남시 분당구 율동 300,2017-03-17,37.3838843669015,127.150012394866
1087,정자동,경기도 성남시 분당구 정자동 126-3 평림빌딩,2016-06-24,37.3631553522139,127.11404831656
1043,판교알파돔시티,"경기도 성남시 분당구 백현동 530번지 타워2동 1층, 138~142호",2016-03-17,37.3935897511352,127.108437207085
961,서판교,경기도 성남시 분당구 운중동 943,2015-07-29,37.3912946920465,127.077729413085
931,판교브릿지타워,경기도 성남시 분당구 삼평동 617 브릿지타워,2015-05-28,37.4030481081379,127.099336842981
816,판교역로,경기도 성남시 분당구 삼평동 663 리치투게더센터 1~2층,2014-07-31,37.3973835382857,127.111403833584
785,서현,경기도 성남시 분당구 서현동 246-1 금화빌딩,2014-05-29,37.3858847126327,127.125930084726
720,수내로,경기도 성남시 분당구 수내동 8-1 코아빌딩,2014-01-20,37.3804145463105,127.116578785852
229,정자역,"경기도 성남시 분당구 정자동 19-6, 1~2층",2006-01-04,37.3614492169548,127.1115403336
773,분당구청,경기도 성남시 분당구 서현동 267-3,2014-04-30,37.3840576104163,127.120311869341
117,뉴코아야탑,경기도 성남시 분당구 야탑동 357-1 뉴코아 야탑점 아울렛 1층,2008-02-28,37.4104174213518,127.127298583481
767,미금역,경기도 성남시 분당구 금곡동 168 메디파크빌딩,2014-04-25,37.3504071254546,127.106652186652
63,수내,경기도 성남시 분당구 수내동 10-1 분당트라팰리스,2006-10-25,37.3794849562957,127.114181205953
53,정자상떼뷰,경기도 성남시 분당구 정자동 12-2 성원상떼뷰리젠시 201-101,2007-04-06,37.3703089701728,127.105592952815
132,서현미래에셋,경기도 성남시 분당구 서현동 254-1 미래에셋빌딩 1층,2008-04-17,37.3880116903295,127.123256959839
415,야탑글라스,경기도 성남시 분당구 야탑동 366-4번지,2011-08-05,37.4108612019003,127.129840831121
582,정자,경기도 성남시 분당구 정자동 159-3번지 SPG센터,2013-01-29,37.3648864153947,127.106297554603
595,분당서울대병원4,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 4층,2013-03-18,37.349786822389,127.124231209576
594,분당서울대병원1,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 1층,2013-03-18,37.349786822389,127.124231209576
519,서현N타운,"경기도 성남시 분당구 서현동 261-5,6",2012-05-21,37.3828105281478,127.126083586929
384,서현역,경기도 성남시 분당구 서현동 248-5 1층,2011-04-19,37.3859485352201,127.124111759517
343,오리역,경기도 성남시 분당구 구미동 185-4 1층,2010-09-17,37.3386637719095,127.109378556752
476,분당정자,경기도 성남시 분당구 정자동 7번지 두산파빌리온 1층,2012-01-20,37.3716626550869,127.107212884697
296,수내역,경기도 성남시 분당구 수내동 17-1번지 1-2층,2009-11-05,37.3754592998365,127.118005540215
469,정자아데나,경기도 성남시 분당구 정자동 169-1,2012-01-06,37.3608621180767,127.107540110386
393,분당이마트,경기도 성남시 분당구 정자동 211번지,2011-05-31,37.3588148360102,127.119790593048
440,판교H스퀘어,경기도 성남시 분당구 삼평동 680번지 H스퀘어,2011-10-10,37.4012851828662,127.108646167428
539,오리역삼거리,경기도 성남시 분당구 구미동 157번지,2012-08-16,37.3400349787694,127.108378782283
551,판교HIPEX,경기도 성남시 분당구 삼평동 679번지 판교 삼환 HIPEX,2012-09-10,37.4012892838182,127.110443969152
2300,판교도서관,"경기도 성남시 분당구 판교동 592, 1~2층 일부",2024-07-31,37.3898680691969,127.09878136729
1964,네이버1784,"경기도 성남시 분당구 정자동 178-4, 네이버1784 2층",2022-04-14,37.3587687939248,127.105199772942
1962,미금역2001아울렛,경기도 성남시 분당구 구미동 11-4외 3필지 지하1층 일부,2022-04-08,37.3402676009462,127.12270368209
1773,분당서현역AK R,경기도 성남시 분당구 서현동 263 AK플라자,2021-03-18,37.3850497543213,127.123346622559
2130,판교역힐스테이트,"경기도 성남시 분당구 백현동 540,  판교힐테이트 1092~1095호",2023-05-04,37.3924309987788,127.110425551067
2160,수내역1번출구,"경기도 성남시 분당구 수내동 6-8, 1~2층",2023-07-27,37.3754592998365,127.118005540215
2084,HD현대R&D센터,"경기도 성남시 분당구 정자동 4-5, 1층",2023-01-27,37.3767009992165,127.104909923297
2530,수내양지마을,경기도 성남시 분당구 수내동 28-2 양지프라임,2026-03-27,37.373896498288,127.119148010591
1698,분당궁내DT,경기도 성남시 분당구 궁내동 255-5,2020-09-04,37.3705326337504,127.102174581654
1689,야탑역사거리,경기도 성남시 분당구 야탑동 514-2 뉴젠빌원룸텔,2020-08-13,37.4096115142928,127.129981108695
1513,남한산성입구역,"경기도 성남시 중원구 금광동 4608, 4609, 4610번지 101호, 102호, 103호, 104호, 105호, 106호",2019-06-20,37.4450553893091,127.162431497209
847,단대오거리역,경기도 성남시 중원구 중앙동 208 1~2층,2014-10-30,37.4429300831517,127.156279509281
1922,성남모란DT,경기도 성남시 중원구 성남동 3968,2022-01-25,37.4292276855734,127.133438627416
1568,수원금곡,경기도 수원시 권선구 금곡동 1114-1 리더스빌딩,2019-11-21,37.2748517438664,126.953644854327
1619,수원세류DT,"경기도 수원시 권선구 세류동 325-1, 325, 325-8",2020-04-16,37.2621173861588,127.008053643212
1370,수원호매실,"경기도 수원시 권선구 금곡동 1077 수원모아미래도센트럴타운2단지 B232,233,234호",2018-06-20,37.2755621609067,126.940434164448
1264,수원권선DT,경기도 수원시 권선구 오목천동 321-20,2017-09-05,37.2465027067549,126.964062398903
1247,수원권선,경기도 수원시 권선구 권선동 1364 수원아이파크시티8단지,2017-07-28,37.2466812495275,127.030296777578
173,수원이마트,"경기도 수원시 권선구 권선동 1189 터미널동, 할인점동 (수원이마트 2층)",2001-12-21,37.2504420808212,127.020884955351
1803,수원세류역DT,경기도 수원시 권선구 세류동 1163-2,2021-05-27,37.2437938587427,127.017238332103
1921,타임빌라스수원,경기도 수원시 권선구 서둔동 381 롯데몰 수원점,2022-01-12,37.2641349680731,126.997095921282
2275,수원고색동DT,경기도 수원시 권선구 고색동 547-1,2024-06-21,37.2393182691146,126.988691669084
2298,수원탑동DT,경기도 수원시 권선구 탑동 437-2,2024-08-29,37.2673158799385,126.971228794841
1542,수원연무DT,경기도 수원시 장안구 연무동 247-16,2019-09-19,37.2921566607029,127.028704649713
1410,북수원IC DT,"경기도 수원시 장안구 파장동 469-4, 469-47, 469-48, 469-49번지(총4필지) 중 일부 (건물 1~3층)",2018-08-31,37.3103196025955,126.997419023951
