노선명,철도운영기관,역명,주소,위도,경도
KTX,한국철도공사,행신,경기도 고양시 덕양구 소원로 102,37.6121307475096,126.834189041595
KTX,한국철도공사,서울,서울특별시 용산구 한강대로 405,37.5548375992165,126.971732581232
KTX,한국철도공사,영등포,서울특별시 영등포구 경인로 846,37.5156680341198,126.907665995469
KTX,한국철도공사,광명,경기도 광명시 광명역로 21,37.4163635638303,126.884877197434
KTX,한국철도공사,수원,경기도 수원시 팔달구 덕영대로 924,37.2655920786365,127.000179930083
KTX,한국철도공사,천안아산,충남 아산시 배방읍 희망로 100,36.7945079707717,127.104454256564
KTX,한국철도공사,오송,충북 청주시 흥덕구 오송읍 오송가락로 123 ,36.620474826115,127.327143465414
KTX,한국철도공사,대전,대전 동구 중앙로 215,36.3344230194263,127.432103833008
KTX,한국철도공사,김천구미,경북 김천시 남면 혁신 1로 51,36.1135294351144,128.181176881658
KTX,한국철도공사,서대구,대구시 서구 와룡로 527,35.8814797778455,128.54017558255
KTX,한국철도공사,동대구,대구 동구 동대구로 550,35.8794361440597,128.628775532684
KTX,한국철도공사,포항,경북 포항시 흥해읍 포항역로1,36.0716046695892,129.341926589134
KTX,한국철도공사,경주,경북 경주시 건천읍 경주역로 80,35.7980625229055,129.139413816622
KTX,한국철도공사,울산(통도사),울산 울주군 삼남면 울산역로 177,35.5514991806291,129.138631643059
KTX,한국철도공사,경산,경북 경산시 중앙로 1,35.8193911083973,128.727508240274
KTX,한국철도공사,밀양,경남 밀양시 중앙로 62,35.4747794174479,128.770632919431
KTX,한국철도공사,물금,경남 양산시 물금읍 황산로 347,35.3070596454908,128.985708238134
KTX,한국철도공사,구포,부산 북구 구포만세길 82,35.2054723733824,128.997141968062
KTX,한국철도공사,부산,부산시 동구 중앙대로 206,35.117605126596,129.045060216345
KTX,한국철도공사,용산,서울특별시 용산구 한강대로 23길 55,37.5297718014452,126.964741503485
KTX,한국철도공사,공주,충남 공주시 이인면 새빛로 100 ,36.3323133715903,127.096739049946
KTX,한국철도공사,서대전,대전 중구 오류로 23,36.3225501550863,127.403284156852
KTX,한국철도공사,계룡,충남 계룡시 두마면 팥거리로 95,36.2729339871558,127.265598640975
KTX,한국철도공사,논산,충남 논산시 해월로 236-13 ,36.207555504019,127.092981800073
KTX,한국철도공사,익산,전북 익산시 익산대로 153,35.9418527931554,126.947304569201
KTX,한국철도공사,김제,전북 김제시 두월로 198,35.7917006352681,126.902163614559
KTX,한국철도공사,정읍,전북 정읍시 서부산업도로 305,35.5754841690656,126.842377584782
KTX,한국철도공사,장성,전남 장성군 장성읍 영천리 1273-5,35.2995868979163,126.780133364666
KTX,한국철도공사,광주송정,광주 광산구 상무대로 201,35.1372122528195,126.79066201909
KTX,한국철도공사,나주,전남 나주시 송월동 262-2,35.0153642802775,126.727194294365
KTX,한국철도공사,목포,전남 목포시 호남동 1-1,34.7911015707888,126.386417291329
KTX,한국철도공사,진영,경남 김해시 진영읍 김해대로 809,35.2985757602557,128.773919925616
KTX,한국철도공사,창원중앙,경남 창원시 의창구 상남로 381,35.2422530973209,128.701329974647
KTX,한국철도공사,창원,경남 창원시 의창구 의창대로 67,35.257039813852,128.606498938467
KTX,한국철도공사,마산,경남 창원시 마산회원구 마산역광장로 18,35.2361096246682,128.577217454129
KTX,한국철도공사,진주,경남 진주시 개양로 116번길 33,,
KTX,한국철도공사,전주,전북 전주시 덕진구 동부대로 680,35.849688912566,127.163470628671
KTX,한국철도공사,남원,전북 남원시 교룡로 71,35.4112340368782,127.361395171277
KTX,한국철도공사,곡성,전남 곡성군 곡성로 920,35.2836105383006,127.303695147064
KTX,한국철도공사,구례구,전남 순천시 황전면 섬진강로 217,35.163310650026,127.453153044419
KTX,한국철도공사,순천,전남 순천시 팔마로 135,34.9458736815396,127.503076078383
KTX,한국철도공사,여천,전남 여수시 시청로 200,34.779258431408,127.663825568069
KTX,한국철도공사,여수EXPO,전남 여수시 망양로 2,34.7531073123699,127.74885662663
KTX,한국철도공사,청량리,서울시 동대문구 왕산로-214,37.584197400389,127.05114503929
KTX,한국철도공사,상봉,서울시 중랑구 망우로 297,37.5967093285386,127.085741817289
